Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
15,1363421425,JDUB1010,0,275.5,G James Harden F Anthony Davis PF Domantas Sabonis UTIL Raul Neto PG T.J. McConnell SF Kelly Oubre Jr. SG Furkan Korkmaz C Jakob Poeltl,,Joe Ingles,F,14.29%,33
16,1363302621,tastefultides,10.68,273.25,SG James Harden C Andre Drummond PF John Collins F Josh Jackson G De'Anthony Melton PG Raul Neto UTIL J.J. Barea SF Kelly Oubre Jr.,,Clint Capela,C,14.29%,39.75
17,1363260907,Kobe4MVP,21.36,272.25,SF Giannis Antetokounmpo C LaMarcus Aldridge PG Donovan Mitchell G Joe Ingles PF Harrison Barnes UTIL Reggie Jackson SG Austin Rivers F Reggie Bullock,,Jordan Clarkson,G,14.29%,41
18,1363253624,timmyp,42.72,271,SG James Harden C Andre Drummond PF Kyle Kuzma F Khris Middleton PG Reggie Jackson G Raul Neto SF Furkan Korkmaz UTIL Bruce Brown Jr.,,Austin Rivers,PG,14.29%,24
19,1363194992,mikedallal,0,267.5,C Joel Embiid G Ben Simmons SF Jimmy Butler PF Domantas Sabonis PG De'Anthony Melton SG T.J. McConnell F Kelly Oubre Jr. UTIL Furkan Korkmaz,,Reggie Bullock,F,14.29%,17.75
20,1362898953,itsabucslife1,0,264.75,SG James Harden F Giannis Antetokounmpo PF Domantas Sabonis G De'Anthony Melton PG J.J. Barea UTIL Kelly Oubre Jr. SF Furkan Korkmaz C Jakob Poeltl,,Blake Griffin,C,14.29%,22
21,1362999740,mrgoodseats,10.68,263.75,C Clint Capela PG D'Angelo Russell UTIL Rudy Gobert SG Donovan Mitchell PF Trevor Ariza SF Joe Ingles G De'Anthony Melton F Reggie Bullock,,Reggie Jackson,G,14.29%,28
22,1363439572,ryanmax,21.36,262.5,PG James Harden SG Bradley Beal C Clint Capela PF Josh Jackson G Raul Neto F Reggie Bullock SF Kelly Oubre Jr. UTIL Bruce Brown Jr.,,Marc Gasol,C,11.43%,54.5
23,1363162406,Awesemo,21.36,261.75,F Anthony Davis UTIL Andre Drummond PF LaMarcus Aldridge C Tristan Thompson G Reggie Jackson SG J.J. Barea PG Shabazz Napier SF Furkan Korkmaz,,Evan Turner,F,11.43%,19
24,1363437226,ChipotleAddict,42.72,259.25,PG James Harden UTIL Andre Drummond PF Kyle Kuzma SF Joe Ingles SG Reggie Jackson G Raul Neto F Reggie Bullock C Jakob Poeltl,,Rudy Gobert,C,11.43%,37.5
25,1363583534,thekingofqueens,0,258.25,UTIL James Harden SG D'Angelo Russell PF Domantas Sabonis C DeAndre Jordan G Austin Rivers PG Raul Neto F Kelly Oubre Jr. SF Furkan Korkmaz,,Kyle Kuzma,F,11.43%,45
26,1362976789,pianoclub,21.36,254.75,UTIL Andre Drummond SG Jrue Holiday C Rudy Gobert G Donovan Mitchell F Kyle Kuzma PF Jae Crowder SF Kelly Oubre Jr. PG Jalen Brunson,,Bruce Brown Jr.,SG,8.57%,8.25
27,1362781664,Makisupa,10.68,247,SG James Harden UTIL Andre Drummond PG D'Angelo Russell F Joe Ingles PF Jae Crowder G Raul Neto SF Furkan Korkmaz C Jakob Poeltl,,Jae Crowder,PF,8.57%,14.5
28,1362935292,LuckyPapa,0,245,SG Bradley Beal C Julius Randle UTIL Donovan Mitchell PF Domantas Sabonis F Dewayne Dedmon G DeAndre' Bembry SF Cedi Osman PG De'Anthony Melton,,Ben Simmons,G,8.57%,41.5
29,1363250964,cheddabisque,21.36,241.75,G James Harden C Blake Griffin PF Kyle Kuzma SG Eric Bledsoe PG Collin Sexton UTIL J.J. Barea F Evan Turner SF Kyle Korver,,Shabazz Napier,UTIL,8.57%,25.25
30,1363250971,IamPGM,10.68,232.75,SG James Harden UTIL Blake Griffin F DeMar DeRozan PF Dewayne Dedmon PG Raul Neto G T.J. McConnell C Ed Davis SF Furkan Korkmaz,,Jalen Brunson,PG,8.57%,8.5
31,1363537511,jkin6,0,227.75,C Nikola Vucevic UTIL Victor Oladipo PG Jrue Holiday F Bojan Bogdanovic G Tomas Satoransky PF Wendell Carter Jr. SG Jaylen Brown SF Jake Layman,,T.J. McConnell,SG,8.57%,12.25
32,1362954141,petteytheft89,10.68,226,G James Harden PG D'Angelo Russell SF Trevor Ariza F Kyle Anderson PF Jaren Jackson Jr. UTIL JaVale McGee SG Austin Rivers C Jakob Poeltl,,Jaren Jackson Jr.,F,5.71%,16
33,1363196193,bcalicore,21.36,223.75,SG James Harden F Blake Griffin C Andre Drummond PF Jae Crowder UTIL De'Anthony Melton PG Shabazz Napier SF Kelly Oubre Jr. G Jalen Brunson,,Khris Middleton,SF,5.71%,31.75
34,1363498815,BamCatfish23,10.68,219.25,UTIL Nikola Vucevic F Blake Griffin G D'Angelo Russell PF Domantas Sabonis C Tristan Thompson SF Rodions Kurucs SG Kelly Oubre Jr. PG Cameron Payne,,Eric Bledsoe,PG,5.71%,26.5
35,1363118506,IslandBanker,32.04,212.75,PF Giannis Antetokounmpo C Blake Griffin UTIL Brandon Ingram SG Alec Burks SF Cedi Osman PG De'Anthony Melton G Raul Neto F Reggie Bullock,,Bradley Beal,SG,5.71%,49
,,,,,,,Dewayne Dedmon,F,5.71%,25.5
,,,,,,,Cedi Osman,SF,5.71%,16
,,,,,,,Trevor Ariza,SF,5.71%,26.75
,,,,,,,Richaun Holmes,PF,5.71%,37
,,,,,,,Jrue Holiday,SG,5.71%,38.75
,,,,,,,Harrison Barnes,SF,5.71%,30.5
,,,,,,,Anthony Davis,F,5.71%,78.25
,,,,,,,LaMarcus Aldridge,PF,5.71%,24.75
,,,,,,,Tristan Thompson,C,5.71%,25
,,,,,,,Joel Embiid,C,5.71%,62
,,,,,,,Nikola Vucevic,UTIL,5.71%,39
,,,,,,,Rodions Kurucs,SF,5.71%,22.5
,,,,,,,Julius Randle,C,2.86%,36
,,,,,,,DeAndre' Bembry,G,2.86%,7.5
,,,,,,,Kyle Anderson,F,2.86%,23.75
,,,,,,,JaVale McGee,UTIL,2.86%,23.25
,,,,,,,Dwight Powell,F,2.86%,9.5
,,,,,,,Cory Joseph,PG,2.86%,13.25
,,,,,,,Brandon Ingram,UTIL,2.86%,28.75
,,,,,,,Alec Burks,SG,2.86%,22.5
,,,,,,,Maxi Kleber,F,2.86%,32.25
,,,,,,,Jimmy Butler,SF,2.86%,40.75
,,,,,,,Collin Sexton,PG,2.86%,22.25
,,,,,,,Kyle Korver,SF,2.86%,23.75
,,,,,,,DeMar DeRozan,F,2.86%,21.25
,,,,,,,Ed Davis,C,2.86%,31.5
,,,,,,,Garrett Temple,SF,2.86%,9.75
,,,,,,,Cameron Payne,PG,2.86%,20
,,,,,,,Kyle O'Quinn,PF,2.86%,21.25
,,,,,,,DeMarre Carroll,PF,2.86%,21.25
,,,,,,,Victor Oladipo,UTIL,2.86%,24.25
,,,,,,,Bojan Bogdanovic,F,2.86%,17.75
,,,,,,,Tomas Satoransky,G,2.86%,31.75
,,,,,,,Wendell Carter Jr.,PF,2.86%,31.5
,,,,,,,Jaylen Brown,SG,2.86%,40.25
,,,,,,,Jake Layman,SF,2.86%,4.5
,,,,,,,Aaron Gordon,F,2.86%,37
,,,,,,,DeAndre Jordan,C,2.86%,23.25
