Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,1365546310,squirrelpatroldk (27/103),0,373.75,G James Harden SF Ben Simmons SG D'Angelo Russell PG Eric Bledsoe UTIL Joe Ingles C Ersan Ilyasova F Royce O'Neale PF Mike Muscala,,Mike Muscala,C,84.48%,27.75
2,1365555001,squirrelpatroldk (84/103),0,373.25,SG James Harden SF Ben Simmons G Donovan Mitchell PG Eric Bledsoe UTIL Jae Crowder C Ersan Ilyasova F Royce O'Neale PF Mike Muscala,,Ersan Ilyasova,PF,76.74%,25.25
3,1365546382,squirrelpatroldk (67/103),0,370.75,UTIL James Harden SF Ben Simmons G D'Angelo Russell SG Eric Bledsoe PG Malcolm Brogdon C Ersan Ilyasova F Royce O'Neale PF Mike Muscala,,Ben Simmons,SF,73.98%,67
4,1365473036,MarcusK80,0,369,G James Harden PG Ben Simmons SG Donovan Mitchell SF Joe Ingles UTIL Brook Lopez C Ersan Ilyasova F Royce O'Neale PF Mike Muscala,,James Harden,SG,71.49%,88
5,1365546268,squirrelpatroldk (1/103),0,368.25,G James Harden SF Ben Simmons SG Khris Middleton PG Eric Bledsoe UTIL Joe Ingles C Ersan Ilyasova F Royce O'Neale PF Mike Muscala,,Malcolm Brogdon,G,67.00%,35
5,1365555018,squirrelpatroldk (101/103),0,368.25,G James Harden SF Ben Simmons SG Khris Middleton PG Eric Bledsoe UTIL Joe Ingles C Ersan Ilyasova F Royce O'Neale PF Mike Muscala,,Eric Bledsoe,SG,53.77%,48
7,1365546389,squirrelpatroldk (74/103),0,367,SG James Harden G Ben Simmons UTIL Jusuf Nurkic PG Eric Bledsoe F Jae Crowder C Ersan Ilyasova SF Royce O'Neale PF Mike Muscala,,Khris Middleton,F,47.80%,41.5
8,1365063705,Orochi,0,365.25,UTIL James Harden SF Ben Simmons SG Khris Middleton PG Eric Bledsoe G Malcolm Brogdon PF Ersan Ilyasova F Royce O'Neale C Mike Muscala,,Joe Ingles,UTIL,47.33%,38
8,1365096008,KlairVoyant,0,365.25,PG James Harden G Ben Simmons F Khris Middleton SG Eric Bledsoe UTIL Malcolm Brogdon C Ersan Ilyasova SF Royce O'Neale PF Mike Muscala,,Luke Kornet,F,40.86%,12.75
8,1365242385,Droppin_Dimes44 (3/3),0,365.25,SG James Harden SF Ben Simmons UTIL Khris Middleton PG Eric Bledsoe G Malcolm Brogdon PF Ersan Ilyasova F Royce O'Neale C Mike Muscala,,Donovan Mitchell,UTIL,35.67%,58
8,1365302840,ryan7962 (1/4),0,365.25,PG James Harden SF Ben Simmons G Khris Middleton UTIL Eric Bledsoe SG Malcolm Brogdon C Ersan Ilyasova F Royce O'Neale PF Mike Muscala,,Jimmy Butler,F,32.13%,46.5
8,1365302852,ryan7962 (2/4),0,365.25,PG James Harden SF Ben Simmons G Khris Middleton UTIL Eric Bledsoe SG Malcolm Brogdon C Ersan Ilyasova F Royce O'Neale PF Mike Muscala,,Royce O'Neale,UTIL,28.31%,32.75
8,1365310216,ryan7962 (3/4),0,365.25,PG James Harden SF Ben Simmons G Khris Middleton UTIL Eric Bledsoe SG Malcolm Brogdon C Ersan Ilyasova F Royce O'Neale PF Mike Muscala,,Domantas Sabonis,F,15.46%,46.75
