Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,1365464083,MarcusK80,0,369,G James Harden PG Ben Simmons SG Donovan Mitchell SF Joe Ingles UTIL Brook Lopez C Ersan Ilyasova F Royce O'Neale PF Mike Muscala,,Ersan Ilyasova,F,70.58%,25.25
2,1365117416,twindad32,0,368.25,G James Harden SF Ben Simmons SG Khris Middleton PG Eric Bledsoe F Joe Ingles PF Ersan Ilyasova UTIL Royce O'Neale C Mike Muscala,,Malcolm Brogdon,SG,63.78%,35
2,1365469163,Jcraig24,0,368.25,G James Harden PG Ben Simmons F Khris Middleton SG Eric Bledsoe UTIL Joe Ingles PF Ersan Ilyasova SF Royce O'Neale C Mike Muscala,,Mike Muscala,PF,57.86%,27.75
2,1365758635,EchoCharlie4,0,368.25,UTIL James Harden G Ben Simmons SG Khris Middleton PG Eric Bledsoe SF Joe Ingles PF Ersan Ilyasova F Royce O'Neale C Mike Muscala,,Khris Middleton,SG,57.42%,41.5
5,1365582878,jeffylube,0,368,PG James Harden SF Ben Simmons G Donovan Mitchell SG Jimmy Butler C Ersan Ilyasova F Royce O'Neale PF Mike Muscala UTIL Jordan Bell,,Ben Simmons,SF,53.89%,67
6,1364811110,JHurrikane55,0,365.25,G James Harden SF Ben Simmons F Khris Middleton PG Eric Bledsoe SG Malcolm Brogdon PF Ersan Ilyasova UTIL Royce O'Neale C Mike Muscala,,James Harden,PG,48.50%,88
6,1365044854,Orochi,0,365.25,UTIL James Harden SF Ben Simmons SG Khris Middleton PG Eric Bledsoe G Malcolm Brogdon PF Ersan Ilyasova F Royce O'Neale C Mike Muscala,,Donovan Mitchell,PG,48.45%,58
6,1365096024,KlairVoyant,0,365.25,PG James Harden G Ben Simmons F Khris Middleton SG Eric Bledsoe UTIL Malcolm Brogdon C Ersan Ilyasova SF Royce O'Neale PF Mike Muscala,,Eric Bledsoe,PG,43.45%,48
6,1365124818,spamamoto,0,365.25,G James Harden PG Ben Simmons SF Khris Middleton UTIL Eric Bledsoe SG Malcolm Brogdon PF Ersan Ilyasova F Royce O'Neale C Mike Muscala,,Joe Ingles,UTIL,40.02%,38
6,1365209820,AveryBradley,0,365.25,UTIL James Harden SF Ben Simmons SG Khris Middleton PG Eric Bledsoe G Malcolm Brogdon PF Ersan Ilyasova F Royce O'Neale C Mike Muscala,,Jimmy Butler,SF,33.17%,46.5
6,1365302818,ryan7962,0,365.25,PG James Harden SF Ben Simmons G Khris Middleton UTIL Eric Bledsoe SG Malcolm Brogdon C Ersan Ilyasova F Royce O'Neale PF Mike Muscala,,Domantas Sabonis,PF,32.84%,46.75
6,1365321293,MillionaireMatt89,0,365.25,UTIL James Harden SF Ben Simmons G Khris Middleton SG Eric Bledsoe PG Malcolm Brogdon C Ersan Ilyasova F Royce O'Neale PF Mike Muscala,,Luke Kornet,F,30.23%,12.75
6,1365493118,hmaxwell33,0,365.25,PG James Harden G Ben Simmons SF Khris Middleton UTIL Eric Bledsoe SG Malcolm Brogdon PF Ersan Ilyasova F Royce O'Neale C Mike Muscala,,Royce O'Neale,UTIL,21.42%,32.75
6,1365508451,RoYzH,0,365.25,SG James Harden F Ben Simmons G Khris Middleton PG Eric Bledsoe UTIL Malcolm Brogdon PF Ersan Ilyasova SF Royce O'Neale C Mike Muscala,,Jae Crowder,F,13.05%,26.5
6,1365510770,jberk856,0,365.25,UTIL James Harden G Ben Simmons SF Khris Middleton PG Eric Bledsoe SG Malcolm Brogdon C Ersan Ilyasova F Royce O'Neale PF Mike Muscala,,Otto Porter Jr.,SF,11.47%,26.75
6,1365514940,soria1511,0,365.25,G James Harden F Ben Simmons SF Khris Middleton PG Eric Bledsoe SG Malcolm Brogdon C Ersan Ilyasova UTIL Royce O'Neale PF Mike Muscala,,Rudy Gobert,C,10.93%,46
6,1365521146,Mangone,0,365.25,UTIL James Harden SF Ben Simmons SG Khris Middleton PG Eric Bledsoe G Malcolm Brogdon PF Ersan Ilyasova F Royce O'Neale C Mike Muscala,,Bradley Beal,UTIL,10.28%,57.25
6,1365575036,Jrake,0,365.25,UTIL James Harden SF Ben Simmons SG Khris Middleton PG Eric Bledsoe G Malcolm Brogdon PF Ersan Ilyasova F Royce O'Neale C Mike Muscala,,Maxi Kleber,F,10.17%,22.25
6,1365619502,DoubleDownDaddy,0,365.25,UTIL James Harden PG Ben Simmons SF Khris Middleton G Eric Bledsoe SG Malcolm Brogdon PF Ersan Ilyasova F Royce O'Neale C Mike Muscala,,Clint Capela,C,9.41%,32.5
6,1365628954,sasmallen,0,365.25,SG James Harden G Ben Simmons SF Khris Middleton PG Eric Bledsoe UTIL Malcolm Brogdon PF Ersan Ilyasova F Royce O'Neale C Mike Muscala,,Jonah Bolden,F,7.94%,13
6,1365875468,baldcartman,0,365.25,G James Harden F Ben Simmons SF Khris Middleton PG Eric Bledsoe SG Malcolm Brogdon C Ersan Ilyasova UTIL Royce O'Neale PF Mike Muscala,,Serge Ibaka,F,5.55%,27.25
22,1365079095,josh3302,0,364.5,PG James Harden G Donovan Mitchell F Domantas Sabonis SG Eric Bledsoe SF Joe Ingles PF Ersan Ilyasova UTIL Royce O'Neale C Mike Muscala,,Noah Vonleh,C,5.55%,20.75
22,1365143185,Sixers766,0,364.5,SG James Harden PG Ben Simmons G Donovan Mitchell F Jimmy Butler PF Ersan Ilyasova SF Royce O'Neale UTIL Gorgui Dieng C Mike Muscala,,Tristan Thompson,UTIL,5.44%,18.75
24,1365072742,wassup01,0,364,F Ben Simmons SG Bradley Beal PG Donovan Mitchell PF Domantas Sabonis G Eric Bledsoe UTIL Jae Crowder SF Royce O'Neale C Mike Muscala,,Brook Lopez,C,5.33%,32.25
25,1365834722,JaredM036,0,362.75,SG James Harden SF Ben Simmons G Donovan Mitchell PG Eric Bledsoe F Jae Crowder UTIL Maxi Kleber C Ersan Ilyasova PF Mike Muscala,,Kyle O'Quinn,UTIL,5.17%,11.5
26,1365225684,cuwelch10,0,362.5,G James Harden PG Ben Simmons SG Donovan Mitchell F Khris Middleton PF Maxi Kleber UTIL Ersan Ilyasova SF Royce O'Neale C Mike Muscala,,John Collins,F,4.84%,41.25
