Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PF/C,Kristaps Porzingis (11939368),Kristaps Porzingis,11939368,PF/C/F/UTIL,3000,IND@NY 01/11/2019 07:30PM ET,NY,0
PF,Alize Johnson (11939372),Alize Johnson,11939372,PF/F/UTIL,3000,IND@NY 01/11/2019 07:30PM ET,IND,2.75
C,Ike Anigbogu (11939375),Ike Anigbogu,11939375,C/UTIL,3000,IND@NY 01/11/2019 07:30PM ET,IND,2.25
SF/PF,TJ Leaf (11939377),TJ Leaf,11939377,SF/PF/F/UTIL,3000,IND@NY 01/11/2019 07:30PM ET,IND,5.76
PG,Edmond Sumner (11939381),Edmond Sumner,11939381,PG/G/UTIL,3000,IND@NY 01/11/2019 07:30PM ET,IND,1.34
SG/SF,Davon Reed (11939384),Davon Reed,11939384,SG/SF/F/G/UTIL,3000,IND@NY 01/11/2019 07:30PM ET,IND,0
SF/PF,Doug McDermott (11939389),Doug McDermott,11939389,SF/PF/F/UTIL,3000,IND@NY 01/11/2019 07:30PM ET,IND,10.79
C,Justin Patton (11939393),Justin Patton,11939393,C/UTIL,3000,ATL@PHI 01/11/2019 07:00PM ET,PHI,0
PG/SG,Shake Milton (11939395),Shake Milton,11939395,PG/SG/G/UTIL,3000,ATL@PHI 01/11/2019 07:00PM ET,PHI,7.75
PG/SG,Markelle Fultz (11939399),Markelle Fultz,11939399,PG/SG/G/UTIL,3000,ATL@PHI 01/11/2019 07:00PM ET,PHI,19.18
PF/C,Amir Johnson (11939403),Amir Johnson,11939403,PF/C/F/UTIL,3000,ATL@PHI 01/11/2019 07:00PM ET,PHI,9.10
