Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,1365707598,Crys8U,0,367.5,G James Harden SF Ben Simmons PG Donovan Mitchell C Brook Lopez SG Kevin Huerter PF Jae Crowder F Ersan Ilyasova UTIL Mike Muscala,,Ersan Ilyasova,PF,52.49%,25.25
2,1365080348,gosixersgo76,0,365.25,G James Harden SF Ben Simmons F Khris Middleton SG Eric Bledsoe PG Malcolm Brogdon C Ersan Ilyasova UTIL Royce O'Neale PF Mike Muscala,,Khris Middleton,SG,47.17%,41.5
2,1365096026,KlairVoyant,0,365.25,PG James Harden G Ben Simmons F Khris Middleton SG Eric Bledsoe UTIL Malcolm Brogdon C Ersan Ilyasova SF Royce O'Neale PF Mike Muscala,,Donovan Mitchell,SG,46.74%,58
2,1365121281,crazyivan24,0,365.25,SG James Harden SF Ben Simmons UTIL Khris Middleton PG Eric Bledsoe G Malcolm Brogdon PF Ersan Ilyasova F Royce O'Neale C Mike Muscala,,Malcolm Brogdon,PG,44.60%,35
2,1365141798,mrh1981,0,365.25,SG James Harden SF Ben Simmons UTIL Khris Middleton PG Eric Bledsoe G Malcolm Brogdon PF Ersan Ilyasova F Royce O'Neale C Mike Muscala,,Ben Simmons,G,44.17%,67
2,1365347340,theOGking_tay,0,365.25,SG James Harden SF Ben Simmons UTIL Khris Middleton PG Eric Bledsoe G Malcolm Brogdon PF Ersan Ilyasova F Royce O'Neale C Mike Muscala,,Mike Muscala,PF,41.51%,27.75
2,1365380420,darobelo,0,365.25,SG James Harden SF Ben Simmons UTIL Khris Middleton PG Eric Bledsoe G Malcolm Brogdon PF Ersan Ilyasova F Royce O'Neale C Mike Muscala,,James Harden,PG,36.62%,88
2,1365503322,stevoj,0,365.25,UTIL James Harden SF Ben Simmons SG Khris Middleton PG Eric Bledsoe G Malcolm Brogdon PF Ersan Ilyasova F Royce O'Neale C Mike Muscala,,Jimmy Butler,G,30.87%,46.5
2,1365552300,bsteeves,0,365.25,SG James Harden SF Ben Simmons UTIL Khris Middleton PG Eric Bledsoe G Malcolm Brogdon PF Ersan Ilyasova F Royce O'Neale C Mike Muscala,,Joe Ingles,SG,29.16%,38
2,1365575033,Jrake,0,365.25,UTIL James Harden SF Ben Simmons SG Khris Middleton PG Eric Bledsoe G Malcolm Brogdon PF Ersan Ilyasova F Royce O'Neale C Mike Muscala,,Eric Bledsoe,PG,29.07%,48
2,1365665084,tommy709,0,365.25,SG James Harden SF Ben Simmons UTIL Khris Middleton PG Eric Bledsoe G Malcolm Brogdon PF Ersan Ilyasova F Royce O'Neale C Mike Muscala,,Domantas Sabonis,C,27.70%,46.75
2,1365838877,spamamoto,0,365.25,UTIL James Harden PG Ben Simmons SF Khris Middleton G Eric Bledsoe SG Malcolm Brogdon PF Ersan Ilyasova F Royce O'Neale C Mike Muscala,,Luke Kornet,C,22.64%,12.75
13,1365370680,josh3302,0,364.5,PG James Harden G Donovan Mitchell F Domantas Sabonis SG Eric Bledsoe SF Joe Ingles PF Ersan Ilyasova UTIL Royce O'Neale C Mike Muscala,,Bradley Beal,SG,19.04%,57.25
14,1365602294,matt.313,0,362.5,SG James Harden PG Ben Simmons G Donovan Mitchell SF Khris Middleton UTIL Maxi Kleber PF Ersan Ilyasova F Royce O'Neale C Mike Muscala,,Otto Porter Jr.,SF,16.30%,26.75
