Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,1365080349,gosixersgo76,0,365.25,G James Harden SF Ben Simmons F Khris Middleton SG Eric Bledsoe PG Malcolm Brogdon C Ersan Ilyasova UTIL Royce O'Neale PF Mike Muscala,,Ersan Ilyasova,F,54.17%,25.25
1,1365128318,KlairVoyant,0,365.25,PG James Harden G Ben Simmons F Khris Middleton SG Eric Bledsoe UTIL Malcolm Brogdon C Ersan Ilyasova SF Royce O'Neale PF Mike Muscala,,Khris Middleton,SG,48.28%,41.5
1,1365512978,stevoj,0,365.25,UTIL James Harden SF Ben Simmons SG Khris Middleton PG Eric Bledsoe G Malcolm Brogdon PF Ersan Ilyasova F Royce O'Neale C Mike Muscala,,Malcolm Brogdon,PG,45.99%,35
1,1365521142,Mangone,0,365.25,UTIL James Harden SF Ben Simmons SG Khris Middleton PG Eric Bledsoe G Malcolm Brogdon PF Ersan Ilyasova F Royce O'Neale C Mike Muscala,,Ben Simmons,G,45.83%,67
1,1365543603,bsteeves,0,365.25,SG James Harden SF Ben Simmons UTIL Khris Middleton PG Eric Bledsoe G Malcolm Brogdon PF Ersan Ilyasova F Royce O'Neale C Mike Muscala,,Mike Muscala,PF,45.83%,27.75
1,1365575012,Jrake,0,365.25,UTIL James Harden SF Ben Simmons SG Khris Middleton PG Eric Bledsoe G Malcolm Brogdon PF Ersan Ilyasova F Royce O'Neale C Mike Muscala,,Donovan Mitchell,PG,44.35%,58
1,1365755546,sturgman,0,365.25,G James Harden F Ben Simmons UTIL Khris Middleton SG Eric Bledsoe PG Malcolm Brogdon PF Ersan Ilyasova SF Royce O'Neale C Mike Muscala,,James Harden,PG,36.01%,88
8,1365017722,DenverCityMike,0,361.75,PG James Harden SF Ben Simmons SG Jimmy Butler G Eric Bledsoe F Jae Crowder UTIL T.J. McConnell PF Ersan Ilyasova C Mike Muscala,,Eric Bledsoe,PG,34.21%,48
9,1365879178,ramblerob,0,358.75,G Ben Simmons SG Bradley Beal PG Donovan Mitchell PF John Collins F Dewayne Dedmon C Brook Lopez SF Royce O'Neale UTIL Mike Muscala,,Jimmy Butler,SF,33.39%,46.5
10,1365473148,grizzkhalifa901,0,357.5,G James Harden UTIL Donovan Mitchell SF Khris Middleton SG Eric Bledsoe PG Malcolm Brogdon PF Jae Crowder F Royce O'Neale C Mike Muscala,,Domantas Sabonis,F,29.30%,46.75
11,1365917582,SethAuger,0,357.25,F Ben Simmons PG Donovan Mitchell C Domantas Sabonis SG Khris Middleton G Eric Bledsoe UTIL Joe Ingles PF Ersan Ilyasova SF Royce O'Neale,,Joe Ingles,SG,28.31%,38
12,1365826746,mdeak311,0,357,SG James Harden SF Ben Simmons G Jimmy Butler PG Malcolm Brogdon UTIL Tomas Satoransky PF Ersan Ilyasova F Jonah Bolden C Mike Muscala,,Luke Kornet,C,23.90%,12.75
12,1365947476,lane,0,357,UTIL Karl-Anthony Towns SF Ben Simmons G Donovan Mitchell SG Khris Middleton PG Eric Bledsoe PF Ersan Ilyasova F Royce O'Neale C Mike Muscala,,Otto Porter Jr.,SF,18.49%,26.75
14,1365613133,deanwitter,0,356.5,PG James Harden G Donovan Mitchell SG Eric Bledsoe SF Thaddeus Young UTIL Dewayne Dedmon C Brook Lopez F Jae Crowder PF Mike Muscala,,Bradley Beal,G,18.17%,57.25
15,1365990154,waitandsee4,0,356.25,PG James Harden UTIL Donovan Mitchell SG Eric Bledsoe G Malcolm Brogdon SF Joe Ingles C Derrick Favors PF Ersan Ilyasova F Mike Muscala,,Jae Crowder,SF,16.37%,26.5
16,1365833881,ekloss51,0,355.5,G James Harden PG Ben Simmons UTIL Eric Bledsoe SG Malcolm Brogdon F Joe Ingles SF Jae Crowder PF Ersan Ilyasova C Mike Muscala,,Royce O'Neale,SF,15.55%,32.75
17,1365042919,mrgoodseats,0,355.25,UTIL James Harden G Ben Simmons SF Khris Middleton SG Malcolm Brogdon F Joe Ingles PG T.J. McConnell C Ersan Ilyasova PF Mike Muscala,,Rudy Gobert,C,14.57%,46
17,1365307030,joniver,0,355.25,SG James Harden F Ben Simmons SF Khris Middleton PG Malcolm Brogdon UTIL Joe Ingles G T.J. McConnell C Ersan Ilyasova PF Mike Muscala,,Noah Vonleh,UTIL,11.29%,20.75
17,1365376394,Bsbenzel,0,355.25,UTIL James Harden SF Ben Simmons SG Khris Middleton PG Malcolm Brogdon F Joe Ingles G T.J. McConnell C Ersan Ilyasova PF Mike Muscala,,Clint Capela,UTIL,10.47%,32.5
17,1365672283,manonacloud79,0,355.25,G James Harden SG Donovan Mitchell PG Malcolm Brogdon SF Joe Ingles UTIL Tomas Satoransky PF Derrick Favors C Luke Kornet F Royce O'Neale,,Tristan Thompson,C,9.66%,18.75
21,1365516313,markk611,0,354.5,SG James Harden SF Ben Simmons G Jimmy Butler PG Malcolm Brogdon C Brook Lopez UTIL T.J. McConnell F Ersan Ilyasova PF Mike Muscala,,Brook Lopez,UTIL,9.49%,32.25
21,1365856432,Broseidon13,0,354.5,G James Harden F Ben Simmons SF Jimmy Butler SG Malcolm Brogdon UTIL Brook Lopez PG T.J. McConnell C Ersan Ilyasova PF Mike Muscala,,John Collins,C,9.49%,41.25
23,1365197538,topfizz1,0,354.25,UTIL Ben Simmons PG Donovan Mitchell PF Domantas Sabonis SF Khris Middleton SG Eric Bledsoe G Malcolm Brogdon C Ersan Ilyasova F Royce O'Neale,,Maxi Kleber,F,8.84%,22.25
24,1365165623,bpl21,0,353,G James Harden PG Ben Simmons SF Khris Middleton UTIL Eric Bledsoe SG Malcolm Brogdon PF Jonah Bolden F Royce O'Neale C Mike Muscala,,Kyle O'Quinn,C,8.84%,11.5
25,1365584747,Russianduck,0,352.25,SF Ben Simmons G Donovan Mitchell PF Domantas Sabonis SG Khris Middleton PG Eric Bledsoe UTIL Joe Ingles C Ersan Ilyasova F Mike Muscala,,Serge Ibaka,F,7.20%,27.25
26,1365186272,KINGOFNY21,0,352,F Ben Simmons G Donovan Mitchell SG Jimmy Butler SF Khris Middleton PG Eric Bledsoe UTIL Joe Ingles PF Ersan Ilyasova C Mike Muscala,,Jonah Bolden,PF,7.04%,13
27,1365089080,clark4,0,351,PG James Harden G Ben Simmons C Serge Ibaka SG Eric Bledsoe UTIL Malcolm Brogdon PF Ersan Ilyasova SF Royce O'Neale F Mike Muscala,,Kyle Korver,G,6.71%,16.5
28,1365010350,youdacao,0,350.5,UTIL James Harden G Bradley Beal SG Jimmy Butler PG Malcolm Brogdon F Joe Ingles C Ersan Ilyasova SF Royce O'Neale PF Mike Muscala,,Thaddeus Young,UTIL,6.06%,33.5
29,1365880560,inittobinkit,0,350.25,SG James Harden G Donovan Mitchell PF Domantas Sabonis PG Eric Bledsoe F Otto Porter Jr. C Maxi Kleber SF Royce O'Neale UTIL Mike Muscala,,T.J. McConnell,G,5.89%,32.75
30,1365680909,RdizzleBC,0,349.75,SG James Harden PG Ben Simmons SF Khris Middleton G Malcolm Brogdon UTIL Joe Ingles PF Maxi Kleber C Ersan Ilyasova F Royce O'Neale,,Karl-Anthony Towns,UTIL,5.73%,56.75
30,1365960035,parkerscollegefund,0,349.75,SG James Harden PG Ben Simmons G Khris Middleton UTIL Malcolm Brogdon F Joe Ingles C Maxi Kleber PF Ersan Ilyasova SF Royce O'Neale,,Jeremy Lin,PG,5.24%,12
32,1365047813,Joelexa7,0,349,G Ben Simmons UTIL Donovan Mitchell F Jimmy Butler SF Khris Middleton SG Eric Bledsoe PG Malcolm Brogdon PF Ersan Ilyasova C Mike Muscala,,Jordan Clarkson,PG,4.42%,20.25
