Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
16,1362119536,timmyp,0,235.25,F Jimmy Butler C Domantas Sabonis G Buddy Hield PG De'Aaron Fox SG Josh Richardson UTIL Nemanja Bjelica SF Josh Jackson PF Dario Saric,,Nicolas Batum,SF,15.00%,27.5
17,1362034680,JL157,2.45,233,C Joel Embiid SG Bradley Beal PG Jeff Teague G Bogdan Bogdanovic PF Josh Jackson UTIL Alec Burks SF Nicolas Batum F Jonas Jerebko,,Furkan Korkmaz,SF,15.00%,25
18,1361823318,hoop2410,0,229.75,C Joel Embiid UTIL Deandre Ayton PG De'Aaron Fox SG Bogdan Bogdanovic F Nemanja Bjelica SF Josh Jackson G De'Anthony Melton PF Kyle O'Quinn,,Larry Nance Jr.,F,15.00%,4.75
18,1362003803,wakeywakey,0,229.75,C Joel Embiid UTIL Deandre Ayton PG De'Aaron Fox SG Bogdan Bogdanovic F Nemanja Bjelica SF Josh Jackson G De'Anthony Melton PF Kyle O'Quinn,,Alec Burks,PG,15.00%,32.75
20,1362227672,thewildbuffalo,0,203.25,UTIL Victor Oladipo F Domantas Sabonis PG De'Aaron Fox C Hassan Whiteside SG Bogdan Bogdanovic PF Larry Nance Jr. SF Josh Jackson G Monte Morris,,Deandre Ayton,UTIL,10.00%,39.5
,,,,,,,Karl-Anthony Towns,C,10.00%,32.75
,,,,,,,Josh Richardson,G,10.00%,25.5
,,,,,,,John Collins,F,10.00%,44.5
,,,,,,,Jerami Grant,PF,10.00%,16.25
,,,,,,,T.J. Warren,F,5.00%,29.5
,,,,,,,Dewayne Dedmon,PF,5.00%,23.25
,,,,,,,Kevin Durant,PF,5.00%,41.25
,,,,,,,Klay Thompson,SG,5.00%,56.5
,,,,,,,Enes Kanter,C,5.00%,37
,,,,,,,Michael Kidd-Gilchrist,UTIL,5.00%,10.5
,,,,,,,Delon Wright,SG,5.00%,16.75
,,,,,,,Trey Burke,UTIL,5.00%,12.75
,,,,,,,Mario Hezonja,F,5.00%,31.25
,,,,,,,Fred VanVleet,SG,5.00%,23.75
,,,,,,,Thomas Bryant,PF,5.00%,18.25
,,,,,,,Jeff Teague,PG,5.00%,27
,,,,,,,Jonas Jerebko,F,5.00%,15.25
,,,,,,,Kawhi Leonard,PF,5.00%,60
,,,,,,,Ben Simmons,PG,5.00%,41.75
,,,,,,,Trevor Ariza,SF,5.00%,20.75
,,,,,,,Josh Okogie,F,5.00%,14.25
,,,,,,,Kevon Looney,C,5.00%,23.5
,,,,,,,Jimmy Butler,F,5.00%,33.75
,,,,,,,Buddy Hield,G,5.00%,23
,,,,,,,Dario Saric,PF,5.00%,28.75
,,,,,,,Trae Young,PG,5.00%,34.25
,,,,,,,Serge Ibaka,PF,5.00%,27.5
,,,,,,,Cedi Osman,SF,5.00%,23
,,,,,,,Kelly Oubre Jr.,F,5.00%,46.75
,,,,,,,Malik Beasley,PG,5.00%,12.25
,,,,,,,Victor Oladipo,UTIL,5.00%,28.5
,,,,,,,Monte Morris,G,5.00%,9
