Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,1367799038,MILE_HIGH21 (1/10),0,350.5,PF Anthony Davis C Karl-Anthony Towns SG Donovan Mitchell UTIL Kelly Oubre Jr. G Bryn Forbes F Royce O'Neale PG Tyus Jones SF Marco Belinelli,,Royce O'Neale,F,85.81%,33.25
1,1367799045,MILE_HIGH21 (2/10),0,350.5,PF Anthony Davis C Karl-Anthony Towns SG Donovan Mitchell UTIL Kelly Oubre Jr. G Bryn Forbes F Royce O'Neale PG Tyus Jones SF Marco Belinelli,,Karl-Anthony Towns,C,66.75%,78.75
1,1367809116,MILE_HIGH21 (3/10),0,350.5,PF Anthony Davis C Karl-Anthony Towns SG Donovan Mitchell UTIL Kelly Oubre Jr. G Bryn Forbes F Royce O'Neale PG Tyus Jones SF Marco Belinelli,,Derrick Favors,C,63.27%,24.75
1,1367809136,MILE_HIGH21 (4/10),0,350.5,PF Anthony Davis C Karl-Anthony Towns SG Donovan Mitchell UTIL Kelly Oubre Jr. G Bryn Forbes F Royce O'Neale PG Tyus Jones SF Marco Belinelli,,Joe Ingles,SG,56.57%,26
1,1367817054,MILE_HIGH21 (5/10),0,350.5,PF Anthony Davis C Karl-Anthony Towns SG Donovan Mitchell UTIL Kelly Oubre Jr. G Bryn Forbes F Royce O'Neale PG Tyus Jones SF Marco Belinelli,,Dennis Schroder,G,50.30%,37.25
1,1367826695,MILE_HIGH21 (6/10),0,350.5,PF Anthony Davis C Karl-Anthony Towns SG Donovan Mitchell UTIL Kelly Oubre Jr. G Bryn Forbes F Royce O'Neale PG Tyus Jones SF Marco Belinelli,,Anthony Davis,PF,35.51%,53.5
1,1367844488,MILE_HIGH21 (7/10),0,350.5,PF Anthony Davis C Karl-Anthony Towns SG Donovan Mitchell UTIL Kelly Oubre Jr. G Bryn Forbes F Royce O'Neale PG Tyus Jones SF Marco Belinelli,,Jeff Teague,G,28.29%,17.75
1,1367844494,MILE_HIGH21 (8/10),0,350.5,PF Anthony Davis C Karl-Anthony Towns SG Donovan Mitchell UTIL Kelly Oubre Jr. G Bryn Forbes F Royce O'Neale PG Tyus Jones SF Marco Belinelli,,Donovan Mitchell,SG,21.41%,55.5
1,1367844504,MILE_HIGH21 (9/10),0,350.5,PF Anthony Davis C Karl-Anthony Towns SG Donovan Mitchell UTIL Kelly Oubre Jr. G Bryn Forbes F Royce O'Neale PG Tyus Jones SF Marco Belinelli,,Russell Westbrook,PG,21.32%,51
1,1367844520,MILE_HIGH21 (10/10),0,350.5,PF Anthony Davis C Karl-Anthony Towns SG Donovan Mitchell UTIL Kelly Oubre Jr. G Bryn Forbes F Royce O'Neale PG Tyus Jones SF Marco Belinelli,,Tyus Jones,PG,21.15%,29.25
