Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,1367444168,EmileHeskey,0,334,PF Anthony Davis C Karl-Anthony Towns G Joe Ingles F Derrick Favors PG Dennis Schroder SG Kelly Oubre Jr. SF Josh Okogie UTIL Royce O'Neale,,Royce O'Neale,SF,76.36%,33.25
2,1367544311,rionmarcus,0,327,F Anthony Davis C Karl-Anthony Towns PG Donovan Mitchell SG Dennis Schroder G Kelly Oubre Jr. UTIL Royce O'Neale PF Jonathan Isaac SF Jonathon Simmons,,Dennis Schroder,SG,52.73%,37.25
3,1367359122,racerx22,0,321.5,C Karl-Anthony Towns UTIL Rudy Gobert F Julius Randle SG Andrew Wiggins PG Zach LaVine SF Royce O'Neale PF Richaun Holmes G Tyus Jones,,Karl-Anthony Towns,C,52.73%,78.75
4,1366338612,jonboy1171,0,320.25,C Karl-Anthony Towns G Kemba Walker UTIL Rudy Gobert F Joe Ingles PF Derrick Favors SG Dennis Schroder SF Royce O'Neale PG Tyus Jones,,Derrick Favors,UTIL,49.09%,24.75
4,1366465510,METALFEETDOOM,0,320.25,C Karl-Anthony Towns G Kemba Walker UTIL Rudy Gobert F Joe Ingles PF Derrick Favors SG Dennis Schroder SF Royce O'Neale PG Tyus Jones,,Joe Ingles,UTIL,45.45%,26
4,1366942614,curry_burrito,0,320.25,C Karl-Anthony Towns PG Donovan Mitchell UTIL Rudy Gobert F Joe Ingles PF Derrick Favors SG Dennis Schroder SF Royce O'Neale G Malik Monk,,Anthony Davis,C,36.36%,53.5
4,1367229803,srn828,0,320.25,C Karl-Anthony Towns G Kemba Walker UTIL Rudy Gobert F Joe Ingles PF Derrick Favors SG Dennis Schroder SF Royce O'Neale PG Tyus Jones,,Jeff Teague,PG,36.36%,17.75
8,1366388471,revanue,0,316.75,PF Anthony Davis C Karl-Anthony Towns G Joe Ingles F Derrick Favors PG Dennis Schroder SG Kelly Oubre Jr. UTIL Guillermo Hernangómez SF Royce O'Neale,,Kemba Walker,UTIL,30.91%,39.25
9,1367376096,moklovin,0,316,C Karl-Anthony Towns SF Paul George UTIL Kemba Walker PF Derrick Favors G Dennis Schroder SG Evan Fournier F Royce O'Neale PG Tyus Jones,,Donovan Mitchell,G,29.09%,55.5
10,1367857808,JmoFoShoSUCKA,0,315.75,C Karl-Anthony Towns UTIL Donovan Mitchell G Zach LaVine PF Josh Jackson PG Elfrid Payton SG Jeremy Lamb SF Evan Fournier F Royce O'Neale,,Rudy Gobert,UTIL,21.82%,51.75
