Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
17,1368234382,jakefromstatefarm1,0,329,UTIL Russell Westbrook C Karl-Anthony Towns F Jeremy Lamb PF Derrick Favors PG Dennis Schroder SG Evan Fournier G Kelly Oubre Jr. SF Royce O'Neale,,Malik Monk,G,12.86%,13
18,1366943230,Jaycob87,0,328.75,C Karl-Anthony Towns UTIL De'Aaron Fox SG Jrue Holiday G Jeff Teague PG Dennis Schroder PF Jae Crowder F Kelly Oubre Jr. SF Royce O'Neale,,Andrew Wiggins,SG,12.35%,28.75
19,1366624379,Sox2014,0,328.25,PF Anthony Davis C Karl-Anthony Towns G Buddy Hield PG Dennis Schroder SG Evan Fournier SF Kelly Oubre Jr. UTIL Guillermo Hernangómez F Royce O'Neale,,Rudy Gobert,UTIL,12.18%,51.75
20,1366766957,beatGARDY1,0,328,PF Anthony Davis C Karl-Anthony Towns PG Elfrid Payton UTIL Jeremy Lamb G De'Anthony Melton SG Kelly Oubre Jr. F Josh Okogie SF Royce O'Neale,,Taj Gibson,PF,12.18%,13
21,1366528109,Westy121997,0,327,PF Anthony Davis C Karl-Anthony Towns SF Joe Ingles UTIL Derrick Favors PG Dennis Schroder F Kelly Oubre Jr. SG Malik Beasley G Tyus Jones,,Buddy Hield,G,12.01%,32
22,1367643975,walkersports1919,0,326.5,C Karl-Anthony Towns UTIL Nikola Vucevic SG Zach LaVine F Lauri Markkanen PF Al Horford PG Dennis Schroder SF Torrey Craig G Kelly Oubre Jr.,,Willie Cauley-Stein,UTIL,11.66%,40.5
22,1367727011,shawnzhan,0,326.5,UTIL Karl-Anthony Towns C Nikola Vucevic G Kris Dunn F Lauri Markkanen PF Derrick Favors PG Dennis Schroder SG Evan Fournier SF Kelly Oubre Jr.,,Elfrid Payton,PG,11.49%,30.75
24,1368241278,ScottFantasy,0,325.25,C Karl-Anthony Towns PG Kemba Walker PF LaMarcus Aldridge SG Jrue Holiday UTIL Kelly Oubre Jr. SF Royce O'Neale F Richaun Holmes G Devonte' Graham,,Jeremy Lamb,SF,10.98%,21.5
24,1368245278,jimmer1,0,325.25,PF Anthony Davis C Karl-Anthony Towns UTIL Willie Cauley-Stein G Elfrid Payton SG Kelly Oubre Jr. SF Royce O'Neale F Richaun Holmes PG Patty Mills,,Tyus Jones,PG,10.12%,29.25
26,1366280203,giantsquid,0,322.5,C Karl-Anthony Towns UTIL Nikola Vucevic G Buddy Hield F Aaron Gordon PF Derrick Favors PG Dennis Schroder SG Evan Fournier SF Royce O'Neale,,Evan Fournier,SG,9.95%,30.25
26,1366766334,Kcjhawk3,0,322.5,PF Anthony Davis PG Jrue Holiday C Deandre Ayton SF Aaron Gordon G Dennis Schroder SG Evan Fournier F Kelly Oubre Jr. UTIL Miles Bridges,,Bryn Forbes,G,9.78%,21
28,1366356015,Skralph,0,322.25,PF Anthony Davis C Karl-Anthony Towns G Joe Ingles PG Dennis Schroder SG Evan Fournier SF Kelly Oubre Jr. UTIL Guillermo Hernangómez F Royce O'Neale,,Zach LaVine,PG,9.61%,34.75
28,1366440456,nyrblue,0,322.25,UTIL Russell Westbrook C Karl-Anthony Towns SF Aaron Gordon PF Derrick Favors G Dennis Schroder SG Bryn Forbes F Royce O'Neale PG Tyus Jones,,Malik Beasley,SG,9.26%,25.25
28,1368314996,fivehorizons,0,322.25,UTIL Russell Westbrook C Karl-Anthony Towns SF Aaron Gordon PF Derrick Favors G Dennis Schroder SG Bryn Forbes F Royce O'Neale PG Tyus Jones,,Guillermo Hernangómez,C,9.26%,11
31,1366297010,clark4,0,321.25,C Anthony Davis UTIL Rudy Gobert F Aaron Gordon PG Elfrid Payton PF Derrick Favors G Dennis Schroder SG Kelly Oubre Jr. SF Davis Bertans,,Jrue Holiday,PG,9.09%,45.5
32,1368296161,sicwititdime,0,320.75,C Karl-Anthony Towns PG De'Aaron Fox UTIL Willie Cauley-Stein F Josh Jackson PF Al Horford G Jeremy Lamb SG Evan Fournier SF Royce O'Neale,,De'Anthony Melton,PG,8.58%,29.75
33,1366960008,curry_burrito,0,320.25,C Karl-Anthony Towns PG Donovan Mitchell UTIL Rudy Gobert F Joe Ingles PF Derrick Favors SG Dennis Schroder SF Royce O'Neale G Malik Monk,,Paul George,SF,7.72%,43.25
33,1366983745,Vandriver69,0,320.25,C Karl-Anthony Towns G Kemba Walker UTIL Rudy Gobert F Joe Ingles PF Derrick Favors SG Dennis Schroder SF Royce O'Neale PG Tyus Jones,,Aaron Gordon,F,7.20%,47
33,1367623494,Rynosaur87,0,320.25,C Karl-Anthony Towns G Kemba Walker UTIL Rudy Gobert F Joe Ingles PF Derrick Favors SG Dennis Schroder SF Royce O'Neale PG Tyus Jones,,Pau Gasol,C,7.20%,9
33,1368198031,srn828,0,320.25,C Karl-Anthony Towns G Kemba Walker UTIL Rudy Gobert F Joe Ingles PF Derrick Favors SG Dennis Schroder SF Royce O'Neale PG Tyus Jones,,Marco Belinelli,F,7.03%,27
37,1367821370,Jwaz,0,318.75,C Anthony Davis UTIL Karl-Anthony Towns PG Elfrid Payton G Jeremy Lamb PF Derrick Favors SG Kelly Oubre Jr. SF Royce O'Neale F Davis Bertans,,DeMar DeRozan,SF,6.69%,33.5
38,1366345275,medicine,0,318,C Karl-Anthony Towns G Donovan Mitchell UTIL Rudy Gobert SG Joe Ingles F Derrick Favors PF Jae Crowder SF Royce O'Neale PG Tyus Jones,,Nikola Jokic,C,6.52%,44.5
38,1366668927,Giants1900,0,318,C Karl-Anthony Towns PF Paul George UTIL Deandre Ayton SF Aaron Gordon PG De'Anthony Melton G Josh Okogie F Royce O'Neale SG Patty Mills,,LaMarcus Aldridge,F,6.52%,34.75
40,1368206068,minyjoy,0,317.75,PF Anthony Davis UTIL Karl-Anthony Towns F Aaron Gordon C Derrick Favors G Dennis Schroder SG Evan Fournier SF Royce O'Neale PG Malik Monk,,Jamal Murray,PG,6.17%,35.75
41,1366579533,crick1295,0,317.5,C Nikola Jokic UTIL Karl-Anthony Towns PG Donovan Mitchell PF Josh Jackson F Kelly Oubre Jr. SF Royce O'Neale G Patty Mills SG Grayson Allen,,Derrick White,G,5.83%,27.25
42,1368126661,Brumpel1,0,317.25,C Karl-Anthony Towns PG Donovan Mitchell SG Andrew Wiggins UTIL Willie Cauley-Stein F Josh Jackson G Malik Beasley SF Royce O'Neale PF Richaun Holmes,,Josh Okogie,SF,5.66%,28.25
43,1367905041,hager40,0,316.5,PF Anthony Davis C Karl-Anthony Towns PG Donovan Mitchell UTIL Dennis Schroder SG Bryn Forbes SF Royce O'Neale F Terrance Ferguson G Elie Okobo,,Lauri Markkanen,PF,5.66%,30.25
44,1368202489,govlady,0,316.25,C Karl-Anthony Towns G Kemba Walker PF Julius Randle F Joe Ingles UTIL Bogdan Bogdanovic SG Dennis Schroder SF Royce O'Neale PG Tyus Jones,,Kris Dunn,SG,5.32%,33.75
44,1368300449,mblack412,0,316.25,SG Donovan Mitchell C Rudy Gobert PG Jamal Murray UTIL Deandre Ayton G Jeff Teague SF Kelly Oubre Jr. F Royce O'Neale PF Richaun Holmes,,Nicolas Batum,SF,5.15%,37.5
46,1367441663,moklovin,0,316,C Karl-Anthony Towns SF Paul George UTIL Kemba Walker PF Derrick Favors G Dennis Schroder SG Evan Fournier F Royce O'Neale PG Tyus Jones,,Jerami Grant,PF,4.97%,26.5
46,1367610914,I_See_Blue,0,316,PF Anthony Davis C Karl-Anthony Towns SG Donovan Mitchell PG Malik Beasley SF Royce O'Neale UTIL Mikal Bridges F Richaun Holmes G Tyus Jones,,De'Aaron Fox,PG,4.97%,45.25
48,1366446525,pianoclub,0,315.5,C Anthony Davis UTIL Rudy Gobert G Zach LaVine F Lauri Markkanen PG Dennis Schroder PF Jae Crowder SF Kelly Oubre Jr. SG Terrence Ross,,Deandre Ayton,C,4.29%,45.75
48,1367037676,chrish_30,0,315.5,UTIL Karl-Anthony Towns C Nikola Vucevic G Kemba Walker PF Lauri Markkanen SG Dennis Schroder F Josh Okogie SF Royce O'Neale PG Tyus Jones,,Julius Randle,F,3.95%,40.75
50,1368232767,atnorac,0,315.25,C Karl-Anthony Towns UTIL Nikola Vucevic PF Julius Randle SG Buddy Hield F Derrick Favors G Dennis Schroder SF Royce O'Neale PG Tyus Jones,,Bogdan Bogdanovic,G,3.95%,31.75
51,1366730446,Makisupa,0,314.75,C Karl-Anthony Towns G Kemba Walker UTIL Rudy Gobert F Jeremy Lamb PF Derrick Favors PG Dennis Schroder SG Josh Okogie SF Royce O'Neale,,Bismack Biyombo,C,3.95%,27.5
52,1368295033,usairmantorres,0,313.75,F Anthony Davis C Karl-Anthony Towns G Kemba Walker SG Kelly Oubre Jr. UTIL Guillermo Hernangómez SF Royce O'Neale PG Tyus Jones PF Jonathan Isaac,,Kyrie Irving,UTIL,3.77%,45.75
53,1367610913,Anthonyb151131,0,313.25,SG Donovan Mitchell PG Kemba Walker G De'Aaron Fox C Deandre Ayton PF Josh Jackson F Kelly Oubre Jr. UTIL Guillermo Hernangómez SF Royce O'Neale,,Al Horford,PF,3.43%,40.25
54,1368314265,andrew13063,0,313,C Karl-Anthony Towns UTIL Kemba Walker G Jamal Murray PG Jeff Teague SG Dennis Schroder PF Jae Crowder F Kelly Oubre Jr. SF Royce O'Neale,,Jonathan Isaac,SF,3.43%,16.5
55,1368198426,dpospish,0,312.75,PF Anthony Davis UTIL Karl-Anthony Towns G Buddy Hield SG Dennis Schroder F Jae Crowder SF Kelly Oubre Jr. C Guillermo Hernangómez PG Tyus Jones,,Harry Giles,F,3.09%,17.5
56,1368286100,staples10,0,312.25,C Anthony Davis UTIL Karl-Anthony Towns F Joe Ingles PG Elfrid Payton SF Kelly Oubre Jr. G Malik Beasley SG Josh Okogie PF Harry Giles,,Jaylen Brown,SG,3.09%,18
56,1368314089,jksmlmf,0,312.25,C Karl-Anthony Towns PG Kemba Walker G De'Aaron Fox F Wendell Carter Jr. PF Derrick Favors UTIL De'Anthony Melton SG Dennis Schroder SF Royce O'Neale,,Kyle Korver,F,3.09%,28.25
58,1368181840,HeppDailyGuru,0,311.5,C Karl-Anthony Towns G Donovan Mitchell UTIL Rudy Gobert PG Jeff Teague SG Dennis Schroder PF Taj Gibson SF Royce O'Neale F Richaun Holmes,,T.J. Warren,SF,2.92%,25
59,1366397612,mrh1981,0,311,UTIL Karl-Anthony Towns C Nikola Vucevic G Jrue Holiday F Buddy Hield PF Derrick Favors SG Josh Okogie SF Royce O'Neale PG Tyus Jones,,Terrance Ferguson,SF,2.92%,17.5
59,1366733177,bsteeves,0,311,UTIL Karl-Anthony Towns C Nikola Vucevic G Jrue Holiday F Buddy Hield PF Derrick Favors SG Josh Okogie SF Royce O'Neale PG Tyus Jones,,Torrey Craig,SF,2.92%,13.75
61,1368248145,drfunkk,0,310.5,C Karl-Anthony Towns PG Jrue Holiday SF Buddy Hield PF Al Horford UTIL Jeremy Lamb F Derrick Favors G Nicolas Batum SG Evan Fournier,,Paul Millsap,PF,2.92%,33.25
62,1368288180,drew777,0,309.75,UTIL Karl-Anthony Towns SF Paul George G Jrue Holiday PF Julius Randle PG Dennis Schroder F Josh Okogie SG Marco Belinelli C Pau Gasol,,Jayson Tatum,UTIL,2.92%,28.5
63,1366993621,bostoneagle5,0,309.25,C Karl-Anthony Towns UTIL Rudy Gobert SF Joe Ingles PG Elfrid Payton G Jeremy Lamb F Marvin Williams PF Derrick Favors SG Kelly Oubre Jr.,,Gorgui Dieng,C,2.74%,8.5
64,1367579134,dulcmang,0,308.75,PG Russell Westbrook C Karl-Anthony Towns UTIL Joe Ingles SG Dennis Schroder G Evan Fournier PF Bobby Portis SF Kelly Oubre Jr. F Royce O'Neale,,Nikola Mirotic,PF,2.74%,23
65,1366796019,petteytheft89,0,308.5,C Karl-Anthony Towns UTIL Kemba Walker F Buddy Hield G Zach LaVine SF Nicolas Batum PG Dennis Schroder SG Evan Fournier PF Jae Crowder,,Davis Bertans,SF,2.40%,24
65,1367591992,SouthernBrew,0,308.5,C Karl-Anthony Towns UTIL Willie Cauley-Stein SG Zach LaVine SF Joe Ingles PF Nikola Mirotic G Elfrid Payton F Nicolas Batum PG Dennis Schroder,,Mason Plumlee,PF,2.40%,21.5
67,1367580169,jaysmov1,0,308.25,C Karl-Anthony Towns G Donovan Mitchell PG Jeff Teague SG Zach LaVine PF Lauri Markkanen UTIL Josh Jackson SF Royce O'Neale F Marco Belinelli,,Steven Adams,UTIL,2.40%,32.25
68,1367908826,mscroggs300,0,308,C Anthony Davis UTIL Jrue Holiday SF Aaron Gordon PG Zach LaVine PF Derrick Favors SG Dennis Schroder F Kelly Oubre Jr. G Malik Monk,,D.J. Augustin,PG,2.40%,10
68,1368244914,komendera,0,308,C Anthony Davis UTIL Karl-Anthony Towns PG Jeff Teague G Elfrid Payton SG Kelly Oubre Jr. SF Royce O'Neale F Richaun Holmes PF Harry Giles,,Iman Shumpert,SG,2.23%,13.75
70,1368296258,Airik114,0,307.5,PF Anthony Davis G Donovan Mitchell C Rudy Gobert PG Dennis Schroder SG Kelly Oubre Jr. F Taj Gibson UTIL Guillermo Hernangómez SF Royce O'Neale,,Devonte' Graham,SG,2.06%,17.25
71,1367817989,ghostspider74,0,307.25,C Karl-Anthony Towns UTIL Kemba Walker G Jrue Holiday SG Buddy Hield PF Derrick Favors PG Dennis Schroder SF Royce O'Neale F Jonathan Isaac,,Marcus Morris,SF,2.06%,30
71,1368238556,Nealyo,0,307.25,PF Paul George PG Donovan Mitchell C Deandre Ayton F T.J. Warren UTIL Zach LaVine G Kelly Oubre Jr. SF Royce O'Neale SG Terrance Ferguson,,Justin Jackson,F,2.06%,3.75
73,1367984099,Pweb,0,306.5,PF Anthony Davis PG Donovan Mitchell C Willie Cauley-Stein G Kris Dunn SG Torrey Craig SF Kelly Oubre Jr. F Royce O'Neale UTIL Davis Bertans,,Wendell Carter Jr.,PF,1.89%,24
74,1366043204,SlowQueen,0,306.25,C Karl-Anthony Towns G Kemba Walker UTIL Rudy Gobert PG Zach LaVine PF Al Horford SG E'Twaun Moore F Royce O'Neale SF Jonathan Isaac,,Terrence Ross,SG,1.89%,37
74,1367569511,FootballNaut,0,306.25,PF Anthony Davis C Karl-Anthony Towns G Bogdan Bogdanovic UTIL Derrick Favors PG Dennis Schroder F Jae Crowder SG Josh Okogie SF Royce O'Neale,,Bobby Portis,PF,1.89%,0
74,1368146787,hehatesmemoredou,0,306.25,SG Donovan Mitchell PG Jrue Holiday G Andrew Wiggins UTIL Willie Cauley-Stein SF Jayson Tatum PF Josh Jackson F Kelly Oubre Jr. C Richaun Holmes,,E'Twaun Moore,SG,1.72%,11.75
74,1368292275,drummaster,0,306.25,C Karl-Anthony Towns UTIL Rudy Gobert F LaMarcus Aldridge PG Jeff Teague PF Derrick Favors G Kelly Oubre Jr. SF Royce O'Neale SG Malik Monk,,Marvin Bagley III,C,1.72%,28.75
78,1366507508,dbeatty5,0,305.75,UTIL Karl-Anthony Towns C Steven Adams PF Paul Millsap F Joe Ingles SF Josh Jackson PG Elfrid Payton SG Jeremy Lamb G Kelly Oubre Jr.,,Monte Morris,PG,1.54%,26.5
79,1368250781,SportsWiseGuy,0,304.75,UTIL Karl-Anthony Towns SG Donovan Mitchell C Rudy Gobert G Jeff Teague PF Derrick Favors SF Royce O'Neale PG Tyus Jones F Iman Shumpert,,Georges Niang,UTIL,1.54%,-0.5
80,1366652804,carmen23ny,0,304.5,C Karl-Anthony Towns SG DeMar DeRozan PF Julius Randle G Buddy Hield PG Dennis Schroder SF Evan Fournier F Jae Crowder UTIL Royce O'Neale,,Khem Birch,PF,1.20%,26
81,1367235848,ragingphilip,0,304,PG Russell Westbrook UTIL Karl-Anthony Towns G Kemba Walker F Nicolas Batum SG Dennis Schroder PF Richaun Holmes SF Marco Belinelli C Pau Gasol,,Chandler Hutchison,F,1.20%,23.75
81,1367504821,Chavalue3,0,304,PF Anthony Davis C Karl-Anthony Towns G Joe Ingles F Derrick Favors SG Nicolas Batum PG Dennis Schroder SF Royce O'Neale UTIL Malik Monk,,Marvin Williams,F,1.20%,23.5
81,1368170262,cameronjohnson,0,304,UTIL Karl-Anthony Towns PG Donovan Mitchell G Jamal Murray F Joe Ingles PF Jerami Grant SG Dennis Schroder C Guillermo Hernangómez SF Royce O'Neale,,Terry Rozier,G,1.03%,6.25
81,1368235914,Spazull,0,304,PF Anthony Davis C Karl-Anthony Towns G Joe Ingles F Derrick Favors UTIL Nicolas Batum SG Dennis Schroder SF Royce O'Neale PG Malik Monk,,Michael Kidd-Gilchrist,PF,1.03%,27
85,1366290165,gilldafish.wy,0,303.75,PF Anthony Davis C Karl-Anthony Towns UTIL Jeff Teague SF Gordon Hayward SG Evan Fournier G Kelly Oubre Jr. PG Tyus Jones F Marco Belinelli,,Dario Saric,PF,1.03%,19.5
86,1367087123,totoroll33,0,303.5,C Karl-Anthony Towns PG Donovan Mitchell UTIL Willie Cauley-Stein SG Joe Ingles PF Josh Jackson F Jerami Grant SF Royce O'Neale G Patty Mills,,Mikal Bridges,G,0.86%,16.25
87,1368196914,bjjball44,0,303,C Karl-Anthony Towns UTIL Donovan Mitchell G Kemba Walker PF Paul Millsap F Derrick Favors PG Malik Beasley SF Royce O'Neale SG Malik Monk,,Darius Miller,UTIL,0.86%,7.75
87,1368214618,jwash2,0,303,C Anthony Davis SG Jrue Holiday UTIL Deandre Ayton PF Marcus Morris PG Elfrid Payton F Kelly Oubre Jr. SF Royce O'Neale G Patty Mills,,Jonathon Simmons,SG,0.86%,0
89,1367382285,Kobe4MVP,0,302.75,UTIL Karl-Anthony Towns PF LaMarcus Aldridge PG Kris Dunn F Lauri Markkanen C Al Horford G Jeremy Lamb SG Evan Fournier SF Royce O'Neale,,Marcus Smart,PG,0.86%,16.25
89,1368155244,potodds3,0,302.75,F Anthony Davis C Karl-Anthony Towns G Jeff Teague PF Derrick Favors PG Dennis Schroder SG Josh Okogie SF Royce O'Neale UTIL Tyus Jones,,Nemanja Bjelica,PF,0.69%,11.5
91,1368152593,LorenzoStax,0,302.5,UTIL Karl-Anthony Towns C Nikola Vucevic F Buddy Hield PF Lauri Markkanen G Jeremy Lamb PG Dennis Schroder SG Evan Fournier SF Royce O'Neale,,Grayson Allen,SG,0.69%,10.25
91,1368285085,Bella0219,0,302.5,SG Donovan Mitchell G Kemba Walker C Rudy Gobert SF Joe Ingles PG Elfrid Payton PF Dario Saric F Kelly Oubre Jr. UTIL Bismack Biyombo,,Gordon Hayward,SF,0.51%,15
93,1368296229,jutter02,0,302.25,PF Anthony Davis C Karl-Anthony Towns F Josh Jackson G Elfrid Payton SG Jeremy Lamb SF Royce O'Neale UTIL Richaun Holmes PG Tyus Jones,,Elie Okobo,UTIL,0.51%,19.75
94,1367743592,Jrakes1,0,301.5,C Anthony Davis UTIL Donovan Mitchell PG Jeff Teague PF Josh Jackson G Dennis Schroder SF Kelly Oubre Jr. SG Bryn Forbes F Royce O'Neale,,Miles Bridges,UTIL,0.51%,11
95,1368270080,percycook86,0,301,PF Anthony Davis PG Donovan Mitchell SG Andrew Wiggins SF Joe Ingles C Derrick Favors G Kelly Oubre Jr. F Royce O'Neale UTIL Marco Belinelli,,Daniel Theis,UTIL,0.51%,9.25
96,1366398015,mgelfand530,0,300.75,PF Anthony Davis C Karl-Anthony Towns UTIL Joe Ingles G De'Anthony Melton SG Dennis Schroder SF Evan Fournier PG Bryn Forbes F Richaun Holmes,,Wayne Selden Jr.,SG,0.51%,17.25
96,1366875460,GigoloBloodline,0,300.75,SG Donovan Mitchell C Rudy Gobert G Jrue Holiday PG Jeff Teague F Joe Ingles PF Jae Crowder UTIL Kelly Oubre Jr. SF Royce O'Neale,,Derrick Rose,G,0.34%,0
96,1367938681,mdeak311,0,300.75,C Karl-Anthony Towns SG Donovan Mitchell UTIL Rudy Gobert PG Jeff Teague F Joe Ingles SF Royce O'Neale G Tyus Jones PF Gorgui Dieng,,Jabari Parker,UTIL,0.34%,21.75
99,1366925613,spider86,0,300.5,C Karl-Anthony Towns UTIL Kemba Walker G Jrue Holiday F Buddy Hield PG Dennis Schroder SF Evan Fournier SG Bryn Forbes PF Jonathan Isaac,,Yogi Ferrell,G,0.34%,12.5
99,1368230567,JimmyMorgan,0,300.5,C Karl-Anthony Towns PG Kemba Walker SG Jrue Holiday UTIL Willie Cauley-Stein G Jeremy Lamb SF Royce O'Neale PF Richaun Holmes F Harry Giles,,Anthony Tolliver,F,0.17%,2.25
101,1368224915,smelfi89,0,300.25,PG Donovan Mitchell C Rudy Gobert UTIL Deandre Ayton PF Aaron Gordon G Joe Ingles F Derrick Favors SF Nicolas Batum SG Patty Mills,,Robin Lopez,C,0.17%,14
102,1367813762,cbuck22,0,299.75,C Karl-Anthony Towns SG Donovan Mitchell PG Kemba Walker UTIL Joe Ingles PF Derrick Favors F Taj Gibson SF Royce O'Neale G Tyus Jones,,Juancho Hernangómez,F,0.17%,2.25
102,1368106093,Geography,0,299.75,C Karl-Anthony Towns UTIL Paul George G Jrue Holiday F Buddy Hield PG Dennis Schroder SG Evan Fournier SF Royce O'Neale PF Georges Niang,,Ryan Arcidiacono,G,0.17%,10
102,1368157429,bluesguy156,0,299.75,C Karl-Anthony Towns UTIL Paul George G Jrue Holiday F Buddy Hield PG Dennis Schroder SG Evan Fournier SF Royce O'Neale PF Georges Niang,,Troy Daniels,UTIL,0.17%,4.75
105,1366421795,Dscott2534,0,299.5,G Russell Westbrook C Karl-Anthony Towns F Buddy Hield PF Derrick Favors PG Dennis Schroder UTIL Malik Beasley SF Royce O'Neale SG Devonte' Graham,,Jahlil Okafor,UTIL,0.17%,0
105,1366986051,34puck,0,299.5,PG Russell Westbrook G Kemba Walker UTIL Aaron Gordon PF Josh Jackson SG Jeremy Lamb SF Kelly Oubre Jr. F Royce O'Neale C Richaun Holmes,,Kosta Koufos,PF,0.17%,0
105,1366999391,Buckingham21,0,299.5,PF Anthony Davis G Donovan Mitchell PG Kemba Walker UTIL Derrick Favors F Kelly Oubre Jr. SF Terrence Ross C Richaun Holmes SG Malik Monk,,,
108,1367305948,youdacao,0,298.5,G Russell Westbrook UTIL Karl-Anthony Towns C Steven Adams PF Derrick Favors PG Dennis Schroder SF Josh Okogie F Royce O'Neale SG Malik Monk,,,
108,1368202470,tootallslim21,0,298.5,PF Anthony Davis C Karl-Anthony Towns G Donovan Mitchell SG Dennis Schroder UTIL Guillermo Hernangómez F Royce O'Neale PG Tyus Jones SF Jonathon Simmons,,,
108,1368272888,evananna1,0,298.5,PF Anthony Davis C Karl-Anthony Towns G Donovan Mitchell SG Dennis Schroder UTIL Guillermo Hernangómez F Royce O'Neale PG Tyus Jones SF Jonathon Simmons,,,
111,1368200713,Vargas2015,0,298.25,PF Anthony Davis UTIL Donovan Mitchell PG Jeff Teague C Al Horford G Jeremy Lamb SG Kelly Oubre Jr. SF Royce O'Neale F Richaun Holmes,,,
111,1368282872,Agtorres35,0,298.25,PF Anthony Davis PG Donovan Mitchell C Rudy Gobert G De'Anthony Melton SF Kelly Oubre Jr. UTIL Malik Beasley F Taj Gibson SG Devonte' Graham,,,
113,1368293585,Bobchin50,0,298,PF Anthony Davis SG Donovan Mitchell PG Kris Dunn G Zach LaVine F Joe Ingles UTIL Kelly Oubre Jr. SF Royce O'Neale C Pau Gasol,,,
114,1366842492,TallRedGourmet,0,297.75,PF Anthony Davis C Rudy Gobert UTIL Jeff Teague F Josh Jackson PG Dennis Schroder G Kelly Oubre Jr. SG Bryn Forbes SF Royce O'Neale,,,
