Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
31,1366650909,nshort2104,0,320.25,C Karl-Anthony Towns G Kemba Walker UTIL Rudy Gobert F Joe Ingles PF Derrick Favors SG Dennis Schroder SF Royce O'Neale PG Tyus Jones,,Josh Okogie,SG,5.11%,28.25
31,1366800485,bobapalooza,0,320.25,C Karl-Anthony Towns G Kemba Walker UTIL Rudy Gobert F Joe Ingles PF Derrick Favors SG Dennis Schroder SF Royce O'Neale PG Tyus Jones,,Pau Gasol,C,5.01%,9
31,1366940728,tucknasty2111,0,320.25,C Karl-Anthony Towns G Kemba Walker UTIL Rudy Gobert F Joe Ingles PF Derrick Favors SG Dennis Schroder SF Royce O'Neale PG Tyus Jones,,Aaron Gordon,SF,4.35%,47
31,1366950480,curry_burrito,0,320.25,C Karl-Anthony Towns PG Donovan Mitchell UTIL Rudy Gobert F Joe Ingles PF Derrick Favors SG Dennis Schroder SF Royce O'Neale G Malik Monk,,Davis Bertans,SF,3.81%,24
31,1367105052,Rynosaur87,0,320.25,C Karl-Anthony Towns G Kemba Walker UTIL Rudy Gobert F Joe Ingles PF Derrick Favors SG Dennis Schroder SF Royce O'Neale PG Tyus Jones,,Nikola Jokic,C,3.70%,44.5
31,1367213594,srn828,0,320.25,C Karl-Anthony Towns G Kemba Walker UTIL Rudy Gobert F Joe Ingles PF Derrick Favors SG Dennis Schroder SF Royce O'Neale PG Tyus Jones,,Jrue Holiday,SG,3.48%,45.5
31,1367235055,timmy_exline,0,320.25,C Karl-Anthony Towns G Kemba Walker UTIL Rudy Gobert F Joe Ingles PF Derrick Favors SG Dennis Schroder SF Royce O'Neale PG Tyus Jones,,Jamal Murray,UTIL,3.37%,35.75
31,1367300648,yaopete,0,320.25,C Karl-Anthony Towns G Kemba Walker UTIL Rudy Gobert F Joe Ingles PF Derrick Favors SG Dennis Schroder SF Royce O'Neale PG Tyus Jones,,Jerami Grant,PF,3.26%,26.5
31,1367524970,coon1356,0,320.25,C Karl-Anthony Towns G Kemba Walker UTIL Rudy Gobert F Joe Ingles PF Derrick Favors SG Dennis Schroder SF Royce O'Neale PG Tyus Jones,,Derrick White,SG,3.05%,27.25
31,1368080319,jalesik,0,320.25,C Karl-Anthony Towns G Kemba Walker UTIL Rudy Gobert F Joe Ingles PF Derrick Favors SG Dennis Schroder SF Royce O'Neale PG Tyus Jones,,E'Twaun Moore,SF,2.94%,11.75
31,1368260189,CJdaWarchild,0,320.25,C Karl-Anthony Towns G Kemba Walker UTIL Rudy Gobert F Joe Ingles PF Derrick Favors SG Dennis Schroder SF Royce O'Neale PG Tyus Jones,,Nicolas Batum,F,2.94%,37.5
31,1368310015,METALFEETDOOM,0,320.25,C Karl-Anthony Towns G Kemba Walker UTIL Rudy Gobert F Joe Ingles PF Derrick Favors SG Dennis Schroder SF Royce O'Neale PG Tyus Jones,,Julius Randle,C,2.61%,40.75
50,1366783419,kthom0722,0,319,C Karl-Anthony Towns G Kemba Walker UTIL Rudy Gobert F Buddy Hield PG Dennis Schroder SG Evan Fournier SF Royce O'Neale PF Jonathan Isaac,,Jonathan Isaac,SF,2.61%,16.5
51,1367590052,jberk856,0,318.75,PG Russell Westbrook C Rudy Gobert SF Aaron Gordon F Jeremy Lamb PF Derrick Favors SG Dennis Schroder G Kelly Oubre Jr. UTIL Royce O'Neale,,Al Horford,PF,2.18%,40.25
51,1367942215,cmason,0,318.75,C Anthony Davis UTIL Karl-Anthony Towns PG Elfrid Payton SG Jeremy Lamb PF Derrick Favors G Kelly Oubre Jr. SF Royce O'Neale F Davis Bertans,,Iman Shumpert,G,1.74%,13.75
53,1368123338,TheDFSWizard,0,318.25,C Karl-Anthony Towns PF Paul George UTIL Deandre Ayton G Joe Ingles F Derrick Favors SG Dennis Schroder SF Royce O'Neale PG Tyus Jones,,Torrey Craig,SG,1.74%,13.75
54,1366360120,medicine,0,318,C Karl-Anthony Towns G Donovan Mitchell UTIL Rudy Gobert SG Joe Ingles F Derrick Favors PF Jae Crowder SF Royce O'Neale PG Tyus Jones,,Terrence Ross,SG,1.63%,37
54,1367528491,Sydemer24,0,318,C Karl-Anthony Towns PG Donovan Mitchell UTIL Rudy Gobert SG Joe Ingles F Derrick Favors PF Jae Crowder SF Royce O'Neale G Tyus Jones,,Steven Adams,C,1.52%,32.25
54,1367711676,PRPLXD,0,318,C Karl-Anthony Towns PG Donovan Mitchell UTIL Rudy Gobert SG Joe Ingles F Derrick Favors PF Jae Crowder SF Royce O'Neale G Tyus Jones,,Mason Plumlee,F,1.41%,21.5
57,1366544968,Lakerman1982,0,317.25,C Karl-Anthony Towns UTIL Rudy Gobert SF Aaron Gordon G Zach LaVine SG Joe Ingles PF Derrick Favors PG Bryn Forbes F Royce O'Neale,,De'Aaron Fox,G,1.41%,45.25
57,1366641807,fraz44,0,317.25,C Karl-Anthony Towns PG Kemba Walker UTIL Rudy Gobert SF Buddy Hield PF Derrick Favors SG Josh Okogie F Royce O'Neale G Tyus Jones,,Jonathon Simmons,SF,1.41%,0
57,1367923782,ChuckESleeze,0,317.25,C Karl-Anthony Towns UTIL Rudy Gobert SF Aaron Gordon G Zach LaVine SG Joe Ingles PF Derrick Favors PG Bryn Forbes F Royce O'Neale,,Gorgui Dieng,UTIL,1.31%,8.5
57,1367943709,freakofnature002,0,317.25,C Karl-Anthony Towns UTIL Rudy Gobert SF Aaron Gordon G Zach LaVine SG Joe Ingles PF Derrick Favors PG Bryn Forbes F Royce O'Neale,,T.J. Warren,SF,1.31%,25
61,1366387058,mocityhog,0,316.75,PF Anthony Davis C Karl-Anthony Towns G Joe Ingles F Derrick Favors PG Dennis Schroder SG Kelly Oubre Jr. UTIL Guillermo Hernangómez SF Royce O'Neale,,Marcus Morris,SF,1.20%,30
61,1366563360,CMalaspina,0,316.75,PF Anthony Davis C Karl-Anthony Towns G Joe Ingles F Derrick Favors PG Dennis Schroder SG Kelly Oubre Jr. UTIL Guillermo Hernangómez SF Royce O'Neale,,Kyrie Irving,PG,1.20%,45.75
61,1366625433,citybound4life,0,316.75,PF Anthony Davis C Karl-Anthony Towns G Joe Ingles F Derrick Favors PG Dennis Schroder SG Kelly Oubre Jr. UTIL Guillermo Hernangómez SF Royce O'Neale,,Bismack Biyombo,C,1.09%,27.5
61,1367376955,MacLou9,0,316.75,PF Anthony Davis C Karl-Anthony Towns G Joe Ingles F Derrick Favors PG Dennis Schroder SG Kelly Oubre Jr. UTIL Guillermo Hernangómez SF Royce O'Neale,,Harry Giles,PF,1.09%,17.5
61,1368096920,tatbro3485,0,316.75,PF Anthony Davis C Karl-Anthony Towns G Joe Ingles F Derrick Favors PG Dennis Schroder SG Kelly Oubre Jr. UTIL Guillermo Hernangómez SF Royce O'Neale,,Kyle Korver,SF,1.09%,28.25
61,1368171268,texasex,0,316.75,C Anthony Davis PG Donovan Mitchell UTIL Rudy Gobert PF Derrick Favors F Jae Crowder SG Kelly Oubre Jr. SF Royce O'Neale G Marco Belinelli,,Nikola Mirotic,PF,1.09%,23
61,1368192704,crayzboutsprad,0,316.75,PF Anthony Davis C Karl-Anthony Towns G Joe Ingles F Derrick Favors PG Dennis Schroder SG Kelly Oubre Jr. UTIL Guillermo Hernangómez SF Royce O'Neale,,Bobby Portis,F,0.98%,0
68,1368175169,govlady,0,316.25,C Karl-Anthony Towns G Kemba Walker PF Julius Randle F Joe Ingles UTIL Bogdan Bogdanovic SG Dennis Schroder SF Royce O'Neale PG Tyus Jones,,Paul Millsap,PF,0.98%,33.25
68,1368252330,doubled8206,0,316.25,C Anthony Davis SG Donovan Mitchell UTIL Rudy Gobert PF Derrick Favors G Kelly Oubre Jr. PG Bryn Forbes SF Royce O'Neale F Richaun Holmes,,Jayson Tatum,F,0.87%,28.5
70,1367376076,moklovin,0,316,C Karl-Anthony Towns SF Paul George UTIL Kemba Walker PF Derrick Favors G Dennis Schroder SG Evan Fournier F Royce O'Neale PG Tyus Jones,,Devonte' Graham,UTIL,0.87%,17.25
70,1367569860,antonino_derosa,0,316,C Karl-Anthony Towns PF Paul George G Kemba Walker UTIL Derrick Favors SG Dennis Schroder SF Evan Fournier F Royce O'Neale PG Tyus Jones,,Terrance Ferguson,G,0.87%,17.5
70,1367611050,I_See_Blue,0,316,PF Anthony Davis C Karl-Anthony Towns SG Donovan Mitchell PG Malik Beasley SF Royce O'Neale UTIL Mikal Bridges F Richaun Holmes G Tyus Jones,,Deandre Ayton,UTIL,0.87%,45.75
73,1367215361,trap4,0,315.5,F Anthony Davis C Karl-Anthony Towns G Joe Ingles PF Al Horford PG Dennis Schroder SG Kelly Oubre Jr. UTIL Guillermo Hernangómez SF Jonathan Isaac,,D.J. Augustin,G,0.76%,10
74,1366431795,carlosgee16,0,315.25,C Karl-Anthony Towns UTIL Nikola Vucevic PF Julius Randle SG Buddy Hield F Derrick Favors G Dennis Schroder SF Royce O'Neale PG Tyus Jones,,Kris Dunn,UTIL,0.76%,33.75
74,1366713747,bmblair,0,315.25,C Karl-Anthony Towns SG Donovan Mitchell UTIL Willie Cauley-Stein PF Paul Millsap G Joe Ingles F Jae Crowder SF Royce O'Neale PG Tyus Jones,,Georges Niang,PF,0.65%,-0.5
74,1366726130,Blackout_xXii,0,315.25,C Karl-Anthony Towns UTIL Nikola Vucevic PF Julius Randle SG Buddy Hield F Derrick Favors G Dennis Schroder SF Royce O'Neale PG Tyus Jones,,Wendell Carter Jr.,F,0.65%,24
74,1367303314,baldcartman,0,315.25,C Karl-Anthony Towns SG DeMar DeRozan PG Jeff Teague G Zach LaVine PF Al Horford F Derrick Favors SF Kelly Oubre Jr. UTIL Royce O'Neale,,Darius Miller,F,0.65%,7.75
74,1367455254,Nubbs519,0,315.25,C Karl-Anthony Towns UTIL Nikola Vucevic PF Julius Randle SG Buddy Hield F Derrick Favors G Dennis Schroder SF Royce O'Neale PG Tyus Jones,,Jaylen Brown,SG,0.54%,18
74,1367832695,cantbstopped5deuce,0,315.25,C Karl-Anthony Towns UTIL Nikola Vucevic PF Julius Randle SG Buddy Hield F Derrick Favors PG Dennis Schroder SF Royce O'Neale G Tyus Jones,,Marvin Williams,F,0.54%,23.5
74,1368089857,JoePooch,0,315.25,C Karl-Anthony Towns UTIL Nikola Vucevic PF Julius Randle SG Buddy Hield F Derrick Favors G Dennis Schroder SF Royce O'Neale PG Tyus Jones,,Marvin Bagley III,UTIL,0.54%,28.75
74,1368176707,theromestar,0,315.25,C Karl-Anthony Towns UTIL Nikola Vucevic PF Julius Randle SG Buddy Hield F Derrick Favors G Dennis Schroder SF Royce O'Neale PG Tyus Jones,,Juancho Hernangómez,UTIL,0.54%,2.25
82,1366206003,steve1313,0,315,PG Russell Westbrook C Karl-Anthony Towns SG Buddy Hield G Dennis Schroder PF Jae Crowder F Kelly Oubre Jr. SF E'Twaun Moore UTIL Royce O'Neale,,Elie Okobo,G,0.44%,19.75
82,1366731035,mzarogoza,0,315,C Karl-Anthony Towns PF Paul George G Kemba Walker PG Elfrid Payton UTIL De'Anthony Melton SG Kelly Oubre Jr. SF Royce O'Neale F Darius Miller,,Chandler Hutchison,UTIL,0.44%,23.75
84,1366322291,CZYX,0,314.75,C Karl-Anthony Towns UTIL Kemba Walker G De'Aaron Fox SF Josh Jackson PF Derrick Favors PG Dennis Schroder SG Malik Beasley F Royce O'Neale,,Mikal Bridges,SG,0.44%,16.25
84,1366730452,Makisupa,0,314.75,C Karl-Anthony Towns G Kemba Walker UTIL Rudy Gobert F Jeremy Lamb PF Derrick Favors PG Dennis Schroder SG Josh Okogie SF Royce O'Neale,,Terry Rozier,SG,0.44%,6.25
84,1366941553,mst.john74,0,314.75,PF Anthony Davis C Karl-Anthony Towns G Joe Ingles F Al Horford UTIL Jae Crowder SG Kelly Oubre Jr. SF Royce O'Neale PG Patty Mills,,Marcus Smart,G,0.44%,16.25
84,1368231340,Boneys2000,0,314.75,PF Anthony Davis C Karl-Anthony Towns G Joe Ingles F Al Horford UTIL Jae Crowder SG Kelly Oubre Jr. SF Royce O'Neale PG Patty Mills,,Michael Kidd-Gilchrist,UTIL,0.33%,27
84,1368264035,MENIBU,0,314.75,PF Anthony Davis G Donovan Mitchell C Willie Cauley-Stein PG Elfrid Payton UTIL Derrick Favors SG Kelly Oubre Jr. SF Royce O'Neale F Richaun Holmes,,Dario Saric,PF,0.33%,19.5
89,1366440339,echOgaming,0,314.5,C Karl-Anthony Towns G DeMar DeRozan UTIL Rudy Gobert F Joe Ingles PF Derrick Favors SG Dennis Schroder SF Royce O'Neale PG Tyus Jones,,Derrick Rose,SG,0.33%,0
89,1367312779,vandebce,0,314.5,F Anthony Davis C Karl-Anthony Towns PG Jeff Teague PF Josh Jackson UTIL Kelly Oubre Jr. SG Bryn Forbes SF Royce O'Neale G Marco Belinelli,,Frank Jackson,PG,0.22%,10.5
91,1366693086,daybreak,0,314.25,PF Anthony Davis C Karl-Anthony Towns G Zach LaVine UTIL Josh Jackson PG Dennis Schroder F Jae Crowder SF Royce O'Neale SG Marco Belinelli,,Yogi Ferrell,G,0.22%,12.5
92,1367724373,Atticus577,0,313.5,F Anthony Davis PG Donovan Mitchell C Rudy Gobert UTIL Josh Jackson SG Kelly Oubre Jr. SF Royce O'Neale PF Richaun Holmes G Patty Mills,,Monte Morris,PG,0.22%,26.5
92,1368223192,dwalke16,0,313.5,C Anthony Davis SG Donovan Mitchell G Joe Ingles UTIL Josh Jackson PF Derrick Favors PG Dennis Schroder F Kelly Oubre Jr. SF Royce O'Neale,,Gary Harris,G,0.22%,0
94,1366735916,bigbfarro,0,313.25,C Anthony Davis UTIL Rudy Gobert SG Joe Ingles SF Josh Jackson PF Al Horford G Kelly Oubre Jr. PG Malik Beasley F Royce O'Neale,,Khem Birch,PF,0.22%,26
95,1366265937,and1jsheng,0,312.5,PF Anthony Davis C Karl-Anthony Towns G Joe Ingles UTIL Derrick Favors F Jae Crowder SG Kelly Oubre Jr. PG Malik Beasley SF Royce O'Neale,,Nemanja Bjelica,PF,0.11%,11.5
95,1368292654,mammen,0,312.5,UTIL Karl-Anthony Towns SG Donovan Mitchell C Willie Cauley-Stein F Marcus Morris PF Josh Jackson PG De'Anthony Melton G Torrey Craig SF Royce O'Neale,,Justin Jackson,PF,0.11%,3.75
97,1366721615,codfisher,0,312.25,F Anthony Davis C Karl-Anthony Towns PG Jeff Teague UTIL Josh Jackson G Dennis Schroder SG Kelly Oubre Jr. SF Royce O'Neale PF Gorgui Dieng,,Miles Bridges,F,0.11%,11
98,1366737773,brohmer,0,311.75,C Karl-Anthony Towns G Donovan Mitchell UTIL Rudy Gobert F Joe Ingles PG Elfrid Payton SG E'Twaun Moore SF Royce O'Neale PF Davis Bertans,,Shaquille Harrison,G,0.11%,11.75
99,1367781792,Gierczy7,0,311,PF Anthony Davis C Karl-Anthony Towns G Joe Ingles F Josh Jackson PG Derrick White SG Kelly Oubre Jr. SF Royce O'Neale UTIL Pau Gasol,,Daniel Theis,F,0.11%,9.25
100,1366513312,michael203,0,310.75,C Karl-Anthony Towns F Paul George G Jrue Holiday UTIL Buddy Hield SG Dennis Schroder SF Josh Okogie PG Tyus Jones PF Jonathan Isaac,,Jahlil Okafor,UTIL,0.11%,0
100,1367330257,FeastBeast,0,310.75,C Karl-Anthony Towns UTIL Paul George G Jrue Holiday SF Buddy Hield SG Dennis Schroder F Josh Okogie PG Tyus Jones PF Jonathan Isaac,,Will Barton,SG,0.11%,16.75
102,1367093647,lorenz_123,0,310.5,C Anthony Davis PG Donovan Mitchell G Zach LaVine SF Joe Ingles UTIL Josh Jackson SG Kelly Oubre Jr. F Royce O'Neale PF Richaun Holmes,,Jakob Poeltl,C,0.11%,22
102,1367441471,jputt22,0,310.5,G Donovan Mitchell C Rudy Gobert SG Andrew Wiggins PG Jeff Teague PF Josh Jackson UTIL Al Horford SF Kelly Oubre Jr. F Royce O'Neale,,,
102,1368309872,LukeGags,0,310.5,PF Anthony Davis C Karl-Anthony Towns G Jrue Holiday F Derrick Favors SG Josh Okogie SF Royce O'Neale PG Tyus Jones UTIL Devonte' Graham,,,
105,1368213892,dookdog,0,310.25,G Russell Westbrook C Karl-Anthony Towns PF Aaron Gordon PG Dennis Schroder SF Evan Fournier SG Bryn Forbes UTIL E'Twaun Moore F Royce O'Neale,,,
106,1368281661,baldsta46,0,310,PF Anthony Davis PG Donovan Mitchell C Willie Cauley-Stein UTIL Josh Jackson F Jae Crowder G Kelly Oubre Jr. SG Malik Beasley SF Royce O'Neale,,,
107,1368157125,jeepasaurus,0,309.75,PF Anthony Davis C Karl-Anthony Towns SF Buddy Hield UTIL Derrick Favors SG Dennis Schroder G Bryn Forbes F Royce O'Neale PG Tyus Jones,,,
108,1366244147,bostoneagle5,0,309.25,C Karl-Anthony Towns UTIL Rudy Gobert SF Joe Ingles PG Elfrid Payton G Jeremy Lamb F Marvin Williams PF Derrick Favors SG Kelly Oubre Jr.,,,
109,1366856942,bluedevil72,0,309,PG Russell Westbrook C Karl-Anthony Towns F Buddy Hield G Dennis Schroder SF Evan Fournier SG Kelly Oubre Jr. UTIL Guillermo Hernangómez PF Jonathan Isaac,,,
110,1367778954,RedRattlers,0,307.25,PF Anthony Davis C Karl-Anthony Towns PG Kemba Walker SG Dennis Schroder F Josh Okogie SF Royce O'Neale G Tyus Jones UTIL Darius Miller,,,
110,1367845519,ghostspider74,0,307.25,C Karl-Anthony Towns UTIL Kemba Walker G Jrue Holiday SG Buddy Hield PF Derrick Favors PG Dennis Schroder SF Royce O'Neale F Jonathan Isaac,,,
112,1368192996,insuremiami,0,307,PF Anthony Davis C Karl-Anthony Towns PG Donovan Mitchell F Jae Crowder G Josh Okogie SF Royce O'Neale SG Patty Mills UTIL Marco Belinelli,,,
113,1367543314,BigJobby,0,306.75,PF Anthony Davis C Karl-Anthony Towns PG Jeff Teague F Josh Jackson G Dennis Schroder SG Josh Okogie SF Royce O'Neale UTIL Marco Belinelli,,,
113,1367552323,BaySide408,0,306.75,C Karl-Anthony Towns UTIL Rudy Gobert F LaMarcus Aldridge PG Jeff Teague G Kelly Oubre Jr. SG Malik Beasley PF Taj Gibson SF Royce O'Neale,,,
115,1368210815,gbc2012,0,306.5,PF Anthony Davis PG Kemba Walker F Joe Ingles C Al Horford UTIL Derrick Favors G Dennis Schroder SG Kelly Oubre Jr. SF Royce O'Neale,,,
