Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
16,1368206063,rfugaj23,0,329,UTIL Karl-Anthony Towns SG Jrue Holiday PG Jeff Teague F Aaron Gordon G Zach LaVine C Marvin Bagley III SF Kelly Oubre Jr. PF Richaun Holmes,,Evan Fournier,SF,18.50%,30.25
17,1366994221,amarr64,0,328.5,C Karl-Anthony Towns G Kemba Walker SG Buddy Hield SF Aaron Gordon PF Josh Jackson PG Dennis Schroder F Kelly Oubre Jr. UTIL Guillermo Hernangómez,,Russell Westbrook,PG,18.13%,51
18,1366224740,EmileHeskey (14/16),0,327,PF Anthony Davis C Karl-Anthony Towns F Paul Millsap G Zach LaVine SG Kelly Oubre Jr. SF Josh Okogie UTIL Royce O'Neale PG Malik Monk,,Nikola Vucevic,C,16.45%,39.25
19,1366455656,ThatStunna (4/5),0,326.75,UTIL Karl-Anthony Towns SF Paul George C Nikola Vucevic PG Dennis Schroder SG Evan Fournier PF Jae Crowder F Kelly Oubre Jr. G Marco Belinelli,,Pau Gasol,C,16.45%,9
20,1366224738,EmileHeskey (12/16),0,326.5,C Anthony Davis PF Paul George UTIL Rudy Gobert PG Dennis Schroder G Kelly Oubre Jr. SG Josh Okogie F Royce O'Neale SF Marco Belinelli,,Josh Jackson,SF,13.46%,31
20,1367726995,shawnzhan (1/16),0,326.5,UTIL Karl-Anthony Towns C Nikola Vucevic G Kris Dunn F Lauri Markkanen PF Derrick Favors PG Dennis Schroder SG Evan Fournier SF Kelly Oubre Jr.,,Taj Gibson,PF,13.46%,13
22,1368242428,Allstar4life (2/2),0,324.5,PF Anthony Davis C Karl-Anthony Towns G Jamal Murray F Josh Jackson SG Kelly Oubre Jr. SF Royce O'Neale PG Malik Monk UTIL Marco Belinelli,,Malik Monk,G,13.46%,13
23,1366280204,giantsquid (1/5),0,322.5,C Karl-Anthony Towns UTIL Nikola Vucevic G Buddy Hield F Aaron Gordon PF Derrick Favors PG Dennis Schroder SG Evan Fournier SF Royce O'Neale,,Elfrid Payton,G,13.08%,30.75
23,1367610517,papagates (11/16),0,322.5,C Karl-Anthony Towns SF Paul George UTIL Rudy Gobert PF Derrick Favors PG Dennis Schroder G Malik Beasley SG Josh Okogie F Royce O'Neale,,Rudy Gobert,UTIL,12.52%,51.75
25,1368312364,golferdude31 (5/11),0,320.5,C Karl-Anthony Towns UTIL Rudy Gobert PG De'Aaron Fox G Jamal Murray SF Jae Crowder SG Kelly Oubre Jr. PF Richaun Holmes F Iman Shumpert,,Paul George,PF,12.15%,43.25
26,1366958397,Vandriver69,0,320.25,C Karl-Anthony Towns G Kemba Walker UTIL Rudy Gobert F Joe Ingles PF Derrick Favors SG Dennis Schroder SF Royce O'Neale PG Tyus Jones,,Aaron Gordon,PF,11.40%,47
26,1366959989,curry_burrito,0,320.25,C Karl-Anthony Towns PG Donovan Mitchell UTIL Rudy Gobert F Joe Ingles PF Derrick Favors SG Dennis Schroder SF Royce O'Neale G Malik Monk,,Buddy Hield,F,11.21%,32
26,1367478295,moklovin (3/3),0,320.25,C Karl-Anthony Towns G Kemba Walker UTIL Rudy Gobert F Buddy Hield SG Dennis Schroder PF Jae Crowder SF Royce O'Neale PG Tyus Jones,,DeMar DeRozan,SG,10.28%,33.5
26,1367753489,rwalkersc (2/2),0,320.25,PG Russell Westbrook UTIL Karl-Anthony Towns C Steven Adams G Jeremy Lamb SG Kelly Oubre Jr. SF Royce O'Neale PF Richaun Holmes F Marco Belinelli,,Andrew Wiggins,G,9.72%,28.75
30,1366563621,oldgregg415 (2/3),0,319.75,G Russell Westbrook SG Donovan Mitchell UTIL Deandre Ayton C Willie Cauley-Stein SF Kelly Oubre Jr. F Royce O'Neale PF Richaun Holmes PG Devonte' Graham,,Bryn Forbes,PG,9.53%,21
30,1367049588,mazwa (10/16),0,319.75,UTIL Karl-Anthony Towns C Nikola Vucevic PG Kemba Walker G Zach LaVine F Nicolas Batum SF Kelly Oubre Jr. PF Richaun Holmes SG Iman Shumpert,,Patty Mills,PG,9.16%,12
30,1368262412,maxwellsdad,0,319.75,PG Russell Westbrook C Karl-Anthony Towns G Joe Ingles PF Derrick Favors UTIL De'Anthony Melton SF Evan Fournier SG Kelly Oubre Jr. F Michael Kidd-Gilchrist,,Willie Cauley-Stein,UTIL,8.60%,40.5
33,1367610521,papagates (15/16),0,319.5,C Karl-Anthony Towns G Kemba Walker UTIL Rudy Gobert SF Aaron Gordon PG Dennis Schroder PF Taj Gibson SG Josh Okogie F Richaun Holmes,,Nicolas Batum,G,7.85%,37.5
34,1367363678,Awesemo (2/16),0,319,PF Anthony Davis UTIL Rudy Gobert C Steven Adams G Zach LaVine PG Dennis Schroder SG Evan Fournier F Kelly Oubre Jr. SF Marco Belinelli,,Tyus Jones,PG,7.66%,29.25
35,1368196770,mkestl2,0,318.25,C Karl-Anthony Towns G Donovan Mitchell SG Jamal Murray PG Jeff Teague PF Josh Jackson F Terrence Ross SF Royce O'Neale UTIL Tyus Jones,,Marco Belinelli,SF,7.29%,27
36,1366455654,ThatStunna (2/5),0,318,UTIL Karl-Anthony Towns C Nikola Vucevic G Kemba Walker PF Derrick Favors SG Evan Fournier F Kelly Oubre Jr. PG Malik Beasley SF Josh Okogie,,De'Anthony Melton,PG,7.29%,29.75
36,1368117132,cgiff91,0,318,PF Anthony Davis C Karl-Anthony Towns UTIL Nikola Vucevic SG Dennis Schroder G Kelly Oubre Jr. PG Terry Rozier SF Marco Belinelli F Chandler Hutchison,,Jrue Holiday,PG,7.10%,45.5
38,1367228879,cheddabisque (1/16),0,317,C Karl-Anthony Towns UTIL Kemba Walker PF Aaron Gordon G Zach LaVine F Jeremy Lamb PG Dennis Schroder SG Evan Fournier SF Josh Okogie,,Malik Beasley,SG,6.92%,25.25
39,1367363682,Awesemo (6/16),0,316.5,C Karl-Anthony Towns G Kemba Walker PF Aaron Gordon SF Jayson Tatum PG Derrick White UTIL Derrick Favors F Jae Crowder SG Kelly Oubre Jr.,,Derrick White,UTIL,6.92%,27.25
40,1368037432,mrssweets,0,316.25,C Karl-Anthony Towns SF Paul George F LaMarcus Aldridge G Nicolas Batum PG Dennis Schroder PF Jae Crowder SG Kelly Oubre Jr. UTIL Iman Shumpert,,Nikola Jokic,UTIL,6.92%,44.5
41,1366224736,EmileHeskey (10/16),0,316,C Karl-Anthony Towns SF Paul George PG Jrue Holiday UTIL Derrick Favors SG Evan Fournier F Kelly Oubre Jr. PF Taj Gibson G Josh Okogie,,Steven Adams,C,6.92%,32.25
41,1366280208,giantsquid (5/5),0,316,C Karl-Anthony Towns PG De'Aaron Fox UTIL Willie Cauley-Stein G Zach LaVine F Jeremy Lamb PF Derrick Favors SG Dennis Schroder SF Royce O'Neale,,Guillermo Hernangómez,UTIL,6.36%,11
41,1367478293,moklovin (1/3),0,316,C Karl-Anthony Towns SF Paul George UTIL Kemba Walker PF Derrick Favors G Dennis Schroder SG Evan Fournier F Royce O'Neale PG Tyus Jones,,Julius Randle,C,6.17%,40.75
44,1367902458,JmoFoShoSUCKA (1/2),0,315.75,C Karl-Anthony Towns UTIL Donovan Mitchell G Zach LaVine PF Josh Jackson PG Elfrid Payton SG Jeremy Lamb SF Evan Fournier F Royce O'Neale,,Lauri Markkanen,PF,5.79%,30.25
45,1368175674,tchure,0,315.25,C Anthony Davis UTIL Karl-Anthony Towns SF Andrew Wiggins PG Elfrid Payton SG Kelly Oubre Jr. F Royce O'Neale PF Richaun Holmes G Iman Shumpert,,LaMarcus Aldridge,C,5.79%,34.75
45,1368259997,atnorac,0,315.25,C Karl-Anthony Towns UTIL Nikola Vucevic PF Julius Randle SG Buddy Hield F Derrick Favors G Dennis Schroder SF Royce O'Neale PG Tyus Jones,,Jamal Murray,PG,5.23%,35.75
47,1366455657,ThatStunna (5/5),0,314.75,UTIL Karl-Anthony Towns SF Paul George G Kemba Walker PF Derrick Favors PG Dennis Schroder SG Evan Fournier F Kelly Oubre Jr. C Pau Gasol,,Jonathan Isaac,SF,4.86%,16.5
47,1366730444,Makisupa,0,314.75,C Karl-Anthony Towns G Kemba Walker UTIL Rudy Gobert F Jeremy Lamb PF Derrick Favors PG Dennis Schroder SG Josh Okogie SF Royce O'Neale,,Kris Dunn,UTIL,4.49%,33.75
49,1367610511,papagates (5/16),0,314.5,C Karl-Anthony Towns PF Paul George G Andrew Wiggins UTIL Zach LaVine PG Dennis Schroder SG Evan Fournier SF Josh Okogie F Royce O'Neale,,Jayson Tatum,SF,4.30%,28.5
50,1366043207,SlowQueen (3/9),0,314.25,C Karl-Anthony Towns G Kemba Walker UTIL Rudy Gobert F Wendell Carter Jr. PF Derrick Favors PG Dennis Schroder SG Malik Beasley SF Royce O'Neale,,Al Horford,PF,3.74%,40.25
50,1366224735,EmileHeskey (9/16),0,314.25,F Anthony Davis C Karl-Anthony Towns PG Jeff Teague G Nicolas Batum SG Kelly Oubre Jr. PF Taj Gibson SF Josh Okogie UTIL Royce O'Neale,,De'Aaron Fox,PG,3.74%,45.25
52,1366796017,petteytheft89 (15/16),0,314,UTIL Karl-Anthony Towns C Nikola Vucevic F Buddy Hield PF Aaron Gordon G Nicolas Batum SG Evan Fournier PG Bryn Forbes SF Josh Okogie,,Bogdan Bogdanovic,F,3.74%,31.75
52,1367344921,Kobe4MVP (12/16),0,314,C Karl-Anthony Towns PG Kemba Walker UTIL Steven Adams PF Aaron Gordon G Zach LaVine SG Dennis Schroder F Josh Okogie SF Jonathan Isaac,,Davis Bertans,PF,3.18%,24
54,1366156521,amishrifle028,0,311.5,C Karl-Anthony Towns G Andrew Wiggins PF Aaron Gordon SG Zach LaVine F Josh Jackson PG Elfrid Payton UTIL Derrick White SF Royce O'Neale,,Jerami Grant,PF,3.18%,26.5
55,1367235855,ragingphilip (4/16),0,311.25,PF Anthony Davis UTIL Karl-Anthony Towns PG Kemba Walker SG Dennis Schroder F Kelly Oubre Jr. SF Josh Okogie G Malik Monk C Pau Gasol,,Deandre Ayton,UTIL,3.18%,45.75
56,1366775273,CaliBadBoy,0,311,UTIL Karl-Anthony Towns C Nikola Vucevic G Jrue Holiday F Buddy Hield PF Derrick Favors SG Josh Okogie SF Royce O'Neale PG Tyus Jones,,Iman Shumpert,F,2.99%,13.75
56,1367054535,TomsDogs (2/2),0,311,UTIL Karl-Anthony Towns C Nikola Vucevic G Jrue Holiday F Buddy Hield PF Derrick Favors SG Josh Okogie SF Royce O'Neale PG Tyus Jones,,Marvin Williams,SF,2.62%,23.5
56,1367234312,pipolechap (2/4),0,311,UTIL Karl-Anthony Towns C Nikola Vucevic G Jrue Holiday F Buddy Hield PF Derrick Favors SG Josh Okogie SF Royce O'Neale PG Tyus Jones,,Bismack Biyombo,C,2.62%,27.5
56,1368126231,crazyivan24,0,311,UTIL Karl-Anthony Towns C Nikola Vucevic G Jrue Holiday F Buddy Hield PF Derrick Favors SG Josh Okogie SF Royce O'Neale PG Tyus Jones,,Mason Plumlee,PF,2.43%,21.5
60,1366796006,petteytheft89 (4/16),0,310.75,C Karl-Anthony Towns G Jeff Teague UTIL Buddy Hield PF Aaron Gordon F Lauri Markkanen SF Nicolas Batum PG Dennis Schroder SG Evan Fournier,,Harry Giles,PF,2.43%,17.5
60,1367727003,shawnzhan (9/16),0,310.75,C Karl-Anthony Towns G De'Aaron Fox UTIL Deandre Ayton F Buddy Hield PF Derrick Favors PG Dennis Schroder SF Jae Crowder SG Josh Okogie,,Terrence Ross,G,2.43%,37
62,1366043208,SlowQueen (4/9),0,310.5,C Karl-Anthony Towns UTIL Kemba Walker G Buddy Hield SF Josh Jackson PG Elfrid Payton PF Al Horford SG Malik Beasley F Royce O'Neale,,D.J. Augustin,UTIL,2.24%,10
62,1367860143,dsjonesy,0,310.5,C Anthony Davis PG Donovan Mitchell G Zach LaVine SG Joe Ingles UTIL Josh Jackson F Kelly Oubre Jr. SF Royce O'Neale PF Richaun Holmes,,Gorgui Dieng,F,2.24%,8.5
64,1368282381,bwhitey2,0,309,C Karl-Anthony Towns UTIL Rudy Gobert PG Jrue Holiday G Jamal Murray PF Jae Crowder SG Bryn Forbes SF Royce O'Neale F Richaun Holmes,,Marcus Morris,F,2.06%,30
65,1366446514,pianoclub (10/16),0,308.75,PG Russell Westbrook C Rudy Gobert G Zach LaVine PF Lauri Markkanen SG Derrick White F Kelly Oubre Jr. SF Josh Okogie UTIL Royce O'Neale,,Paul Millsap,F,1.87%,33.25
65,1367049583,mazwa (5/16),0,308.75,PF Anthony Davis UTIL Karl-Anthony Towns SF Aaron Gordon G Jeremy Lamb SG Nicolas Batum PG Dennis Schroder F Richaun Holmes C Pau Gasol,,Terrance Ferguson,UTIL,1.87%,17.5
65,1367363691,Awesemo (15/16),0,308.75,UTIL Karl-Anthony Towns PF LaMarcus Aldridge C Steven Adams G Kris Dunn SG Zach LaVine PG Dennis Schroder SF Evan Fournier F Marco Belinelli,,T.J. Warren,F,1.87%,25
68,1366796004,petteytheft89 (2/16),0,308.5,C Karl-Anthony Towns UTIL Kemba Walker F Buddy Hield G Zach LaVine SF Nicolas Batum PG Dennis Schroder SG Evan Fournier PF Jae Crowder,,Torrey Craig,SG,1.87%,13.75
68,1367727006,shawnzhan (12/16),0,308.5,C Karl-Anthony Towns UTIL Kemba Walker G Jeff Teague F Lauri Markkanen PF Derrick Favors PG Dennis Schroder SF Kelly Oubre Jr. SG Josh Okogie,,Bobby Portis,PF,1.50%,0
70,1368217150,komendera,0,308,C Anthony Davis UTIL Karl-Anthony Towns PG Jeff Teague G Elfrid Payton SG Kelly Oubre Jr. SF Royce O'Neale F Richaun Holmes PF Harry Giles,,Nikola Mirotic,UTIL,1.31%,23
71,1367727002,shawnzhan (8/16),0,307.5,C Karl-Anthony Towns UTIL De'Aaron Fox G Buddy Hield SG Joe Ingles F Lauri Markkanen PF Derrick Favors PG Dennis Schroder SF Royce O'Neale,,Kyle Korver,SF,1.31%,28.25
72,1367339527,youdacao (16/16),0,307.25,G Russell Westbrook UTIL Rudy Gobert C Steven Adams PG Elfrid Payton SG Dennis Schroder PF Jae Crowder SF Kelly Oubre Jr. F Royce O'Neale,,Kyrie Irving,PG,1.12%,45.75
72,1368271523,Nealyo,0,307.25,PF Paul George PG Donovan Mitchell C Deandre Ayton F T.J. Warren UTIL Zach LaVine G Kelly Oubre Jr. SF Royce O'Neale SG Terrance Ferguson,,E'Twaun Moore,F,1.12%,11.75
74,1366224742,EmileHeskey (16/16),0,306.75,PF Paul George G Donovan Mitchell C LaMarcus Aldridge PG Zach LaVine F Derrick Favors SG Kelly Oubre Jr. SF Josh Okogie UTIL Royce O'Neale,,Devonte' Graham,PG,1.12%,17.25
75,1367974126,Pweb,0,306.5,PF Anthony Davis PG Donovan Mitchell C Willie Cauley-Stein G Kris Dunn SG Torrey Craig SF Kelly Oubre Jr. F Royce O'Neale UTIL Davis Bertans,,Terry Rozier,UTIL,1.12%,6.25
76,1366224739,EmileHeskey (13/16),0,306,PG Russell Westbrook C Julius Randle F Buddy Hield PF Aaron Gordon G Jeremy Lamb SG Kelly Oubre Jr. SF Josh Okogie UTIL Royce O'Neale,,Georges Niang,UTIL,0.93%,-0.5
76,1366728839,bric75 (13/16),0,306,C Karl-Anthony Towns PG Donovan Mitchell UTIL Rudy Gobert G Bogdan Bogdanovic F Derrick Favors PF Jae Crowder SG Josh Okogie SF Jonathan Isaac,,Justin Jackson,F,0.93%,3.75
76,1368284598,thetitanlb,0,306,C Anthony Davis PG Donovan Mitchell SG Joe Ingles F Josh Jackson PF Derrick Favors UTIL De'Anthony Melton G Kelly Oubre Jr. SF Royce O'Neale,,Wendell Carter Jr.,F,0.75%,24
79,1366796008,petteytheft89 (6/16),0,305.25,C Karl-Anthony Towns UTIL Deandre Ayton G Buddy Hield F Paul Millsap PG Zach LaVine SF Nicolas Batum SG Evan Fournier PF Taj Gibson,,Michael Kidd-Gilchrist,SF,0.75%,27
79,1367279219,cheddabisque (8/16),0,305.25,C Karl-Anthony Towns F Paul George SF Aaron Gordon PG Elfrid Payton UTIL Jeremy Lamb G Dennis Schroder SG Evan Fournier PF Jonathan Isaac,,Marcus Smart,PG,0.75%,16.25
81,1367761307,jmomoney3,0,305,C Karl-Anthony Towns UTIL Nikola Vucevic G Jrue Holiday SF Buddy Hield SG Dennis Schroder PF Jae Crowder F Richaun Holmes PG Tyus Jones,,Monte Morris,G,0.75%,26.5
81,1368019371,elambpka,0,305,F Anthony Davis SG Donovan Mitchell C Willie Cauley-Stein SF Joe Ingles PG Dennis Schroder G Kelly Oubre Jr. PF Taj Gibson UTIL Marco Belinelli,,Grayson Allen,G,0.75%,10.25
83,1367049592,mazwa (14/16),0,304.75,PF Anthony Davis UTIL Karl-Anthony Towns SF Aaron Gordon PG Zach LaVine G Jeremy Lamb F Royce O'Neale SG Marco Belinelli C Pau Gasol,,Nemanja Bjelica,F,0.75%,11.5
83,1367645059,joforoni,0,304.75,PF Anthony Davis UTIL Paul George PG Donovan Mitchell G Kelly Oubre Jr. SG Malik Beasley SF Royce O'Neale F Richaun Holmes C Harry Giles,,Mikal Bridges,UTIL,0.75%,16.25
85,1366796009,petteytheft89 (7/16),0,304.5,UTIL Karl-Anthony Towns C Nikola Vucevic G Buddy Hield F Lauri Markkanen PF Marvin Williams PG Dennis Schroder SG Evan Fournier SF Royce O'Neale,,Juancho Hernangómez,F,0.75%,2.25
85,1367339526,youdacao (15/16),0,304.5,UTIL Russell Westbrook C Karl-Anthony Towns G Elfrid Payton PF Jerami Grant PG Dennis Schroder F Jae Crowder SG Josh Okogie SF Royce O'Neale,,Dario Saric,UTIL,0.56%,19.5
87,1367235852,ragingphilip (1/16),0,304,PG Russell Westbrook UTIL Karl-Anthony Towns G Kemba Walker F Nicolas Batum SG Dennis Schroder PF Richaun Holmes SF Marco Belinelli C Pau Gasol,,Chandler Hutchison,SF,0.56%,23.75
87,1367263822,Stillmatic,0,304,PF Anthony Davis C Karl-Anthony Towns G Joe Ingles F Derrick Favors UTIL Nicolas Batum SG Dennis Schroder SF Royce O'Neale PG Malik Monk,,Darius Miller,F,0.56%,7.75
87,1368152113,cameronjohnson,0,304,UTIL Karl-Anthony Towns PG Donovan Mitchell G Jamal Murray F Joe Ingles PF Jerami Grant SG Dennis Schroder C Guillermo Hernangómez SF Royce O'Neale,,Jaylen Brown,SG,0.56%,18
87,1368208659,Jcreech,0,304,C Anthony Davis G Donovan Mitchell PG Kemba Walker PF Al Horford SF Kelly Oubre Jr. SG Bryn Forbes F Royce O'Neale UTIL Pau Gasol,,Marvin Bagley III,PF,0.56%,28.75
91,1366224729,EmileHeskey (3/16),0,303.75,C Karl-Anthony Towns SF Paul George PG Jrue Holiday SG Andrew Wiggins G Kelly Oubre Jr. PF Taj Gibson F Royce O'Neale UTIL Pau Gasol,,Daniel Theis,PF,0.37%,9.25
91,1367235853,ragingphilip (2/16),0,303.75,PG Russell Westbrook UTIL Karl-Anthony Towns PF Julius Randle SG Zach LaVine SF Kelly Oubre Jr. F Richaun Holmes G Malik Monk C Pau Gasol,,Miles Bridges,UTIL,0.19%,11
91,1367610512,papagates (6/16),0,303.75,C Karl-Anthony Towns PF Paul George UTIL Kemba Walker G Jeremy Lamb SG Evan Fournier SF Josh Okogie F Royce O'Neale PG Tyus Jones,,Wayne Selden Jr.,SG,0.19%,17.25
94,1366796013,petteytheft89 (11/16),0,303.5,C Karl-Anthony Towns PF Paul George G Jeff Teague UTIL Zach LaVine PG Dennis Schroder SG Evan Fournier SF Josh Okogie F Royce O'Neale,,Ryan Arcidiacono,G,0.19%,10
94,1367087124,totoroll33 (1/3),0,303.5,C Karl-Anthony Towns PG Donovan Mitchell UTIL Willie Cauley-Stein SG Joe Ingles PF Josh Jackson F Jerami Grant SF Royce O'Neale G Patty Mills,,Derrick Rose,G,0.19%,0
94,1367610510,papagates (4/16),0,303.5,PG Russell Westbrook C Karl-Anthony Towns UTIL Deandre Ayton PF Derrick Favors G Malik Beasley SG Josh Okogie F Royce O'Neale SF Jonathan Isaac,,Gordon Hayward,SF,0.19%,15
97,1367235857,ragingphilip (6/16),0,303.25,UTIL Karl-Anthony Towns G Kemba Walker C Steven Adams PG Jeff Teague F Jeremy Lamb SG Dennis Schroder SF Kelly Oubre Jr. PF Richaun Holmes,,Jahlil Okafor,UTIL,0.19%,0
98,1366728840,bric75 (14/16),0,303,PG Russell Westbrook C Julius Randle SF Aaron Gordon G Zach LaVine F Josh Jackson SG Kelly Oubre Jr. PF Taj Gibson UTIL Royce O'Neale,,Elie Okobo,PG,0.19%,19.75
98,1368292208,leftey (1/2),0,303,PG Donovan Mitchell UTIL Rudy Gobert C Willie Cauley-Stein G Zach LaVine SG Joe Ingles PF Josh Jackson F Evan Fournier SF Royce O'Neale,,Jerian Grant,G,0.19%,0
100,1366796016,petteytheft89 (14/16),0,302.75,C Karl-Anthony Towns PG Kemba Walker UTIL Buddy Hield PF Lauri Markkanen F Jeremy Lamb G Nicolas Batum SG Evan Fournier SF Royce O'Neale,,,
101,1367279224,cheddabisque (13/16),0,302.5,C Karl-Anthony Towns PG Kemba Walker UTIL Deandre Ayton G Joe Ingles F Lauri Markkanen SF Evan Fournier SG Josh Okogie PF Davis Bertans,,,
102,1366446510,pianoclub (6/16),0,302,PF Anthony Davis PG Kemba Walker UTIL Rudy Gobert G Zach LaVine SF Kelly Oubre Jr. SG Josh Okogie F Royce O'Neale C Pau Gasol,,,
103,1368267624,BigT44 (2/3),0,301.75,C Karl-Anthony Towns UTIL Kemba Walker G Kris Dunn SG Zach LaVine F Joe Ingles PG Dennis Schroder PF Jae Crowder SF Royce O'Neale,,,
104,1367339523,youdacao (12/16),0,301.25,PF Anthony Davis C Karl-Anthony Towns UTIL Joe Ingles PG Elfrid Payton F Jae Crowder SF Kelly Oubre Jr. SG Josh Okogie G Malik Monk,,,
105,1367678732,jeramiah44 (2/4),0,301,PG Russell Westbrook C Karl-Anthony Towns SF Aaron Gordon G De'Anthony Melton SG Dennis Schroder PF Taj Gibson UTIL Guillermo Hernangómez F Royce O'Neale,,,
106,1367339524,youdacao (13/16),0,300.75,SF Paul George C Rudy Gobert G Jrue Holiday UTIL Zach LaVine PF Derrick Favors PG Dennis Schroder SG Evan Fournier F Royce O'Neale,,,
106,1367938684,mdeak311,0,300.75,C Karl-Anthony Towns SG Donovan Mitchell UTIL Rudy Gobert PG Jeff Teague F Joe Ingles SF Royce O'Neale G Tyus Jones PF Gorgui Dieng,,,
108,1366043211,SlowQueen (7/9),0,300.5,C Karl-Anthony Towns G Kemba Walker UTIL Willie Cauley-Stein F Buddy Hield PF Derrick Favors SG Dennis Schroder SF Jae Crowder PG Tyus Jones,,,
108,1366796010,petteytheft89 (8/16),0,300.5,UTIL Karl-Anthony Towns C Nikola Vucevic PG Jeff Teague PF Al Horford F Marvin Williams G Nicolas Batum SG Evan Fournier SF Royce O'Neale,,,
108,1367694933,jeramiah44 (4/4),0,300.5,UTIL Karl-Anthony Towns C Nikola Vucevic G Kemba Walker F Joe Ingles PG Dennis Schroder SG Evan Fournier SF Royce O'Neale PF Jonathan Isaac,,,
111,1367115574,taylor1610 (1/2),0,300.25,C Karl-Anthony Towns PG Kyrie Irving PF Julius Randle SG Jeremy Lamb G Derrick White UTIL Derrick Favors SF Josh Okogie F Royce O'Neale,,,
111,1367235858,ragingphilip (7/16),0,300.25,F Anthony Davis UTIL Karl-Anthony Towns PG Zach LaVine G Jeremy Lamb SG Nicolas Batum SF Kelly Oubre Jr. PF Taj Gibson C Pau Gasol,,,
111,1367727001,shawnzhan (7/16),0,300.25,C Karl-Anthony Towns UTIL Kemba Walker G Zach LaVine SF Joe Ingles F Lauri Markkanen PF Derrick Favors SG Dennis Schroder PG Tyus Jones,,,
