Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,1368286771,dillonp94,0,337.75,C Karl-Anthony Towns G Kemba Walker F Buddy Hield SF Aaron Gordon PF Al Horford PG Dennis Schroder SG Kelly Oubre Jr. UTIL Guillermo Hernang?mez,,Royce O'Neale,SF,77.27%,33.25
2,1367924328,cmason,0,318.75,C Anthony Davis UTIL Karl-Anthony Towns PG Elfrid Payton SG Jeremy Lamb PF Derrick Favors G Kelly Oubre Jr. SF Royce O'Neale F Davis Bertans,,Derrick Favors,F,63.64%,24.75
3,1367376119,moklovin,0,316,C Karl-Anthony Towns SF Paul George UTIL Kemba Walker PF Derrick Favors G Dennis Schroder SG Evan Fournier F Royce O'Neale PG Tyus Jones,,Karl-Anthony Towns,C,54.55%,78.75
4,1366730463,Makisupa,0,314.75,C Karl-Anthony Towns G Kemba Walker UTIL Rudy Gobert F Jeremy Lamb PF Derrick Favors PG Dennis Schroder SG Josh Okogie SF Royce O'Neale,,Dennis Schroder,PG,40.91%,37.25
5,1367935938,mdeak311,0,300.75,C Karl-Anthony Towns SG Donovan Mitchell UTIL Rudy Gobert PG Jeff Teague F Joe Ingles SF Royce O'Neale G Tyus Jones PF Gorgui Dieng,,Joe Ingles,UTIL,36.36%,26
6,1368289754,evananna1,0,298.5,PF Anthony Davis C Karl-Anthony Towns G Donovan Mitchell SG Dennis Schroder UTIL Guillermo Hernang?mez F Royce O'Neale PG Tyus Jones SF Jonathon Simmons,,Anthony Davis,PF,36.36%,53.5
7,1368325969,Cenzamatic,0,292.5,C Karl-Anthony Towns UTIL Nikola Vucevic PF Julius Randle SG Buddy Hield G Bogdan Bogdanovic PG Dennis Schroder SF Royce O'Neale F Georges Niang,,Jae Crowder,PF,31.82%,18.75
8,1366211999,ChipotleAddict,0,292.25,G Russell Westbrook C Karl-Anthony Towns UTIL Joe Ingles F Derrick Favors PG Dennis Schroder PF Taj Gibson SG Josh Okogie SF Royce O'Neale,,Donovan Mitchell,SG,31.82%,55.5
9,1367610574,papagates,0,289.75,G Russell Westbrook C Karl-Anthony Towns UTIL Jeremy Lamb F Derrick Favors PG Dennis Schroder SG Evan Fournier PF Taj Gibson SF Royce O'Neale,,Jeff Teague,PG,27.27%,17.75
10,1366457550,madoublet98,0,286.25,UTIL Karl-Anthony Towns C Nikola Vucevic G Zach LaVine SG Joe Ingles PG Elfrid Payton F Derrick Favors PF Jae Crowder SF Royce O'Neale,,Russell Westbrook,G,22.73%,51
10,1367324019,youdacao,0,286.25,UTIL Karl-Anthony Towns C Nikola Vucevic G Zach LaVine SG Joe Ingles PG Elfrid Payton F Derrick Favors PF Jae Crowder SF Royce O'Neale,,Taj Gibson,PF,22.73%,13
12,1368196584,kfalik,0,274,C Nikola Jokic PG Donovan Mitchell G Zach LaVine SG Joe Ingles SF Josh Jackson F Derrick Favors UTIL Royce O'Neale PF Richaun Holmes,,Jeremy Lamb,F,22.73%,21.5
13,1368231279,Wigs23,0,270.5,C Karl-Anthony Towns SG Donovan Mitchell G Andrew Wiggins PG Jeff Teague PF Derrick Favors F Jae Crowder UTIL Taj Gibson SF Royce O'Neale,,Elfrid Payton,PG,22.73%,30.75
14,1368296312,btjordan23,0,270,C Anthony Davis G Donovan Mitchell PG Elfrid Payton F Jeremy Lamb UTIL Derrick Favors SF Jae Crowder SG Kelly Oubre Jr. PF Taj Gibson,,Richaun Holmes,F,22.73%,24.25
15,1367152534,topfizz1,0,269.75,UTIL Anthony Davis SG Donovan Mitchell PG Jeff Teague F Josh Jackson PF Derrick Favors G De'Anthony Melton SF Royce O'Neale C Richaun Holmes,,Zach LaVine,G,18.18%,34.75
16,1366437181,pianoclub,0,265,PG Russell Westbrook SG Jrue Holiday C Steven Adams G Zach LaVine F Jeremy Lamb PF Jae Crowder SF Kelly Oubre Jr. UTIL Pau Gasol,,Kelly Oubre Jr.,SF,18.18%,52.25
17,1368332535,Berzah,0,263.25,PG Russell Westbrook C Anthony Davis PF Josh Jackson G Dennis Schroder SG Bryn Forbes SF Royce O'Neale F Richaun Holmes UTIL Patty Mills,,Nikola Vucevic,C,18.18%,39.25
18,1368281087,53RISEUP,0,255.5,PG Russell Westbrook SG DeMar DeRozan F Joe Ingles PF Josh Jackson C Derrick Favors G Dennis Schroder SF Jae Crowder UTIL Royce O'Neale,,Kemba Walker,G,18.18%,39.25
19,1368317037,jeffy1019,0,247.5,C Anthony Davis SG Donovan Mitchell PG Jeff Teague F Joe Ingles G De'Anthony Melton PF Jae Crowder SF Royce O'Neale UTIL Malik Monk,,Josh Jackson,F,18.18%,31
20,1368182654,MarkTolb14,0,240,F Anthony Davis UTIL Rudy Gobert PG Jeff Teague G Elfrid Payton PF Derrick Favors SF Nicolas Batum C Guillermo Hernang?mez SG Malik Monk,,Rudy Gobert,UTIL,13.64%,51.75
21,1366632849,hoop2410,0,231.75,PF Anthony Davis G Kemba Walker PG Jeff Teague SG Joe Ingles UTIL Derrick Favors C Taj Gibson SF Royce O'Neale F Richaun Holmes,,Tyus Jones,PG,13.64%,29.25
22,1368312359,PhilDawg612,0,227.5,C Nikola Vucevic SG DeMar DeRozan PG Jamal Murray UTIL Deandre Ayton SF Nemanja Bjelica G Nicolas Batum PF Bobby Portis F Richaun Holmes,,Guillermo Hernang?mez,C,13.64%,11
,,,,,,,Josh Okogie,SG,9.09%,28.25
,,,,,,,De'Anthony Melton,G,9.09%,29.75
,,,,,,,Evan Fournier,SG,9.09%,30.25
,,,,,,,Nicolas Batum,SF,9.09%,37.5
,,,,,,,Malik Monk,SG,9.09%,13
,,,,,,,DeMar DeRozan,SG,9.09%,33.5
,,,,,,,Buddy Hield,F,9.09%,32
,,,,,,,Jrue Holiday,SG,4.55%,45.5
,,,,,,,Steven Adams,C,4.55%,32.25
,,,,,,,Pau Gasol,UTIL,4.55%,9
,,,,,,,Paul George,SF,4.55%,43.25
,,,,,,,Davis Bertans,F,4.55%,24
,,,,,,,Gorgui Dieng,PF,4.55%,8.5
,,,,,,,Nikola Jokic,C,4.55%,44.5
,,,,,,,Andrew Wiggins,G,4.55%,28.75
,,,,,,,Aaron Gordon,SF,4.55%,47
,,,,,,,Al Horford,PF,4.55%,40.25
,,,,,,,Jonathon Simmons,SF,4.55%,0
,,,,,,,Jamal Murray,PG,4.55%,35.75
,,,,,,,Deandre Ayton,UTIL,4.55%,45.75
,,,,,,,Nemanja Bjelica,SF,4.55%,11.5
,,,,,,,Bobby Portis,PF,4.55%,0
,,,,,,,Julius Randle,PF,4.55%,40.75
,,,,,,,Bogdan Bogdanovic,G,4.55%,31.75
,,,,,,,Georges Niang,F,4.55%,-0.5
,,,,,,,Bryn Forbes,SG,4.55%,21
,,,,,,,Patty Mills,UTIL,4.55%,12
