Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PG,Jawun Evans (11943982),Jawun Evans,11943982,PG/G/UTIL,3000,DEN@PHO 01/12/2019 09:00PM ET,PHO,7.62
PF/C,Dragan Bender (11943985),Dragan Bender,11943985,PF/C/F/UTIL,3000,DEN@PHO 01/12/2019 09:00PM ET,PHO,5.08
SG/SF,George King (11943989),George King,11943989,SG/SF/F/G/UTIL,3000,DEN@PHO 01/12/2019 09:00PM ET,PHO,1.25
PF/C,Quincy Acy (11943994),Quincy Acy,11943994,PF/C/F/UTIL,3000,DEN@PHO 01/12/2019 09:00PM ET,PHO,0.62
SG,Troy Daniels (11943998),Troy Daniels,11943998,SG/G/UTIL,3000,DEN@PHO 01/12/2019 09:00PM ET,PHO,10.5
C,Thomas Welsh (11944001),Thomas Welsh,11944001,C/UTIL,3000,DEN@PHO 01/12/2019 09:00PM ET,DEN,3.71
PF,Tyler Lydon (11944003),Tyler Lydon,11944003,PF/F/UTIL,3000,DEN@PHO 01/12/2019 09:00PM ET,DEN,2.98
PG/SG,Brandon Goodwin (11944006),Brandon Goodwin,11944006,PG/SG/G/UTIL,3000,DEN@PHO 01/12/2019 09:00PM ET,DEN,4.36
SF/PF,Jarred Vanderbilt (11944010),Jarred Vanderbilt,11944010,SF/PF/F/UTIL,3000,DEN@PHO 01/12/2019 09:00PM ET,DEN,0
SF/PF,Michael Porter Jr. (11944014),Michael Porter Jr.,11944014,SF/PF/F/UTIL,3000,DEN@PHO 01/12/2019 09:00PM ET,DEN,0
PF/C,Frank Kaminsky (11944018),Frank Kaminsky,11944018,PF/C/F/UTIL,3000,CHA@SAC 01/12/2019 10:00PM ET,CHA,11.58
PG,Joe Chealey (11944022),Joe Chealey,11944022,PG/G/UTIL,3000,CHA@SAC 01/12/2019 10:00PM ET,CHA,0
SG,J.P. Macura (11944025),J.P. Macura,11944025,SG/G/UTIL,3000,CHA@SAC 01/12/2019 10:00PM ET,CHA,9.5
SG/SF,Dwayne Bacon (11944028),Dwayne Bacon,11944028,SG/SF/F/G/UTIL,3000,CHA@SAC 01/12/2019 10:00PM ET,CHA,9.20
SF/PF,Wenyen Gabriel (11944033),Wenyen Gabriel,11944033,SF/PF/F/UTIL,3000,CHA@SAC 01/12/2019 10:00PM ET,SAC,0
PF/C,Zach Randolph (11944037),Zach Randolph,11944037,PF/C/F/UTIL,3000,CHA@SAC 01/12/2019 10:00PM ET,SAC,0
