Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,1367444171,EmileHeskey,0,334,PF Anthony Davis C Karl-Anthony Towns G Joe Ingles F Derrick Favors PG Dennis Schroder SG Kelly Oubre Jr. SF Josh Okogie UTIL Royce O'Neale,,Royce O'Neale,SF,87.78%,33.25
2,1366521427,jonathansullivan2,0,331.5,PF Anthony Davis C Karl-Anthony Towns G Jeremy Lamb UTIL Derrick Favors PG Dennis Schroder SG Evan Fournier SF Kelly Oubre Jr. F Royce O'Neale,,Derrick Favors,F,62.22%,24.75
3,1366440125,nyrblue,0,322.25,UTIL Russell Westbrook C Karl-Anthony Towns SF Aaron Gordon PF Derrick Favors G Dennis Schroder SG Bryn Forbes F Royce O'Neale PG Tyus Jones,,Karl-Anthony Towns,C,54.44%,78.75
3,1366815250,stevevhere,0,322.25,UTIL Russell Westbrook C Karl-Anthony Towns SF Aaron Gordon PF Derrick Favors G Dennis Schroder SG Bryn Forbes F Royce O'Neale PG Tyus Jones,,Joe Ingles,UTIL,50.00%,26
3,1366846231,amraskin,0,322.25,UTIL Russell Westbrook C Karl-Anthony Towns SF Aaron Gordon PF Derrick Favors G Dennis Schroder SG Bryn Forbes F Royce O'Neale PG Tyus Jones,,Jeff Teague,PG,48.89%,17.75
3,1366855269,jjbfarrell,0,322.25,UTIL Russell Westbrook C Karl-Anthony Towns SF Aaron Gordon PF Derrick Favors G Dennis Schroder SG Bryn Forbes F Royce O'Neale PG Tyus Jones,,Dennis Schroder,PG,43.33%,37.25
3,1367383666,baise085,0,322.25,UTIL Russell Westbrook C Karl-Anthony Towns SF Aaron Gordon PF Derrick Favors G Dennis Schroder SG Bryn Forbes F Royce O'Neale PG Tyus Jones,,Anthony Davis,PF,42.22%,53.5
8,1366303865,jonboy1171,0,320.25,C Karl-Anthony Towns G Kemba Walker UTIL Rudy Gobert F Joe Ingles PF Derrick Favors SG Dennis Schroder SF Royce O'Neale PG Tyus Jones,,Donovan Mitchell,UTIL,32.22%,55.5
8,1366498824,METALFEETDOOM,0,320.25,C Karl-Anthony Towns G Kemba Walker UTIL Rudy Gobert F Joe Ingles PF Derrick Favors SG Dennis Schroder SF Royce O'Neale PG Tyus Jones,,Tyus Jones,PG,24.44%,29.25
8,1366810701,bobapalooza,0,320.25,C Karl-Anthony Towns G Kemba Walker UTIL Rudy Gobert F Joe Ingles PF Derrick Favors SG Dennis Schroder SF Royce O'Neale PG Tyus Jones,,Andrew Wiggins,UTIL,21.11%,28.75
8,1366959762,curry_burrito,0,320.25,C Karl-Anthony Towns PG Donovan Mitchell UTIL Rudy Gobert F Joe Ingles PF Derrick Favors SG Dennis Schroder SF Royce O'Neale G Malik Monk,,Josh Jackson,PF,18.89%,31
8,1367140751,Rynosaur87,0,320.25,C Karl-Anthony Towns G Kemba Walker UTIL Rudy Gobert F Joe Ingles PF Derrick Favors SG Dennis Schroder SF Royce O'Neale PG Tyus Jones,,Russell Westbrook,G,17.78%,51
8,1367515560,coon1356,0,320.25,C Karl-Anthony Towns G Kemba Walker UTIL Rudy Gobert F Joe Ingles PF Derrick Favors SG Dennis Schroder SF Royce O'Neale PG Tyus Jones,,Richaun Holmes,F,16.67%,24.25
14,1367376092,moklovin,0,316,C Karl-Anthony Towns SF Paul George UTIL Kemba Walker PF Derrick Favors G Dennis Schroder SG Evan Fournier F Royce O'Neale PG Tyus Jones,,Kelly Oubre Jr.,SG,15.56%,52.25
15,1366322274,CZYX,0,314.75,C Karl-Anthony Towns UTIL Kemba Walker G De'Aaron Fox SF Josh Jackson PF Derrick Favors PG Dennis Schroder SG Malik Beasley F Royce O'Neale,,Kemba Walker,G,15.56%,39.25
15,1366730464,Makisupa,0,314.75,C Karl-Anthony Towns G Kemba Walker UTIL Rudy Gobert F Jeremy Lamb PF Derrick Favors PG Dennis Schroder SG Josh Okogie SF Royce O'Neale,,Jae Crowder,F,14.44%,18.75
17,1366257173,and1jsheng,0,312.5,PF Anthony Davis C Karl-Anthony Towns G Joe Ingles UTIL Derrick Favors F Jae Crowder SG Kelly Oubre Jr. PG Malik Beasley SF Royce O'Neale,,Rudy Gobert,UTIL,14.44%,51.75
18,1366773366,brohmer,0,311.75,C Karl-Anthony Towns G Donovan Mitchell UTIL Rudy Gobert F Joe Ingles PG Elfrid Payton SG E'Twaun Moore SF Royce O'Neale PF Davis Bertans,,Lauri Markkanen,PF,12.22%,30.25
19,1366504185,michael203,0,310.75,C Karl-Anthony Towns F Paul George G Jrue Holiday UTIL Buddy Hield SG Dennis Schroder SF Josh Okogie PG Tyus Jones PF Jonathan Isaac,,Bogdan Bogdanovic,G,12.22%,31.75
20,1366568461,cwstaat1,0,306,C Anthony Davis SG Donovan Mitchell SF Joe Ingles PF Josh Jackson F Derrick Favors PG De'Anthony Melton G Kelly Oubre Jr. UTIL Royce O'Neale,,Bryn Forbes,SG,12.22%,21
21,1367247087,Stillmatic,0,304,PF Anthony Davis C Karl-Anthony Towns G Joe Ingles F Derrick Favors UTIL Nicolas Batum SG Dennis Schroder SF Royce O'Neale PG Malik Monk,,Taj Gibson,PF,11.11%,13
22,1366927555,ItsTylerJackson,0,303.5,PF Anthony Davis SG Donovan Mitchell UTIL Zach LaVine SF Joe Ingles C Derrick Favors PG De'Anthony Melton G Kelly Oubre Jr. F Marco Belinelli,,Patty Mills,G,11.11%,12
