,model,lineupNum,team,player_name,concatNameTeam
3583,A_pydfs_0.80_Exp,448,ORL,Nikola Vucevic,Nikola VucevicORL
3584,A_pydfs_0.80_Exp,449,CHA,Kemba Walker,Kemba WalkerCHA
3585,A_pydfs_0.80_Exp,449,DEN,Gary Harris,Gary HarrisDEN
3586,A_pydfs_0.80_Exp,449,OKC,Paul George,Paul GeorgeOKC
3587,A_pydfs_0.80_Exp,449,BOS,Al Horford,Al HorfordBOS
3588,A_pydfs_0.80_Exp,449,SAS,Pau Gasol,Pau GasolSAS
3589,A_pydfs_0.80_Exp,449,ORL,Evan Fournier,Evan FournierORL
3590,A_pydfs_0.80_Exp,449,CHI,Bobby Portis,Bobby PortisCHI
3591,A_pydfs_0.80_Exp,449,ORL,Nikola Vucevic,Nikola VucevicORL
3592,A_pydfs_0.80_Exp,450,CHA,Kemba Walker,Kemba WalkerCHA
3593,A_pydfs_0.80_Exp,450,ORL,Evan Fournier,Evan FournierORL
3594,A_pydfs_0.80_Exp,450,OKC,Paul George,Paul GeorgeOKC
3595,A_pydfs_0.80_Exp,450,NOP,Julius Randle,Julius RandleNOP
3596,A_pydfs_0.80_Exp,450,SAS,Pau Gasol,Pau GasolSAS
3597,A_pydfs_0.80_Exp,450,BOS,Terry Rozier,Terry RozierBOS
3598,A_pydfs_0.80_Exp,450,MIN,Taj Gibson,Taj GibsonMIN
3599,A_pydfs_0.80_Exp,450,ORL,Nikola Vucevic,Nikola VucevicORL
3600,A_pydfs_0.70_Exp,451,NOP,Jrue Holiday,Jrue HolidayNOP
3601,A_pydfs_0.70_Exp,451,CHI,Zach LaVine,Zach LaVineCHI
3602,A_pydfs_0.70_Exp,451,DEN,Will Barton,Will BartonDEN
3603,A_pydfs_0.70_Exp,451,NOP,Anthony Davis,Anthony DavisNOP
3604,A_pydfs_0.70_Exp,451,SAS,Pau Gasol,Pau GasolSAS
3605,A_pydfs_0.70_Exp,451,OKC,Dennis Schroder,Dennis SchroderOKC
3606,A_pydfs_0.70_Exp,451,NOP,Nikola Mirotic,Nikola MiroticNOP
3607,A_pydfs_0.70_Exp,451,BOS,Al Horford,Al HorfordBOS
3608,A_pydfs_0.70_Exp,452,NOP,Jrue Holiday,Jrue HolidayNOP
3609,A_pydfs_0.70_Exp,452,CHI,Zach LaVine,Zach LaVineCHI
3610,A_pydfs_0.70_Exp,452,DEN,Will Barton,Will BartonDEN
3611,A_pydfs_0.70_Exp,452,NOP,Anthony Davis,Anthony DavisNOP
3612,A_pydfs_0.70_Exp,452,NOP,Nikola Mirotic,Nikola MiroticNOP
3613,A_pydfs_0.70_Exp,452,OKC,Dennis Schroder,Dennis SchroderOKC
3614,A_pydfs_0.70_Exp,452,CHI,Bobby Portis,Bobby PortisCHI
3615,A_pydfs_0.70_Exp,452,ORL,Terrence Ross,Terrence RossORL
3616,A_pydfs_0.70_Exp,453,DEN,Monte Morris,Monte MorrisDEN
3617,A_pydfs_0.70_Exp,453,NOP,Jrue Holiday,Jrue HolidayNOP
3618,A_pydfs_0.70_Exp,453,DEN,Will Barton,Will BartonDEN
3619,A_pydfs_0.70_Exp,453,NOP,Anthony Davis,Anthony DavisNOP
3620,A_pydfs_0.70_Exp,453,NOP,Nikola Mirotic,Nikola MiroticNOP
3621,A_pydfs_0.70_Exp,453,CHI,Zach LaVine,Zach LaVineCHI
3622,A_pydfs_0.70_Exp,453,CHI,Bobby Portis,Bobby PortisCHI
3623,A_pydfs_0.70_Exp,453,OKC,Dennis Schroder,Dennis SchroderOKC
3624,A_pydfs_0.70_Exp,454,CHI,Zach LaVine,Zach LaVineCHI
3625,A_pydfs_0.70_Exp,454,DEN,Will Barton,Will BartonDEN
3626,A_pydfs_0.70_Exp,454,ORL,Evan Fournier,Evan FournierORL
3627,A_pydfs_0.70_Exp,454,NOP,Anthony Davis,Anthony DavisNOP
3628,A_pydfs_0.70_Exp,454,SAS,Pau Gasol,Pau GasolSAS
3629,A_pydfs_0.70_Exp,454,OKC,Dennis Schroder,Dennis SchroderOKC
3630,A_pydfs_0.70_Exp,454,NOP,Nikola Mirotic,Nikola MiroticNOP
3631,A_pydfs_0.70_Exp,454,ORL,Nikola Vucevic,Nikola VucevicORL
3632,A_pydfs_0.70_Exp,455,NOP,Jrue Holiday,Jrue HolidayNOP
3633,A_pydfs_0.70_Exp,455,CHI,Zach LaVine,Zach LaVineCHI
3634,A_pydfs_0.70_Exp,455,DEN,Will Barton,Will BartonDEN
3635,A_pydfs_0.70_Exp,455,NOP,Anthony Davis,Anthony DavisNOP
3636,A_pydfs_0.70_Exp,455,NOP,Nikola Mirotic,Nikola MiroticNOP
3637,A_pydfs_0.70_Exp,455,OKC,Dennis Schroder,Dennis SchroderOKC
3638,A_pydfs_0.70_Exp,455,CHI,Bobby Portis,Bobby PortisCHI
3639,A_pydfs_0.70_Exp,455,NOP,E'Twaun Moore,E'Twaun MooreNOP
3640,A_pydfs_0.70_Exp,456,NOP,Jrue Holiday,Jrue HolidayNOP
3641,A_pydfs_0.70_Exp,456,CHI,Zach LaVine,Zach LaVineCHI
3642,A_pydfs_0.70_Exp,456,BOS,Jayson Tatum,Jayson TatumBOS
3643,A_pydfs_0.70_Exp,456,NOP,Anthony Davis,Anthony DavisNOP
3644,A_pydfs_0.70_Exp,456,SAS,Pau Gasol,Pau GasolSAS
3645,A_pydfs_0.70_Exp,456,DEN,Will Barton,Will BartonDEN
3646,A_pydfs_0.70_Exp,456,NOP,Nikola Mirotic,Nikola MiroticNOP
3647,A_pydfs_0.70_Exp,456,CHI,Bobby Portis,Bobby PortisCHI
3648,A_pydfs_0.70_Exp,457,NOP,Jrue Holiday,Jrue HolidayNOP
3649,A_pydfs_0.70_Exp,457,CHI,Zach LaVine,Zach LaVineCHI
3650,A_pydfs_0.70_Exp,457,CHA,Michael Kidd-Gilchrist,Michael Kidd-GilchristCHA
3651,A_pydfs_0.70_Exp,457,NOP,Anthony Davis,Anthony DavisNOP
3652,A_pydfs_0.70_Exp,457,NOP,Nikola Mirotic,Nikola MiroticNOP
3653,A_pydfs_0.70_Exp,457,DEN,Will Barton,Will BartonDEN
3654,A_pydfs_0.70_Exp,457,BOS,Al Horford,Al HorfordBOS
3655,A_pydfs_0.70_Exp,457,OKC,Dennis Schroder,Dennis SchroderOKC
3656,A_pydfs_0.70_Exp,458,NOP,Jrue Holiday,Jrue HolidayNOP
3657,A_pydfs_0.70_Exp,458,CHI,Zach LaVine,Zach LaVineCHI
3658,A_pydfs_0.70_Exp,458,DEN,Will Barton,Will BartonDEN
3659,A_pydfs_0.70_Exp,458,NOP,Anthony Davis,Anthony DavisNOP
3660,A_pydfs_0.70_Exp,458,SAS,Pau Gasol,Pau GasolSAS
3661,A_pydfs_0.70_Exp,458,OKC,Dennis Schroder,Dennis SchroderOKC
3662,A_pydfs_0.70_Exp,458,CHI,Bobby Portis,Bobby PortisCHI
3663,A_pydfs_0.70_Exp,458,PHO,Deandre Ayton,Deandre AytonPHO
3664,A_pydfs_0.70_Exp,459,CHI,Ryan Arcidiacono,Ryan ArcidiaconoCHI
3665,A_pydfs_0.70_Exp,459,NOP,Jrue Holiday,Jrue HolidayNOP
3666,A_pydfs_0.70_Exp,459,DEN,Will Barton,Will BartonDEN
3667,A_pydfs_0.70_Exp,459,NOP,Anthony Davis,Anthony DavisNOP
3668,A_pydfs_0.70_Exp,459,NOP,Nikola Mirotic,Nikola MiroticNOP
3669,A_pydfs_0.70_Exp,459,CHI,Zach LaVine,Zach LaVineCHI
3670,A_pydfs_0.70_Exp,459,BOS,Al Horford,Al HorfordBOS
3671,A_pydfs_0.70_Exp,459,OKC,Dennis Schroder,Dennis SchroderOKC
3672,A_pydfs_0.70_Exp,460,NOP,Jrue Holiday,Jrue HolidayNOP
3673,A_pydfs_0.70_Exp,460,CHI,Zach LaVine,Zach LaVineCHI
3674,A_pydfs_0.70_Exp,460,BOS,Marcus Morris,Marcus MorrisBOS
3675,A_pydfs_0.70_Exp,460,NOP,Anthony Davis,Anthony DavisNOP
3676,A_pydfs_0.70_Exp,460,SAS,Pau Gasol,Pau GasolSAS
3677,A_pydfs_0.70_Exp,460,DEN,Will Barton,Will BartonDEN
3678,A_pydfs_0.70_Exp,460,NOP,Nikola Mirotic,Nikola MiroticNOP
3679,A_pydfs_0.70_Exp,460,OKC,Dennis Schroder,Dennis SchroderOKC
3680,A_pydfs_0.70_Exp,461,NOP,Jrue Holiday,Jrue HolidayNOP
3681,A_pydfs_0.70_Exp,461,CHI,Zach LaVine,Zach LaVineCHI
3682,A_pydfs_0.70_Exp,461,DEN,Will Barton,Will BartonDEN
3683,A_pydfs_0.70_Exp,461,NOP,Anthony Davis,Anthony DavisNOP
3684,A_pydfs_0.70_Exp,461,NOP,Nikola Mirotic,Nikola MiroticNOP
3685,A_pydfs_0.70_Exp,461,OKC,Dennis Schroder,Dennis SchroderOKC
3686,A_pydfs_0.70_Exp,461,ORL,Evan Fournier,Evan FournierORL
3687,A_pydfs_0.70_Exp,461,BOS,Terry Rozier,Terry RozierBOS
3688,A_pydfs_0.70_Exp,462,NOP,Jrue Holiday,Jrue HolidayNOP
3689,A_pydfs_0.70_Exp,462,CHI,Zach LaVine,Zach LaVineCHI
3690,A_pydfs_0.70_Exp,462,DEN,Will Barton,Will BartonDEN
3691,A_pydfs_0.70_Exp,462,NOP,Anthony Davis,Anthony DavisNOP
3692,A_pydfs_0.70_Exp,462,NOP,Nikola Mirotic,Nikola MiroticNOP
3693,A_pydfs_0.70_Exp,462,OKC,Dennis Schroder,Dennis SchroderOKC
3694,A_pydfs_0.70_Exp,462,CHI,Bobby Portis,Bobby PortisCHI
3695,A_pydfs_0.70_Exp,462,BOS,Terry Rozier,Terry RozierBOS
3696,A_pydfs_0.70_Exp,463,NOP,Jrue Holiday,Jrue HolidayNOP
3697,A_pydfs_0.70_Exp,463,DEN,Gary Harris,Gary HarrisDEN
3698,A_pydfs_0.70_Exp,463,DEN,Will Barton,Will BartonDEN
3699,A_pydfs_0.70_Exp,463,NOP,Anthony Davis,Anthony DavisNOP
3700,A_pydfs_0.70_Exp,463,SAS,Pau Gasol,Pau GasolSAS
3701,A_pydfs_0.70_Exp,463,CHI,Zach LaVine,Zach LaVineCHI
3702,A_pydfs_0.70_Exp,463,NOP,Nikola Mirotic,Nikola MiroticNOP
3703,A_pydfs_0.70_Exp,463,OKC,Dennis Schroder,Dennis SchroderOKC
3704,A_pydfs_0.70_Exp,464,NOP,Jrue Holiday,Jrue HolidayNOP
3705,A_pydfs_0.70_Exp,464,CHI,Zach LaVine,Zach LaVineCHI
3706,A_pydfs_0.70_Exp,464,DEN,Will Barton,Will BartonDEN
3707,A_pydfs_0.70_Exp,464,NOP,Anthony Davis,Anthony DavisNOP
3708,A_pydfs_0.70_Exp,464,NOP,Nikola Mirotic,Nikola MiroticNOP
3709,A_pydfs_0.70_Exp,464,OKC,Dennis Schroder,Dennis SchroderOKC
3710,A_pydfs_0.70_Exp,464,MIN,Taj Gibson,Taj GibsonMIN
3711,A_pydfs_0.70_Exp,464,ORL,Terrence Ross,Terrence RossORL
3712,A_pydfs_0.70_Exp,465,CHI,Zach LaVine,Zach LaVineCHI
3713,A_pydfs_0.70_Exp,465,DEN,Will Barton,Will BartonDEN
3714,A_pydfs_0.70_Exp,465,ORL,Evan Fournier,Evan FournierORL
3715,A_pydfs_0.70_Exp,465,NOP,Anthony Davis,Anthony DavisNOP
3716,A_pydfs_0.70_Exp,465,NOP,Julius Randle,Julius RandleNOP
3717,A_pydfs_0.70_Exp,465,OKC,Dennis Schroder,Dennis SchroderOKC
3718,A_pydfs_0.70_Exp,465,NOP,Nikola Mirotic,Nikola MiroticNOP
3719,A_pydfs_0.70_Exp,465,CHI,Bobby Portis,Bobby PortisCHI
3720,A_pydfs_0.70_Exp,466,NOP,Jrue Holiday,Jrue HolidayNOP
3721,A_pydfs_0.70_Exp,466,CHI,Zach LaVine,Zach LaVineCHI
3722,A_pydfs_0.70_Exp,466,DEN,Will Barton,Will BartonDEN
3723,A_pydfs_0.70_Exp,466,NOP,Anthony Davis,Anthony DavisNOP
3724,A_pydfs_0.70_Exp,466,NOP,Nikola Mirotic,Nikola MiroticNOP
3725,A_pydfs_0.70_Exp,466,OKC,Dennis Schroder,Dennis SchroderOKC
3726,A_pydfs_0.70_Exp,466,MIN,Taj Gibson,Taj GibsonMIN
3727,A_pydfs_0.70_Exp,466,PHO,Kelly Oubre,Kelly OubrePHO
3728,A_pydfs_0.70_Exp,467,NOP,Jrue Holiday,Jrue HolidayNOP
3729,A_pydfs_0.70_Exp,467,CHI,Zach LaVine,Zach LaVineCHI
3730,A_pydfs_0.70_Exp,467,DEN,Will Barton,Will BartonDEN
3731,A_pydfs_0.70_Exp,467,NOP,Anthony Davis,Anthony DavisNOP
3732,A_pydfs_0.70_Exp,467,SAS,Pau Gasol,Pau GasolSAS
3733,A_pydfs_0.70_Exp,467,ORL,Evan Fournier,Evan FournierORL
3734,A_pydfs_0.70_Exp,467,NOP,Nikola Mirotic,Nikola MiroticNOP
3735,A_pydfs_0.70_Exp,467,BOS,Al Horford,Al HorfordBOS
3736,A_pydfs_0.70_Exp,468,CHI,Ryan Arcidiacono,Ryan ArcidiaconoCHI
3737,A_pydfs_0.70_Exp,468,NOP,Jrue Holiday,Jrue HolidayNOP
3738,A_pydfs_0.70_Exp,468,DEN,Will Barton,Will BartonDEN
3739,A_pydfs_0.70_Exp,468,NOP,Anthony Davis,Anthony DavisNOP
3740,A_pydfs_0.70_Exp,468,SAS,Pau Gasol,Pau GasolSAS
3741,A_pydfs_0.70_Exp,468,CHI,Zach LaVine,Zach LaVineCHI
3742,A_pydfs_0.70_Exp,468,NOP,Julius Randle,Julius RandleNOP
3743,A_pydfs_0.70_Exp,468,NOP,Nikola Mirotic,Nikola MiroticNOP
3744,A_pydfs_0.70_Exp,469,NOP,Jrue Holiday,Jrue HolidayNOP
3745,A_pydfs_0.70_Exp,469,CHI,Zach LaVine,Zach LaVineCHI
3746,A_pydfs_0.70_Exp,469,DEN,Will Barton,Will BartonDEN
3747,A_pydfs_0.70_Exp,469,NOP,Nikola Mirotic,Nikola MiroticNOP
3748,A_pydfs_0.70_Exp,469,PHO,Deandre Ayton,Deandre AytonPHO
3749,A_pydfs_0.70_Exp,469,OKC,Dennis Schroder,Dennis SchroderOKC
3750,A_pydfs_0.70_Exp,469,CHI,Bobby Portis,Bobby PortisCHI
3751,A_pydfs_0.70_Exp,469,ORL,Nikola Vucevic,Nikola VucevicORL
3752,A_pydfs_0.70_Exp,470,NOP,Jrue Holiday,Jrue HolidayNOP
3753,A_pydfs_0.70_Exp,470,CHI,Zach LaVine,Zach LaVineCHI
3754,A_pydfs_0.70_Exp,470,ORL,Aaron Gordon,Aaron GordonORL
3755,A_pydfs_0.70_Exp,470,NOP,Nikola Mirotic,Nikola MiroticNOP
3756,A_pydfs_0.70_Exp,470,CHI,Bobby Portis,Bobby PortisCHI
3757,A_pydfs_0.70_Exp,470,DEN,Will Barton,Will BartonDEN
3758,A_pydfs_0.70_Exp,470,OKC,Paul George,Paul GeorgeOKC
3759,A_pydfs_0.70_Exp,470,OKC,Dennis Schroder,Dennis SchroderOKC
3760,A_pydfs_0.70_Exp,471,NOP,Jrue Holiday,Jrue HolidayNOP
3761,A_pydfs_0.70_Exp,471,CHI,Zach LaVine,Zach LaVineCHI
3762,A_pydfs_0.70_Exp,471,DEN,Will Barton,Will BartonDEN
3763,A_pydfs_0.70_Exp,471,NOP,Anthony Davis,Anthony DavisNOP
3764,A_pydfs_0.70_Exp,471,NOP,Nikola Mirotic,Nikola MiroticNOP
3765,A_pydfs_0.70_Exp,471,ORL,Evan Fournier,Evan FournierORL
3766,A_pydfs_0.70_Exp,471,CHI,Bobby Portis,Bobby PortisCHI
3767,A_pydfs_0.70_Exp,471,ORL,Terrence Ross,Terrence RossORL
3768,A_pydfs_0.70_Exp,472,NOP,Jrue Holiday,Jrue HolidayNOP
3769,A_pydfs_0.70_Exp,472,CHI,Zach LaVine,Zach LaVineCHI
3770,A_pydfs_0.70_Exp,472,DEN,Will Barton,Will BartonDEN
3771,A_pydfs_0.70_Exp,472,NOP,Anthony Davis,Anthony DavisNOP
3772,A_pydfs_0.70_Exp,472,SAS,Pau Gasol,Pau GasolSAS
3773,A_pydfs_0.70_Exp,472,SAC,Iman Shumpert,Iman ShumpertSAC
3774,A_pydfs_0.70_Exp,472,NOP,Nikola Mirotic,Nikola MiroticNOP
3775,A_pydfs_0.70_Exp,472,OKC,Steven Adams,Steven AdamsOKC
3776,A_pydfs_0.70_Exp,473,NOP,Jrue Holiday,Jrue HolidayNOP
3777,A_pydfs_0.70_Exp,473,CHI,Zach LaVine,Zach LaVineCHI
3778,A_pydfs_0.70_Exp,473,DEN,Will Barton,Will BartonDEN
3779,A_pydfs_0.70_Exp,473,NOP,Julius Randle,Julius RandleNOP
3780,A_pydfs_0.70_Exp,473,ORL,Nikola Vucevic,Nikola VucevicORL
3781,A_pydfs_0.70_Exp,473,OKC,Dennis Schroder,Dennis SchroderOKC
3782,A_pydfs_0.70_Exp,473,NOP,Nikola Mirotic,Nikola MiroticNOP
3783,A_pydfs_0.70_Exp,473,MIN,Taj Gibson,Taj GibsonMIN
3784,A_pydfs_0.70_Exp,474,NOP,Jrue Holiday,Jrue HolidayNOP
3785,A_pydfs_0.70_Exp,474,CHI,Zach LaVine,Zach LaVineCHI
3786,A_pydfs_0.70_Exp,474,DEN,Juancho Hernangomez,Juancho HernangomezDEN
3787,A_pydfs_0.70_Exp,474,NOP,Anthony Davis,Anthony DavisNOP
3788,A_pydfs_0.70_Exp,474,SAS,Pau Gasol,Pau GasolSAS
3789,A_pydfs_0.70_Exp,474,DEN,Will Barton,Will BartonDEN
3790,A_pydfs_0.70_Exp,474,NOP,Nikola Mirotic,Nikola MiroticNOP
3791,A_pydfs_0.70_Exp,474,OKC,Steven Adams,Steven AdamsOKC
3792,A_pydfs_0.70_Exp,475,NOP,Jrue Holiday,Jrue HolidayNOP
3793,A_pydfs_0.70_Exp,475,CHI,Zach LaVine,Zach LaVineCHI
3794,A_pydfs_0.70_Exp,475,BOS,Jayson Tatum,Jayson TatumBOS
3795,A_pydfs_0.70_Exp,475,NOP,Anthony Davis,Anthony DavisNOP
3796,A_pydfs_0.70_Exp,475,CHI,Bobby Portis,Bobby PortisCHI
3797,A_pydfs_0.70_Exp,475,DEN,Will Barton,Will BartonDEN
3798,A_pydfs_0.70_Exp,475,MIN,Taj Gibson,Taj GibsonMIN
3799,A_pydfs_0.70_Exp,475,OKC,Dennis Schroder,Dennis SchroderOKC
3800,A_pydfs_0.70_Exp,476,CHI,Zach LaVine,Zach LaVineCHI
3801,A_pydfs_0.70_Exp,476,DEN,Will Barton,Will BartonDEN
3802,A_pydfs_0.70_Exp,476,CHA,Michael Kidd-Gilchrist,Michael Kidd-GilchristCHA
3803,A_pydfs_0.70_Exp,476,NOP,Anthony Davis,Anthony DavisNOP
3804,A_pydfs_0.70_Exp,476,ORL,Nikola Vucevic,Nikola VucevicORL
3805,A_pydfs_0.70_Exp,476,OKC,Dennis Schroder,Dennis SchroderOKC
3806,A_pydfs_0.70_Exp,476,NOP,Nikola Mirotic,Nikola MiroticNOP
3807,A_pydfs_0.70_Exp,476,CHI,Bobby Portis,Bobby PortisCHI
3808,A_pydfs_0.70_Exp,477,NOP,Jrue Holiday,Jrue HolidayNOP
3809,A_pydfs_0.70_Exp,477,CHI,Zach LaVine,Zach LaVineCHI
3810,A_pydfs_0.70_Exp,477,DEN,Will Barton,Will BartonDEN
3811,A_pydfs_0.70_Exp,477,NOP,Anthony Davis,Anthony DavisNOP
3812,A_pydfs_0.70_Exp,477,SAS,Pau Gasol,Pau GasolSAS
3813,A_pydfs_0.70_Exp,477,OKC,Dennis Schroder,Dennis SchroderOKC
3814,A_pydfs_0.70_Exp,477,ORL,Evan Fournier,Evan FournierORL
3815,A_pydfs_0.70_Exp,477,OKC,Steven Adams,Steven AdamsOKC
3816,A_pydfs_0.70_Exp,478,NOP,Jrue Holiday,Jrue HolidayNOP
3817,A_pydfs_0.70_Exp,478,CHI,Zach LaVine,Zach LaVineCHI
3818,A_pydfs_0.70_Exp,478,DEN,Will Barton,Will BartonDEN
3819,A_pydfs_0.70_Exp,478,NOP,Anthony Davis,Anthony DavisNOP
3820,A_pydfs_0.70_Exp,478,NOP,Nikola Mirotic,Nikola MiroticNOP
3821,A_pydfs_0.70_Exp,478,ORL,Evan Fournier,Evan FournierORL
3822,A_pydfs_0.70_Exp,478,SAC,Iman Shumpert,Iman ShumpertSAC
3823,A_pydfs_0.70_Exp,478,OKC,Dennis Schroder,Dennis SchroderOKC
3824,A_pydfs_0.70_Exp,479,NOP,Jrue Holiday,Jrue HolidayNOP
3825,A_pydfs_0.70_Exp,479,CHI,Zach LaVine,Zach LaVineCHI
3826,A_pydfs_0.70_Exp,479,CHA,Michael Kidd-Gilchrist,Michael Kidd-GilchristCHA
3827,A_pydfs_0.70_Exp,479,NOP,Anthony Davis,Anthony DavisNOP
3828,A_pydfs_0.70_Exp,479,NOP,Nikola Mirotic,Nikola MiroticNOP
3829,A_pydfs_0.70_Exp,479,DEN,Will Barton,Will BartonDEN
3830,A_pydfs_0.70_Exp,479,BOS,Jayson Tatum,Jayson TatumBOS
3831,A_pydfs_0.70_Exp,479,CHI,Bobby Portis,Bobby PortisCHI
3832,A_pydfs_0.70_Exp,480,NOP,Jrue Holiday,Jrue HolidayNOP
3833,A_pydfs_0.70_Exp,480,CHI,Zach LaVine,Zach LaVineCHI
3834,A_pydfs_0.70_Exp,480,DEN,Will Barton,Will BartonDEN
3835,A_pydfs_0.70_Exp,480,NOP,Anthony Davis,Anthony DavisNOP
3836,A_pydfs_0.70_Exp,480,SAS,Pau Gasol,Pau GasolSAS
3837,A_pydfs_0.70_Exp,480,OKC,Dennis Schroder,Dennis SchroderOKC
3838,A_pydfs_0.70_Exp,480,CHI,Bobby Portis,Bobby PortisCHI
3839,A_pydfs_0.70_Exp,480,OKC,Steven Adams,Steven AdamsOKC
3840,A_pydfs_0.70_Exp,481,NOP,Jrue Holiday,Jrue HolidayNOP
3841,A_pydfs_0.70_Exp,481,CHI,Zach LaVine,Zach LaVineCHI
3842,A_pydfs_0.70_Exp,481,DEN,Will Barton,Will BartonDEN
3843,A_pydfs_0.70_Exp,481,NOP,Anthony Davis,Anthony DavisNOP
3844,A_pydfs_0.70_Exp,481,NOP,Nikola Mirotic,Nikola MiroticNOP
3845,A_pydfs_0.70_Exp,481,OKC,Dennis Schroder,Dennis SchroderOKC
3846,A_pydfs_0.70_Exp,481,CHI,Bobby Portis,Bobby PortisCHI
3847,A_pydfs_0.70_Exp,481,SAC,Iman Shumpert,Iman ShumpertSAC
3848,A_pydfs_0.70_Exp,482,NOP,Jrue Holiday,Jrue HolidayNOP
3849,A_pydfs_0.70_Exp,482,CHI,Zach LaVine,Zach LaVineCHI
3850,A_pydfs_0.70_Exp,482,DEN,Will Barton,Will BartonDEN
3851,A_pydfs_0.70_Exp,482,NOP,Anthony Davis,Anthony DavisNOP
3852,A_pydfs_0.70_Exp,482,NOP,Nikola Mirotic,Nikola MiroticNOP
3853,A_pydfs_0.70_Exp,482,ORL,Evan Fournier,Evan FournierORL
3854,A_pydfs_0.70_Exp,482,DEN,Juancho Hernangomez,Juancho HernangomezDEN
3855,A_pydfs_0.70_Exp,482,OKC,Dennis Schroder,Dennis SchroderOKC
3856,A_pydfs_0.70_Exp,483,CHI,Zach LaVine,Zach LaVineCHI
3857,A_pydfs_0.70_Exp,483,DEN,Will Barton,Will BartonDEN
3858,A_pydfs_0.70_Exp,483,OKC,Paul George,Paul GeorgeOKC
3859,A_pydfs_0.70_Exp,483,NOP,Anthony Davis,Anthony DavisNOP
3860,A_pydfs_0.70_Exp,483,SAS,Pau Gasol,Pau GasolSAS
3861,A_pydfs_0.70_Exp,483,OKC,Dennis Schroder,Dennis SchroderOKC
3862,A_pydfs_0.70_Exp,483,NOP,Nikola Mirotic,Nikola MiroticNOP
3863,A_pydfs_0.70_Exp,483,BOS,Terry Rozier,Terry RozierBOS
3864,A_pydfs_0.70_Exp,484,NOP,Jrue Holiday,Jrue HolidayNOP
3865,A_pydfs_0.70_Exp,484,CHI,Zach LaVine,Zach LaVineCHI
3866,A_pydfs_0.70_Exp,484,DEN,Will Barton,Will BartonDEN
3867,A_pydfs_0.70_Exp,484,NOP,Anthony Davis,Anthony DavisNOP
3868,A_pydfs_0.70_Exp,484,NOP,Nikola Mirotic,Nikola MiroticNOP
3869,A_pydfs_0.70_Exp,484,OKC,Dennis Schroder,Dennis SchroderOKC
3870,A_pydfs_0.70_Exp,484,CHI,Bobby Portis,Bobby PortisCHI
3871,A_pydfs_0.70_Exp,484,DEN,Juancho Hernangomez,Juancho HernangomezDEN
3872,A_pydfs_0.70_Exp,485,CHI,Ryan Arcidiacono,Ryan ArcidiaconoCHI
3873,A_pydfs_0.70_Exp,485,CHI,Zach LaVine,Zach LaVineCHI
3874,A_pydfs_0.70_Exp,485,DEN,Will Barton,Will BartonDEN
3875,A_pydfs_0.70_Exp,485,NOP,Anthony Davis,Anthony DavisNOP
3876,A_pydfs_0.70_Exp,485,ORL,Nikola Vucevic,Nikola VucevicORL
3877,A_pydfs_0.70_Exp,485,ORL,Evan Fournier,Evan FournierORL
3878,A_pydfs_0.70_Exp,485,NOP,Nikola Mirotic,Nikola MiroticNOP
3879,A_pydfs_0.70_Exp,485,OKC,Dennis Schroder,Dennis SchroderOKC
3880,A_pydfs_0.70_Exp,486,DEN,Monte Morris,Monte MorrisDEN
3881,A_pydfs_0.70_Exp,486,NOP,Jrue Holiday,Jrue HolidayNOP
3882,A_pydfs_0.70_Exp,486,DEN,Will Barton,Will BartonDEN
3883,A_pydfs_0.70_Exp,486,NOP,Anthony Davis,Anthony DavisNOP
3884,A_pydfs_0.70_Exp,486,NOP,Nikola Mirotic,Nikola MiroticNOP
3885,A_pydfs_0.70_Exp,486,CHI,Zach LaVine,Zach LaVineCHI
3886,A_pydfs_0.70_Exp,486,MIN,Taj Gibson,Taj GibsonMIN
3887,A_pydfs_0.70_Exp,486,OKC,Dennis Schroder,Dennis SchroderOKC
3888,A_pydfs_0.70_Exp,487,CHI,Ryan Arcidiacono,Ryan ArcidiaconoCHI
3889,A_pydfs_0.70_Exp,487,CHI,Zach LaVine,Zach LaVineCHI
3890,A_pydfs_0.70_Exp,487,DEN,Will Barton,Will BartonDEN
3891,A_pydfs_0.70_Exp,487,NOP,Anthony Davis,Anthony DavisNOP
3892,A_pydfs_0.70_Exp,487,ORL,Nikola Vucevic,Nikola VucevicORL
3893,A_pydfs_0.70_Exp,487,OKC,Dennis Schroder,Dennis SchroderOKC
3894,A_pydfs_0.70_Exp,487,NOP,Nikola Mirotic,Nikola MiroticNOP
3895,A_pydfs_0.70_Exp,487,CHI,Bobby Portis,Bobby PortisCHI
3896,A_pydfs_0.70_Exp,488,NOP,Jrue Holiday,Jrue HolidayNOP
3897,A_pydfs_0.70_Exp,488,CHI,Zach LaVine,Zach LaVineCHI
3898,A_pydfs_0.70_Exp,488,DEN,Will Barton,Will BartonDEN
3899,A_pydfs_0.70_Exp,488,NOP,Anthony Davis,Anthony DavisNOP
3900,A_pydfs_0.70_Exp,488,NOP,Nikola Mirotic,Nikola MiroticNOP
3901,A_pydfs_0.70_Exp,488,OKC,Dennis Schroder,Dennis SchroderOKC
3902,A_pydfs_0.70_Exp,488,UTA,Derrick Favors,Derrick FavorsUTA
3903,A_pydfs_0.70_Exp,488,SAC,Iman Shumpert,Iman ShumpertSAC
3904,A_pydfs_0.70_Exp,489,NOP,Jrue Holiday,Jrue HolidayNOP
