,Unnamed: 0,model,lineupNum,team,player_name,concatNameTeam,NBA_Stats_ID,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,DDpts,DDreb,DDast,DDblk,DDstl,#ofDDig,DoubDoub,TripDoub,ActFP
11,96,A_pydfs_1.00_Exp,13,NOP,Jrue Holiday,Jrue HolidayNOP,201950,Jrue Holiday,NOP,28,1,0,1,40,25,12,22,54.5,0,4,0.0,1,1,100.0,2,4,6,7,3,0,2,1,45.7,0,0,-3,1,0,0,0,0,1,0,0,45.5
3272,100,A_pydfs_1.00_Exp,13,SAS,Pau Gasol,Pau GasolSAS,2200,Pau Gasol,SAS,38,1,0,1,14,2,1,3,33.3,0,1,0.0,0,0,0.0,0,6,6,0,1,0,0,2,8.2,0,0,-9,0,0,0,0,0,0,0,0,9.0
4602,102,A_pydfs_1.00_Exp,13,NOP,Nikola Mirotic,Nikola MiroticNOP,202703,Nikola Mirotic,NOP,27,1,0,1,27,9,3,8,37.5,1,6,16.7,2,2,100.0,0,6,6,0,0,0,3,5,25.2,0,0,4,0,0,0,0,0,0,0,0,23.0
1655,98,A_pydfs_1.00_Exp,13,DEN,Will Barton,Will BartonDEN,203115,Will Barton,DEN,28,1,0,1,16,6,2,10,20.0,1,3,33.3,1,2,50.0,1,4,5,3,1,0,0,2,15.5,0,0,-16,0,0,0,0,0,0,0,0,16.75
823,105,A_pydfs_1.00_Exp,14,CHI,Zach LaVine,Zach LaVineCHI,203897,Zach LaVine,CHI,23,1,0,1,29,21,7,21,33.3,2,7,28.6,5,6,83.3,0,3,3,1,1,3,1,3,37.1,0,0,-6,1,0,0,0,0,1,0,0,34.75
1656,106,A_pydfs_1.00_Exp,14,DEN,Will Barton,Will BartonDEN,203115,Will Barton,DEN,28,1,0,1,16,6,2,10,20.0,1,3,33.3,1,2,50.0,1,4,5,3,1,0,0,2,15.5,0,0,-16,0,0,0,0,0,0,0,0,16.75
5625,111,A_pydfs_1.00_Exp,14,ORL,Terrence Ross,Terrence RossORL,203082,Terrence Ross,ORL,27,1,1,0,31,25,8,20,40.0,5,14,35.7,4,4,100.0,0,4,4,2,1,1,0,2,34.8,0,0,11,1,0,0,0,0,1,0,0,37.0
7612,110,A_pydfs_1.00_Exp,14,MIN,Taj Gibson,Taj GibsonMIN,201959,Taj Gibson,MIN,33,1,1,0,27,10,5,7,71.4,0,1,0.0,0,0,0.0,2,0,2,1,2,0,0,2,11.9,0,0,-4,1,0,0,0,0,1,0,0,13.0
2483,107,A_pydfs_1.00_Exp,14,NOP,Anthony Davis,Anthony DavisNOP,203076,Anthony Davis,NOP,25,1,0,1,36,30,10,22,45.5,2,5,40.0,8,9,88.9,4,10,14,2,3,0,1,5,49.8,1,0,1,1,1,0,0,0,2,0,0,52.0
4603,108,A_pydfs_1.00_Exp,14,NOP,Nikola Mirotic,Nikola MiroticNOP,202703,Nikola Mirotic,NOP,27,1,0,1,27,9,3,8,37.5,1,6,16.7,2,2,100.0,0,6,6,0,0,0,3,5,25.2,0,0,4,0,0,0,0,0,0,0,0,23.0
3818,109,A_pydfs_1.00_Exp,14,OKC,Dennis Schroder,Dennis SchroderOKC,203471,Dennis Schroder,OKC,25,1,1,0,25,19,8,17,47.1,0,1,0.0,3,4,75.0,1,0,1,6,0,4,0,3,41.2,0,0,6,1,0,0,0,0,1,0,0,37.25
12,104,A_pydfs_1.00_Exp,14,NOP,Jrue Holiday,Jrue HolidayNOP,201950,Jrue Holiday,NOP,28,1,0,1,40,25,12,22,54.5,0,4,0.0,1,1,100.0,2,4,6,7,3,0,2,1,45.7,0,0,-3,1,0,0,0,0,1,0,0,45.5
1657,113,A_pydfs_1.00_Exp,15,DEN,Will Barton,Will BartonDEN,203115,Will Barton,DEN,28,1,0,1,16,6,2,10,20.0,1,3,33.3,1,2,50.0,1,4,5,3,1,0,0,2,15.5,0,0,-16,0,0,0,0,0,0,0,0,16.75
5821,114,A_pydfs_1.00_Exp,15,ORL,Evan Fournier,Evan FournierORL,203095,Evan Fournier,ORL,26,1,1,0,39,18,8,15,53.3,2,7,28.6,0,0,0.0,1,2,3,5,0,0,0,2,29.1,0,0,-3,1,0,0,0,0,1,0,0,30.25
2484,115,A_pydfs_1.00_Exp,15,NOP,Anthony Davis,Anthony DavisNOP,203076,Anthony Davis,NOP,25,1,0,1,36,30,10,22,45.5,2,5,40.0,8,9,88.9,4,10,14,2,3,0,1,5,49.8,1,0,1,1,1,0,0,0,2,0,0,52.0
3819,117,A_pydfs_1.00_Exp,15,OKC,Dennis Schroder,Dennis SchroderOKC,203471,Dennis Schroder,OKC,25,1,1,0,25,19,8,17,47.1,0,1,0.0,3,4,75.0,1,0,1,6,0,4,0,3,41.2,0,0,6,1,0,0,0,0,1,0,0,37.25
824,112,A_pydfs_1.00_Exp,15,CHI,Zach LaVine,Zach LaVineCHI,203897,Zach LaVine,CHI,23,1,0,1,29,21,7,21,33.3,2,7,28.6,5,6,83.3,0,3,3,1,1,3,1,3,37.1,0,0,-6,1,0,0,0,0,1,0,0,34.75
4604,118,A_pydfs_1.00_Exp,15,NOP,Nikola Mirotic,Nikola MiroticNOP,202703,Nikola Mirotic,NOP,27,1,0,1,27,9,3,8,37.5,1,6,16.7,2,2,100.0,0,6,6,0,0,0,3,5,25.2,0,0,4,0,0,0,0,0,0,0,0,23.0
7858,116,A_pydfs_1.00_Exp,15,NOP,Julius Randle,Julius RandleNOP,203944,Julius Randle,NOP,24,1,0,1,34,22,7,13,53.8,0,1,0.0,8,10,80.0,2,9,11,3,2,0,0,3,37.7,1,0,-10,1,1,0,0,0,2,0,0,39.25
13,120,A_pydfs_1.00_Exp,16,NOP,Jrue Holiday,Jrue HolidayNOP,201950,Jrue Holiday,NOP,28,1,0,1,40,25,12,22,54.5,0,4,0.0,1,1,100.0,2,4,6,7,3,0,2,1,45.7,0,0,-3,1,0,0,0,0,1,0,0,45.5
3820,125,A_pydfs_1.00_Exp,16,OKC,Dennis Schroder,Dennis SchroderOKC,203471,Dennis Schroder,OKC,25,1,1,0,25,19,8,17,47.1,0,1,0.0,3,4,75.0,1,0,1,6,0,4,0,3,41.2,0,0,6,1,0,0,0,0,1,0,0,37.25
4605,124,A_pydfs_1.00_Exp,16,NOP,Nikola Mirotic,Nikola MiroticNOP,202703,Nikola Mirotic,NOP,27,1,0,1,27,9,3,8,37.5,1,6,16.7,2,2,100.0,0,6,6,0,0,0,3,5,25.2,0,0,4,0,0,0,0,0,0,0,0,23.0
825,121,A_pydfs_1.00_Exp,16,CHI,Zach LaVine,Zach LaVineCHI,203897,Zach LaVine,CHI,23,1,0,1,29,21,7,21,33.3,2,7,28.6,5,6,83.3,0,3,3,1,1,3,1,3,37.1,0,0,-6,1,0,0,0,0,1,0,0,34.75
7613,126,A_pydfs_1.00_Exp,16,MIN,Taj Gibson,Taj GibsonMIN,201959,Taj Gibson,MIN,33,1,1,0,27,10,5,7,71.4,0,1,0.0,0,0,0.0,2,0,2,1,2,0,0,2,11.9,0,0,-4,1,0,0,0,0,1,0,0,13.0
1658,122,A_pydfs_1.00_Exp,16,DEN,Will Barton,Will BartonDEN,203115,Will Barton,DEN,28,1,0,1,16,6,2,10,20.0,1,3,33.3,1,2,50.0,1,4,5,3,1,0,0,2,15.5,0,0,-16,0,0,0,0,0,0,0,0,16.75
2485,123,A_pydfs_1.00_Exp,16,NOP,Anthony Davis,Anthony DavisNOP,203076,Anthony Davis,NOP,25,1,0,1,36,30,10,22,45.5,2,5,40.0,8,9,88.9,4,10,14,2,3,0,1,5,49.8,1,0,1,1,1,0,0,0,2,0,0,52.0
5392,135,A_pydfs_1.00_Exp,17,BOS,Al Horford,Al HorfordBOS,201143,Al Horford,BOS,32,1,0,1,30,10,5,10,50.0,0,2,0.0,0,0,0.0,2,9,11,4,2,4,1,2,42.2,1,0,21,1,1,0,0,0,2,0,0,38.75
1659,130,A_pydfs_1.00_Exp,17,DEN,Will Barton,Will BartonDEN,203115,Will Barton,DEN,28,1,0,1,16,6,2,10,20.0,1,3,33.3,1,2,50.0,1,4,5,3,1,0,0,2,15.5,0,0,-16,0,0,0,0,0,0,0,0,16.75
2486,131,A_pydfs_1.00_Exp,17,NOP,Anthony Davis,Anthony DavisNOP,203076,Anthony Davis,NOP,25,1,0,1,36,30,10,22,45.5,2,5,40.0,8,9,88.9,4,10,14,2,3,0,1,5,49.8,1,0,1,1,1,0,0,0,2,0,0,52.0
826,129,A_pydfs_1.00_Exp,17,CHI,Zach LaVine,Zach LaVineCHI,203897,Zach LaVine,CHI,23,1,0,1,29,21,7,21,33.3,2,7,28.6,5,6,83.3,0,3,3,1,1,3,1,3,37.1,0,0,-6,1,0,0,0,0,1,0,0,34.75
5822,133,A_pydfs_1.00_Exp,17,ORL,Evan Fournier,Evan FournierORL,203095,Evan Fournier,ORL,26,1,1,0,39,18,8,15,53.3,2,7,28.6,0,0,0.0,1,2,3,5,0,0,0,2,29.1,0,0,-3,1,0,0,0,0,1,0,0,30.25
4606,134,A_pydfs_1.00_Exp,17,NOP,Nikola Mirotic,Nikola MiroticNOP,202703,Nikola Mirotic,NOP,27,1,0,1,27,9,3,8,37.5,1,6,16.7,2,2,100.0,0,6,6,0,0,0,3,5,25.2,0,0,4,0,0,0,0,0,0,0,0,23.0
3273,132,A_pydfs_1.00_Exp,17,SAS,Pau Gasol,Pau GasolSAS,2200,Pau Gasol,SAS,38,1,0,1,14,2,1,3,33.3,0,1,0.0,0,0,0.0,0,6,6,0,1,0,0,2,8.2,0,0,-9,0,0,0,0,0,0,0,0,9.0
14,128,A_pydfs_1.00_Exp,17,NOP,Jrue Holiday,Jrue HolidayNOP,201950,Jrue Holiday,NOP,28,1,0,1,40,25,12,22,54.5,0,4,0.0,1,1,100.0,2,4,6,7,3,0,2,1,45.7,0,0,-3,1,0,0,0,0,1,0,0,45.5
4607,143,A_pydfs_1.00_Exp,18,NOP,Nikola Mirotic,Nikola MiroticNOP,202703,Nikola Mirotic,NOP,27,1,0,1,27,9,3,8,37.5,1,6,16.7,2,2,100.0,0,6,6,0,0,0,3,5,25.2,0,0,4,0,0,0,0,0,0,0,0,23.0
2487,139,A_pydfs_1.00_Exp,18,NOP,Anthony Davis,Anthony DavisNOP,203076,Anthony Davis,NOP,25,1,0,1,36,30,10,22,45.5,2,5,40.0,8,9,88.9,4,10,14,2,3,0,1,5,49.8,1,0,1,1,1,0,0,0,2,0,0,52.0
1660,138,A_pydfs_1.00_Exp,18,DEN,Will Barton,Will BartonDEN,203115,Will Barton,DEN,28,1,0,1,16,6,2,10,20.0,1,3,33.3,1,2,50.0,1,4,5,3,1,0,0,2,15.5,0,0,-16,0,0,0,0,0,0,0,0,16.75
7859,142,A_pydfs_1.00_Exp,18,NOP,Julius Randle,Julius RandleNOP,203944,Julius Randle,NOP,24,1,0,1,34,22,7,13,53.8,0,1,0.0,8,10,80.0,2,9,11,3,2,0,0,3,37.7,1,0,-10,1,1,0,0,0,2,0,0,39.25
15,137,A_pydfs_1.00_Exp,18,NOP,Jrue Holiday,Jrue HolidayNOP,201950,Jrue Holiday,NOP,28,1,0,1,40,25,12,22,54.5,0,4,0.0,1,1,100.0,2,4,6,7,3,0,2,1,45.7,0,0,-3,1,0,0,0,0,1,0,0,45.5
7060,136,A_pydfs_1.00_Exp,18,CHI,Ryan Arcidiacono,Ryan ArcidiaconoCHI,1627853,Ryan Arcidiacono,CHI,24,1,0,1,19,6,1,5,20.0,0,3,0.0,4,4,100.0,0,2,2,2,3,0,0,1,8.4,0,0,-4,0,0,0,0,0,0,0,0,10.0
827,141,A_pydfs_1.00_Exp,18,CHI,Zach LaVine,Zach LaVineCHI,203897,Zach LaVine,CHI,23,1,0,1,29,21,7,21,33.3,2,7,28.6,5,6,83.3,0,3,3,1,1,3,1,3,37.1,0,0,-6,1,0,0,0,0,1,0,0,34.75
3274,140,A_pydfs_1.00_Exp,18,SAS,Pau Gasol,Pau GasolSAS,2200,Pau Gasol,SAS,38,1,0,1,14,2,1,3,33.3,0,1,0.0,0,0,0.0,0,6,6,0,1,0,0,2,8.2,0,0,-9,0,0,0,0,0,0,0,0,9.0
828,145,A_pydfs_1.00_Exp,19,CHI,Zach LaVine,Zach LaVineCHI,203897,Zach LaVine,CHI,23,1,0,1,29,21,7,21,33.3,2,7,28.6,5,6,83.3,0,3,3,1,1,3,1,3,37.1,0,0,-6,1,0,0,0,0,1,0,0,34.75
1661,146,A_pydfs_1.00_Exp,19,DEN,Will Barton,Will BartonDEN,203115,Will Barton,DEN,28,1,0,1,16,6,2,10,20.0,1,3,33.3,1,2,50.0,1,4,5,3,1,0,0,2,15.5,0,0,-16,0,0,0,0,0,0,0,0,16.75
3821,149,A_pydfs_1.00_Exp,19,OKC,Dennis Schroder,Dennis SchroderOKC,203471,Dennis Schroder,OKC,25,1,1,0,25,19,8,17,47.1,0,1,0.0,3,4,75.0,1,0,1,6,0,4,0,3,41.2,0,0,6,1,0,0,0,0,1,0,0,37.25
6284,151,A_pydfs_1.00_Exp,19,ORL,Nikola Vucevic,Nikola VucevicORL,202696,Nikola Vucevic,ORL,28,1,1,0,30,16,7,18,38.9,0,4,0.0,2,4,50.0,2,11,13,5,4,0,0,0,35.1,1,0,-21,1,1,0,0,0,2,0,0,37.75
4608,147,A_pydfs_1.00_Exp,19,NOP,Nikola Mirotic,Nikola MiroticNOP,202703,Nikola Mirotic,NOP,27,1,0,1,27,9,3,8,37.5,1,6,16.7,2,2,100.0,0,6,6,0,0,0,3,5,25.2,0,0,4,0,0,0,0,0,0,0,0,23.0
16,144,A_pydfs_1.00_Exp,19,NOP,Jrue Holiday,Jrue HolidayNOP,201950,Jrue Holiday,NOP,28,1,0,1,40,25,12,22,54.5,0,4,0.0,1,1,100.0,2,4,6,7,3,0,2,1,45.7,0,0,-3,1,0,0,0,0,1,0,0,45.5
829,153,A_pydfs_1.00_Exp,20,CHI,Zach LaVine,Zach LaVineCHI,203897,Zach LaVine,CHI,23,1,0,1,29,21,7,21,33.3,2,7,28.6,5,6,83.3,0,3,3,1,1,3,1,3,37.1,0,0,-6,1,0,0,0,0,1,0,0,34.75
8314,158,A_pydfs_1.00_Exp,20,OKC,Paul George,Paul GeorgeOKC,202331,Paul George,OKC,28,1,1,0,34,18,5,17,29.4,2,7,28.6,6,6,100.0,0,11,11,4,2,2,0,1,41.2,1,0,15,1,1,0,0,0,2,0,0,41.75
4609,155,A_pydfs_1.00_Exp,20,NOP,Nikola Mirotic,Nikola MiroticNOP,202703,Nikola Mirotic,NOP,27,1,0,1,27,9,3,8,37.5,1,6,16.7,2,2,100.0,0,6,6,0,0,0,3,5,25.2,0,0,4,0,0,0,0,0,0,0,0,23.0
3822,159,A_pydfs_1.00_Exp,20,OKC,Dennis Schroder,Dennis SchroderOKC,203471,Dennis Schroder,OKC,25,1,1,0,25,19,8,17,47.1,0,1,0.0,3,4,75.0,1,0,1,6,0,4,0,3,41.2,0,0,6,1,0,0,0,0,1,0,0,37.25
8160,154,A_pydfs_1.00_Exp,20,ORL,Aaron Gordon,Aaron GordonORL,203932,Aaron Gordon,ORL,23,1,1,0,37,28,7,14,50.0,1,5,20.0,13,13,100.0,2,10,12,2,6,0,1,3,42.4,1,0,11,1,1,0,0,0,2,0,0,45.5
17,152,A_pydfs_1.00_Exp,20,NOP,Jrue Holiday,Jrue HolidayNOP,201950,Jrue Holiday,NOP,28,1,0,1,40,25,12,22,54.5,0,4,0.0,1,1,100.0,2,4,6,7,3,0,2,1,45.7,0,0,-3,1,0,0,0,0,1,0,0,45.5
1662,157,A_pydfs_1.00_Exp,20,DEN,Will Barton,Will BartonDEN,203115,Will Barton,DEN,28,1,0,1,16,6,2,10,20.0,1,3,33.3,1,2,50.0,1,4,5,3,1,0,0,2,15.5,0,0,-16,0,0,0,0,0,0,0,0,16.75
2488,163,A_pydfs_1.00_Exp,21,NOP,Anthony Davis,Anthony DavisNOP,203076,Anthony Davis,NOP,25,1,0,1,36,30,10,22,45.5,2,5,40.0,8,9,88.9,4,10,14,2,3,0,1,5,49.8,1,0,1,1,1,0,0,0,2,0,0,52.0
5626,167,A_pydfs_1.00_Exp,21,ORL,Terrence Ross,Terrence RossORL,203082,Terrence Ross,ORL,27,1,1,0,31,25,8,20,40.0,5,14,35.7,4,4,100.0,0,4,4,2,1,1,0,2,34.8,0,0,11,1,0,0,0,0,1,0,0,37.0
830,161,A_pydfs_1.00_Exp,21,CHI,Zach LaVine,Zach LaVineCHI,203897,Zach LaVine,CHI,23,1,0,1,29,21,7,21,33.3,2,7,28.6,5,6,83.3,0,3,3,1,1,3,1,3,37.1,0,0,-6,1,0,0,0,0,1,0,0,34.75
1663,162,A_pydfs_1.00_Exp,21,DEN,Will Barton,Will BartonDEN,203115,Will Barton,DEN,28,1,0,1,16,6,2,10,20.0,1,3,33.3,1,2,50.0,1,4,5,3,1,0,0,2,15.5,0,0,-16,0,0,0,0,0,0,0,0,16.75
4610,164,A_pydfs_1.00_Exp,21,NOP,Nikola Mirotic,Nikola MiroticNOP,202703,Nikola Mirotic,NOP,27,1,0,1,27,9,3,8,37.5,1,6,16.7,2,2,100.0,0,6,6,0,0,0,3,5,25.2,0,0,4,0,0,0,0,0,0,0,0,23.0
18,160,A_pydfs_1.00_Exp,21,NOP,Jrue Holiday,Jrue HolidayNOP,201950,Jrue Holiday,NOP,28,1,0,1,40,25,12,22,54.5,0,4,0.0,1,1,100.0,2,4,6,7,3,0,2,1,45.7,0,0,-3,1,0,0,0,0,1,0,0,45.5
5823,165,A_pydfs_1.00_Exp,21,ORL,Evan Fournier,Evan FournierORL,203095,Evan Fournier,ORL,26,1,1,0,39,18,8,15,53.3,2,7,28.6,0,0,0.0,1,2,3,5,0,0,0,2,29.1,0,0,-3,1,0,0,0,0,1,0,0,30.25
2489,171,A_pydfs_1.00_Exp,22,NOP,Anthony Davis,Anthony DavisNOP,203076,Anthony Davis,NOP,25,1,0,1,36,30,10,22,45.5,2,5,40.0,8,9,88.9,4,10,14,2,3,0,1,5,49.8,1,0,1,1,1,0,0,0,2,0,0,52.0
1664,170,A_pydfs_1.00_Exp,22,DEN,Will Barton,Will BartonDEN,203115,Will Barton,DEN,28,1,0,1,16,6,2,10,20.0,1,3,33.3,1,2,50.0,1,4,5,3,1,0,0,2,15.5,0,0,-16,0,0,0,0,0,0,0,0,16.75
19,168,A_pydfs_1.00_Exp,22,NOP,Jrue Holiday,Jrue HolidayNOP,201950,Jrue Holiday,NOP,28,1,0,1,40,25,12,22,54.5,0,4,0.0,1,1,100.0,2,4,6,7,3,0,2,1,45.7,0,0,-3,1,0,0,0,0,1,0,0,45.5
8690,173,A_pydfs_1.00_Exp,22,SAC,Iman Shumpert,Iman ShumpertSAC,202697,Iman Shumpert,SAC,28,1,1,0,21,5,2,9,22.2,1,3,33.3,0,0,0.0,2,1,3,2,1,0,1,4,13.6,0,0,-3,0,0,0,0,0,0,0,0,13.75
831,169,A_pydfs_1.00_Exp,22,CHI,Zach LaVine,Zach LaVineCHI,203897,Zach LaVine,CHI,23,1,0,1,29,21,7,21,33.3,2,7,28.6,5,6,83.3,0,3,3,1,1,3,1,3,37.1,0,0,-6,1,0,0,0,0,1,0,0,34.75
8876,175,A_pydfs_1.00_Exp,22,OKC,Steven Adams,Steven AdamsOKC,203500,Steven Adams,OKC,25,1,1,0,34,12,3,5,60.0,0,0,0.0,6,8,75.0,2,7,9,2,0,2,1,3,34.8,0,0,14,1,0,0,0,0,1,0,0,32.25
3275,172,A_pydfs_1.00_Exp,22,SAS,Pau Gasol,Pau GasolSAS,2200,Pau Gasol,SAS,38,1,0,1,14,2,1,3,33.3,0,1,0.0,0,0,0.0,0,6,6,0,1,0,0,2,8.2,0,0,-9,0,0,0,0,0,0,0,0,9.0
4611,174,A_pydfs_1.00_Exp,22,NOP,Nikola Mirotic,Nikola MiroticNOP,202703,Nikola Mirotic,NOP,27,1,0,1,27,9,3,8,37.5,1,6,16.7,2,2,100.0,0,6,6,0,0,0,3,5,25.2,0,0,4,0,0,0,0,0,0,0,0,23.0
3823,181,A_pydfs_1.00_Exp,23,OKC,Dennis Schroder,Dennis SchroderOKC,203471,Dennis Schroder,OKC,25,1,1,0,25,19,8,17,47.1,0,1,0.0,3,4,75.0,1,0,1,6,0,4,0,3,41.2,0,0,6,1,0,0,0,0,1,0,0,37.25
832,177,A_pydfs_1.00_Exp,23,CHI,Zach LaVine,Zach LaVineCHI,203897,Zach LaVine,CHI,23,1,0,1,29,21,7,21,33.3,2,7,28.6,5,6,83.3,0,3,3,1,1,3,1,3,37.1,0,0,-6,1,0,0,0,0,1,0,0,34.75
4612,182,A_pydfs_1.00_Exp,23,NOP,Nikola Mirotic,Nikola MiroticNOP,202703,Nikola Mirotic,NOP,27,1,0,1,27,9,3,8,37.5,1,6,16.7,2,2,100.0,0,6,6,0,0,0,3,5,25.2,0,0,4,0,0,0,0,0,0,0,0,23.0
20,176,A_pydfs_1.00_Exp,23,NOP,Jrue Holiday,Jrue HolidayNOP,201950,Jrue Holiday,NOP,28,1,0,1,40,25,12,22,54.5,0,4,0.0,1,1,100.0,2,4,6,7,3,0,2,1,45.7,0,0,-3,1,0,0,0,0,1,0,0,45.5
7860,179,A_pydfs_1.00_Exp,23,NOP,Julius Randle,Julius RandleNOP,203944,Julius Randle,NOP,24,1,0,1,34,22,7,13,53.8,0,1,0.0,8,10,80.0,2,9,11,3,2,0,0,3,37.7,1,0,-10,1,1,0,0,0,2,0,0,39.25
7614,183,A_pydfs_1.00_Exp,23,MIN,Taj Gibson,Taj GibsonMIN,201959,Taj Gibson,MIN,33,1,1,0,27,10,5,7,71.4,0,1,0.0,0,0,0.0,2,0,2,1,2,0,0,2,11.9,0,0,-4,1,0,0,0,0,1,0,0,13.0
1665,178,A_pydfs_1.00_Exp,23,DEN,Will Barton,Will BartonDEN,203115,Will Barton,DEN,28,1,0,1,16,6,2,10,20.0,1,3,33.3,1,2,50.0,1,4,5,3,1,0,0,2,15.5,0,0,-16,0,0,0,0,0,0,0,0,16.75
6285,180,A_pydfs_1.00_Exp,23,ORL,Nikola Vucevic,Nikola VucevicORL,202696,Nikola Vucevic,ORL,28,1,1,0,30,16,7,18,38.9,0,4,0.0,2,4,50.0,2,11,13,5,4,0,0,0,35.1,1,0,-21,1,1,0,0,0,2,0,0,37.75
4613,190,A_pydfs_1.00_Exp,24,NOP,Nikola Mirotic,Nikola MiroticNOP,202703,Nikola Mirotic,NOP,27,1,0,1,27,9,3,8,37.5,1,6,16.7,2,2,100.0,0,6,6,0,0,0,3,5,25.2,0,0,4,0,0,0,0,0,0,0,0,23.0
8877,191,A_pydfs_1.00_Exp,24,OKC,Steven Adams,Steven AdamsOKC,203500,Steven Adams,OKC,25,1,1,0,34,12,3,5,60.0,0,0,0.0,6,8,75.0,2,7,9,2,0,2,1,3,34.8,0,0,14,1,0,0,0,0,1,0,0,32.25
21,184,A_pydfs_1.00_Exp,24,NOP,Jrue Holiday,Jrue HolidayNOP,201950,Jrue Holiday,NOP,28,1,0,1,40,25,12,22,54.5,0,4,0.0,1,1,100.0,2,4,6,7,3,0,2,1,45.7,0,0,-3,1,0,0,0,0,1,0,0,45.5
9133,186,A_pydfs_1.00_Exp,24,DEN,Juancho Hernangomez,Juancho HernangomezDEN,1627823,Juancho Hernangomez,DEN,23,1,0,1,14,1,0,2,0.0,0,2,0.0,1,2,50.0,0,1,1,0,0,0,0,1,2.2,0,0,-15,0,0,0,0,0,0,0,0,2.25
2490,187,A_pydfs_1.00_Exp,24,NOP,Anthony Davis,Anthony DavisNOP,203076,Anthony Davis,NOP,25,1,0,1,36,30,10,22,45.5,2,5,40.0,8,9,88.9,4,10,14,2,3,0,1,5,49.8,1,0,1,1,1,0,0,0,2,0,0,52.0
3276,188,A_pydfs_1.00_Exp,24,SAS,Pau Gasol,Pau GasolSAS,2200,Pau Gasol,SAS,38,1,0,1,14,2,1,3,33.3,0,1,0.0,0,0,0.0,0,6,6,0,1,0,0,2,8.2,0,0,-9,0,0,0,0,0,0,0,0,9.0
1666,189,A_pydfs_1.00_Exp,24,DEN,Will Barton,Will BartonDEN,203115,Will Barton,DEN,28,1,0,1,16,6,2,10,20.0,1,3,33.3,1,2,50.0,1,4,5,3,1,0,0,2,15.5,0,0,-16,0,0,0,0,0,0,0,0,16.75
833,185,A_pydfs_1.00_Exp,24,CHI,Zach LaVine,Zach LaVineCHI,203897,Zach LaVine,CHI,23,1,0,1,29,21,7,21,33.3,2,7,28.6,5,6,83.3,0,3,3,1,1,3,1,3,37.1,0,0,-6,1,0,0,0,0,1,0,0,34.75
22,192,A_pydfs_1.00_Exp,25,NOP,Jrue Holiday,Jrue HolidayNOP,201950,Jrue Holiday,NOP,28,1,0,1,40,25,12,22,54.5,0,4,0.0,1,1,100.0,2,4,6,7,3,0,2,1,45.7,0,0,-3,1,0,0,0,0,1,0,0,45.5
1667,197,A_pydfs_1.00_Exp,25,DEN,Will Barton,Will BartonDEN,203115,Will Barton,DEN,28,1,0,1,16,6,2,10,20.0,1,3,33.3,1,2,50.0,1,4,5,3,1,0,0,2,15.5,0,0,-16,0,0,0,0,0,0,0,0,16.75
2491,195,A_pydfs_1.00_Exp,25,NOP,Anthony Davis,Anthony DavisNOP,203076,Anthony Davis,NOP,25,1,0,1,36,30,10,22,45.5,2,5,40.0,8,9,88.9,4,10,14,2,3,0,1,5,49.8,1,0,1,1,1,0,0,0,2,0,0,52.0
3824,199,A_pydfs_1.00_Exp,25,OKC,Dennis Schroder,Dennis SchroderOKC,203471,Dennis Schroder,OKC,25,1,1,0,25,19,8,17,47.1,0,1,0.0,3,4,75.0,1,0,1,6,0,4,0,3,41.2,0,0,6,1,0,0,0,0,1,0,0,37.25
7615,198,A_pydfs_1.00_Exp,25,MIN,Taj Gibson,Taj GibsonMIN,201959,Taj Gibson,MIN,33,1,1,0,27,10,5,7,71.4,0,1,0.0,0,0,0.0,2,0,2,1,2,0,0,2,11.9,0,0,-4,1,0,0,0,0,1,0,0,13.0
834,193,A_pydfs_1.00_Exp,25,CHI,Zach LaVine,Zach LaVineCHI,203897,Zach LaVine,CHI,23,1,0,1,29,21,7,21,33.3,2,7,28.6,5,6,83.3,0,3,3,1,1,3,1,3,37.1,0,0,-6,1,0,0,0,0,1,0,0,34.75
6723,194,A_pydfs_1.00_Exp,25,BOS,Jayson Tatum,Jayson TatumBOS,1628369,Jayson Tatum,BOS,20,1,0,1,28,16,6,16,37.5,1,4,25.0,3,4,75.0,2,4,6,1,2,1,1,4,28.7,0,0,8,1,0,0,0,0,1,0,0,28.5
6286,204,A_pydfs_1.00_Exp,26,ORL,Nikola Vucevic,Nikola VucevicORL,202696,Nikola Vucevic,ORL,28,1,1,0,30,16,7,18,38.9,0,4,0.0,2,4,50.0,2,11,13,5,4,0,0,0,35.1,1,0,-21,1,1,0,0,0,2,0,0,37.75
4614,206,A_pydfs_1.00_Exp,26,NOP,Nikola Mirotic,Nikola MiroticNOP,202703,Nikola Mirotic,NOP,27,1,0,1,27,9,3,8,37.5,1,6,16.7,2,2,100.0,0,6,6,0,0,0,3,5,25.2,0,0,4,0,0,0,0,0,0,0,0,23.0
6942,202,A_pydfs_1.00_Exp,26,CHA,Michael Kidd-Gilchrist,Michael Kidd-GilchristCHA,203077,Michael Kidd-Gilchrist,CHA,25,1,0,1,26,11,5,10,50.0,1,1,100.0,0,0,0.0,3,4,7,0,1,0,3,4,27.4,0,0,-4,1,0,0,0,0,1,0,0,25.75
