NBA_Stats_ID,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,DDpts,DDreb,DDast,DDblk,DDstl,#ofDDig,DoubDoub,TripDoub,ActFP,concatNameTeam
1628402,Frank Jackson,NOP,20,1,0,1,15,4,2,5,40,0,2,0,0,0,0,0,2,2,0,0,2,0,1,12.4,0,0,-4,0,0,0,0,0,0,0,0,10.5,Frank JacksonNOP
101162,Marcin Gortat,LAC,34,1,0,1,14,4,2,4,50,0,0,0,0,0,0,2,2,4,1,0,0,0,2,10.3,0,0,-4,0,0,0,0,0,0,0,0,10.5,Marcin GortatLAC
202066,Garrett Temple,MEM,32,1,0,1,31,9,3,6,50,2,4,50,1,2,50,0,1,1,0,2,0,0,3,8.2,0,0,-17,0,0,0,0,0,0,0,0,10.25,Garrett TempleMEM
1628960,Grayson Allen,UTA,23,1,1,0,14,7,2,4,50,1,3,33.3,2,2,100,0,1,1,0,1,0,1,0,10.2,0,0,-10,0,0,0,0,0,0,0,0,10.25,Grayson AllenUTA
1627853,Ryan Arcidiacono,CHI,24,1,0,1,19,6,1,5,20,0,3,0,4,4,100,0,2,2,2,3,0,0,1,8.4,0,0,-4,0,0,0,0,0,0,0,0,10,Ryan ArcidiaconoCHI
201571,D.J. Augustin,ORL,31,1,1,0,27,7,2,6,33.3,2,4,50,1,1,100,0,0,0,1,3,1,0,4,8.5,0,0,-18,0,0,0,0,0,0,0,0,10,D.J. AugustinORL
1628464,Daniel Theis,BOS,26,1,0,1,16,4,2,6,33.3,0,2,0,0,0,0,1,2,3,1,0,0,0,2,9.1,0,0,-16,0,0,0,0,0,0,0,0,9.25,Daniel TheisBOS
2200,Pau Gasol,SAS,38,1,0,1,14,2,1,3,33.3,0,1,0,0,0,0,0,6,6,0,1,0,0,2,8.2,0,0,-9,0,0,0,0,0,0,0,0,9,Pau GasolSAS
203476,Gorgui Dieng,MIN,28,1,1,0,11,2,1,1,100,0,0,0,0,0,0,0,2,2,0,0,2,0,3,10.4,0,0,-3,0,0,0,0,0,0,0,0,8.5,Gorgui DiengMIN
203121,Darius Miller,NOP,28,1,0,1,19,4,2,5,40,0,1,0,0,0,0,0,1,1,1,2,0,1,3,7.7,0,0,1,0,0,0,0,0,0,0,0,7.75,Darius MillerNOP
1628515,Isaiah Briscoe,ORL,22,1,1,0,21,0,0,1,0,0,0,0,0,0,0,0,1,1,4,0,0,0,4,7.2,0,0,20,0,0,0,0,0,0,0,0,7.25,Isaiah BriscoeORL
203937,Kyle Anderson,MEM,25,1,0,1,8,2,1,1,100,0,0,0,0,0,0,0,1,1,1,0,1,0,0,7.7,0,0,7,0,0,0,0,0,0,0,0,6.75,Kyle AndersonMEM
202340,Avery Bradley,LAC,28,1,0,1,22,3,1,3,33.3,1,1,100,0,0,0,0,0,0,2,0,0,0,1,6,0,0,-9,0,0,0,0,0,0,0,0,6.5,Avery BradleyLAC
1626179,Terry Rozier,BOS,24,1,0,1,17,0,0,5,0,0,3,0,0,0,0,0,3,3,2,1,0,0,0,5.6,0,0,-20,0,0,0,0,0,0,0,0,6.25,Terry RozierBOS
101181,Jose Calderon,DET,37,1,1,0,8,5,2,2,100,1,1,100,0,0,0,0,0,0,1,2,0,0,3,4.5,0,0,-4,0,0,0,0,0,0,0,0,6,Jose CalderonDET
1629234,Drew Eubanks,SAS,21,1,0,1,4,2,1,2,50,0,0,0,0,0,0,0,2,2,1,0,0,0,0,5.9,0,0,6,0,0,0,0,0,0,0,0,6,Drew EubanksSAS
1628382,Justin Jackson,SAC,23,1,1,0,21,0,0,3,0,0,3,0,0,0,0,0,1,1,2,1,0,1,3,6.2,0,0,-2,0,0,0,0,0,0,0,0,5.75,Justin JacksonSAC
2736,Luol Deng,MIN,33,1,1,0,5,5,2,2,100,1,1,100,0,0,0,0,0,0,0,0,0,0,1,5,0,0,12,0,0,0,0,0,0,0,0,5.5,Luol DengMIN
203585,Rodney McGruder,MIA,27,1,1,0,14,3,1,2,50,1,2,50,0,0,0,0,0,0,1,0,0,0,2,4.5,0,0,-5,0,0,0,0,0,0,0,0,5,Rodney McGruderMIA
203584,Troy Daniels,PHX,27,1,1,0,15,3,1,3,33.3,1,3,33.3,0,0,0,1,0,1,0,0,0,0,1,4.2,0,0,8,0,0,0,0,0,0,0,0,4.75,Troy DanielsPHX
203079,Dion Waiters,MIA,27,1,1,0,10,3,1,3,33.3,1,1,100,0,0,0,0,1,1,0,1,0,0,1,3.2,0,0,-10,0,0,0,0,0,0,0,0,4.25,Dion WaitersMIA
204025,Tim Frazier,NOP,28,1,0,1,7,0,0,1,0,0,1,0,0,0,0,1,1,2,1,1,0,0,1,2.9,0,0,-9,0,0,0,0,0,0,0,0,3.5,Tim FrazierNOP
1629017,Khyri Thomas,DET,22,1,1,0,4,3,1,1,100,1,1,100,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,3.5,Khyri ThomasDET
1628977,Hamidou Diallo,OKC,20,1,1,0,13,1,0,4,0,0,1,0,1,2,50,0,2,2,0,0,0,0,1,3.4,0,0,-6,0,0,0,0,0,0,0,0,3.5,Hamidou DialloOKC
203200,Justin Holiday,MEM,29,1,0,1,16,2,0,4,0,0,3,0,2,2,100,0,1,1,0,0,0,0,1,3.2,0,0,-12,0,0,0,0,0,0,0,0,3.25,Justin HolidayMEM
204038,Langston Galloway,DET,27,1,1,0,15,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,3,Langston GallowayDET
202347,Quincy Pondexter,SAS,30,1,0,1,4,1,0,1,0,0,0,0,1,2,50,0,0,0,1,0,0,0,1,2.5,0,0,6,0,0,0,0,0,0,0,0,2.5,Quincy PondexterSAS
1627823,Juancho Hernangomez,DEN,23,1,0,1,14,1,0,2,0,0,2,0,1,2,50,0,1,1,0,0,0,0,1,2.2,0,0,-15,0,0,0,0,0,0,0,0,2.25,Juancho HernangomezDEN
201229,Anthony Tolliver,MIN,33,1,1,0,13,1,0,4,0,0,4,0,1,2,50,0,1,1,0,0,0,0,2,2.2,0,0,-2,0,0,0,0,0,0,0,0,2.25,Anthony TolliverMIN
1628975,Jevon Carter,MEM,23,1,0,1,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,4,0,0,0,0,0,0,0,0,2,Jevon CarterMEM
203118,Mike Scott,LAC,30,1,0,1,3,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1.2,0,0,-6,0,0,0,0,0,0,0,0,1.25,Mike ScottLAC
1629057,Robert Williams III,BOS,21,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1.2,0,0,-8,0,0,0,0,0,0,0,0,1.25,Robert Williams IIIBOS
1628411,Wes Iwundu,ORL,24,1,1,0,13,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0.2,0,0,3,0,0,0,0,0,0,0,0,0.75,Wes IwunduORL
203112,Quincy Acy,PHX,28,1,1,0,8,1,0,1,0,0,1,0,1,2,50,0,0,0,0,1,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0.5,Quincy AcyPHX
1629164,Brandon Goodwin,DEN,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,Brandon GoodwinDEN
1626143,Jahlil Okafor,NOP,23,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,Jahlil OkaforNOP
202720,Jon Leuer,DET,29,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-8,0,0,0,0,0,0,0,0,0,Jon LeuerDET
1628414,Sindarius Thornwell,LAC,24,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,Sindarius ThornwellLAC
1627789,Timothe Luwawu-Cabarrot,OKC,23,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,Timothe Luwawu-CabarrotOKC
1627777,Georges Niang,UTA,25,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,-8,0,0,0,0,0,0,0,0,-0.5,Georges NiangUTA
