Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
PF/C,Luke Kornet (11923764),Luke Kornet,11923764,PF/C/F/UTIL,4600,NY@GS 01/08/2019 10:30PM ET,NY,13.91
PG/SG,Tyler Johnson (11923768),Tyler Johnson,11923768,PG/SG/G/UTIL,4600,DEN@MIA 01/08/2019 07:30PM ET,MIA,21.79
SG/SF,DeAndre' Bembry (11923755),DeAndre' Bembry,11923755,SG/SF/F/G/UTIL,4600,ATL@TOR 01/08/2019 07:30PM ET,ATL,20.94
PF/C,Taj Gibson (11923760),Taj Gibson,11923760,PF/C/F/UTIL,4600,MIN@OKC 01/08/2019 08:00PM ET,MIN,23.70
PG,Collin Sexton (11923780),Collin Sexton,11923780,PG/G/UTIL,4500,IND@CLE 01/08/2019 07:00PM ET,CLE,22.96
C,Bismack Biyombo (11923772),Bismack Biyombo,11923772,C/UTIL,4500,CHA@LAC 01/08/2019 10:30PM ET,CHA,10.48
PF/C,Mason Plumlee (11923783),Mason Plumlee,11923783,PF/C/F/UTIL,4500,DEN@MIA 01/08/2019 07:30PM ET,DEN,21.82
C,Jonas Valanciunas (11923774),Jonas Valanciunas,11923774,C/UTIL,4500,ATL@TOR 01/08/2019 07:30PM ET,TOR,25.4
PF/C,Markieff Morris (11923776),Markieff Morris,11923776,PF/C/F/UTIL,4500,WAS@PHI 01/08/2019 07:00PM ET,WAS,23.25
SF/PF,Cedi Osman (11923798),Cedi Osman,11923798,SF/PF/F/UTIL,4400,IND@CLE 01/08/2019 07:00PM ET,CLE,22.74
C,Guillermo Hernangomez (11923787),Guillermo Hernangomez,11923787,C/UTIL,4400,CHA@LAC 01/08/2019 10:30PM ET,CHA,16.98
PG/SG,Shai Gilgeous-Alexander (11923789),Shai Gilgeous-Alexander,11923789,PG/SG/G/UTIL,4400,CHA@LAC 01/08/2019 10:30PM ET,LAC,20.68
